id,page_id,tag_id
321,139,616
322,140,199
323,140,979
324,140,1167
325,141,1059
326,141,1212
327,141,3
328,142,178
329,142,1436
330,142,1100
331,143,607
332,143,1993
333,143,1626
334,144,52
335,144,1474
336,144,1606
337,144,765
338,145,1721
339,145,1372
340,146,878
341,147,343
342,148,1222
343,148,186
344,148,171
345,148,1508
346,149,680
347,149,709
348,149,1022
349,149,287
350,150,1694
351,150,635
352,150,196
353,151,245
354,151,1389
355,151,1937
356,151,1072
357,152,290
358,152,989
359,152,1512
360,153,572
361,154,1146
362,154,600
363,154,11
364,155,1846
365,156,990
366,156,1972
367,157,67
368,158,921
369,158,1775
370,158,1291
371,159,1657
372,159,552
373,159,464
374,160,1495
375,160,1609
376,161,1072
377,161,659
378,161,369
379,162,1598
380,162,1910
381,162,48
382,163,1073
383,163,72
384,163,1994
385,163,318
386,164,878
387,164,1252
388,164,1021
389,165,1610
390,165,632
391,166,545
392,166,1356
393,166,125
394,166,849
395,167,1806
396,167,1449
397,167,1794
398,167,1625
399,168,615
400,169,1932
401,169,901
402,169,614
403,169,604
404,170,774
405,170,129
406,170,1976
407,171,1532
408,172,300
409,172,1127
410,172,222
411,172,341
412,173,1568
413,173,510
414,174,1221
415,174,50
416,175,310
417,176,1257
418,176,833
419,176,1693
420,177,1428
421,177,1290
422,177,826
423,178,1853
424,178,1207
425,178,1567
426,178,1846
427,179,1801
428,179,273
429,179,1562
430,179,1288
431,180,421
432,180,107
433,181,1039
434,181,946
435,181,204
436,182,1965
437,182,1024
438,182,821
439,183,319
440,183,1840
441,184,1215
442,184,964
443,185,431
444,185,1566
445,185,735
446,186,1063
447,186,362
448,187,972
449,187,1683
450,187,183
451,188,783
452,188,1897
453,188,1389
454,189,1222
455,189,1586
456,189,145
457,189,1110
458,190,1299
459,191,1904
460,191,1454
461,191,1446
462,191,258
463,192,1486
464,192,562
465,192,254
466,193,1786
467,194,1454
468,195,1558
469,195,1602
470,196,1598
471,196,1342
472,197,1001
473,198,878
474,198,1941
475,199,58
476,199,1241
477,199,1702
478,199,251
479,200,409
480,200,1759
481,201,1205
482,201,645
483,201,300
484,201,1958
485,202,1801
486,203,1263
487,203,1987
488,204,56
489,204,1105
490,204,798
491,205,297
492,205,1639
493,205,976
494,206,1635
495,206,196
496,206,678
497,207,1827
498,207,1238
499,207,856
500,207,1523
501,208,529
502,208,1080
503,208,1523
504,209,1665
505,209,1832
506,209,1824
507,210,819
508,210,751
509,210,1755
510,210,1075
511,211,1869
512,211,1637
513,211,345
514,211,1243
515,212,1169
516,212,268
517,212,772
518,212,845
519,213,1550
520,214,260
521,215,1438
522,215,434
523,216,1894
524,216,712
525,217,1846
526,217,485
527,217,911
528,218,125
529,218,1241
530,219,364
531,219,524
532,220,692
533,221,118
534,221,1136
535,221,1790
536,222,1284
537,223,393
538,223,166
539,223,876
540,223,937
541,224,1900
542,225,809
543,225,588
544,226,1860
545,226,447
546,226,787
547,227,169
548,228,372
549,229,1505
550,229,1382
551,230,1760
552,230,1304
553,230,249
554,230,1203
555,231,1351
556,231,286
557,231,546
558,232,1120
559,233,920
560,234,1877
561,234,1476
562,235,1921
563,236,391
564,236,1287
565,236,1377
566,237,1712
567,237,1842
568,238,396
569,238,463
570,239,1735
571,239,643
572,239,662
573,239,627
574,240,1792
575,240,321
576,240,1904
577,241,1042
578,242,1185
579,243,572
580,243,1421
581,244,1799
582,245,1741
583,246,1229
584,246,1194
585,246,517
586,246,1891
587,247,1480
588,247,1277
589,247,1572
590,247,1494
591,248,691
592,248,1638
593,248,352
594,249,1415
595,250,93
596,251,1714
597,252,950
598,252,1673
599,253,698
600,253,1329
601,254,579
602,254,224
603,254,1090
604,255,670
605,255,144
606,255,1381
607,255,438
608,256,497
609,256,168
610,256,1122
611,256,1352
612,257,1893
613,257,1579
614,257,876
615,258,1974
616,258,1924
617,259,628
618,259,91
619,260,1573
620,260,1742
621,260,683
622,260,62
623,261,1817
624,261,1963
625,262,1979
626,262,988
627,262,1504
628,263,1098
629,263,93
630,263,433
631,264,640
632,264,1602
633,265,1078
634,265,1449
635,266,1587
636,266,604
637,267,1472
638,268,174
639,268,1299
640,269,1065
641,269,1806
642,270,120
643,270,1079
644,270,1146
645,271,1396
646,271,1356
647,271,577
648,272,688
649,272,1941
650,272,1997
651,272,1283
652,273,469
653,273,167
654,273,1494
655,273,631
656,274,1253
657,274,751
658,275,1298
659,276,1718
660,276,1544
661,276,1167
662,277,565
663,277,306
664,277,1452
665,278,359
666,278,914
667,278,1937
668,278,333
669,279,406
670,279,727
671,279,658
672,280,717
673,281,1061
674,281,893
675,281,755
676,282,313
677,282,525
678,282,1184
679,282,641
680,283,237
681,283,62
682,283,255
683,283,795
684,284,1717
685,284,497
686,285,759
687,285,174
688,285,1542
689,286,469
690,287,1485
691,288,1157
692,288,709
693,288,1594
694,289,309
695,290,55
696,291,222
697,292,1076
698,292,85
699,292,1833
700,293,364
701,293,462
702,293,236
703,293,1397
704,294,610
705,294,1657
706,294,13
707,295,1464
708,296,458
709,297,23
710,297,381
711,298,1616
712,299,1039
713,299,809
714,300,22
715,300,1884
716,301,252
717,301,301
718,302,939
719,302,521
720,302,326
721,303,1679
722,303,89
723,303,71
724,304,1963
725,304,512
726,305,240
727,305,1772
728,305,889
729,305,1532
730,306,949
731,306,572
732,306,940
733,307,1369
734,307,52
735,307,915
736,308,1689
737,308,1749
738,308,1801
739,309,1669
740,309,509
741,309,1888
742,309,1526
743,310,434
744,310,1656
745,311,1824
746,311,907
747,311,1080
748,311,1111
749,312,1375
750,312,1236
751,313,1295
752,314,283
753,314,908
754,315,1465
755,315,1539
756,315,1595
757,315,1479
758,316,774
759,316,381
760,316,1350
761,317,868
762,318,1998
763,318,1470
764,319,1731
765,319,687
766,319,1581
767,319,363
768,320,1584
769,320,616
770,321,560
771,321,1190
772,322,714
773,322,120
774,322,154
775,323,254
776,323,1426
777,324,1980
778,325,309
779,325,944
780,326,1238
781,326,481
782,326,1241
783,326,293
784,327,1935
785,328,23
786,329,131
787,329,1941
788,329,88
789,330,318
790,330,649
791,330,1832
792,330,231
793,331,1768
794,331,1027
795,331,348
796,332,1568
797,332,670
798,332,1485
799,333,1128
800,333,1154
801,333,1955
802,333,455
803,334,52
804,334,1468
805,335,834
806,335,1936
807,335,898
808,335,1992
809,336,1689
810,336,3
811,337,2
812,337,1844
813,337,1896
814,338,1729
815,338,503
816,338,1145
817,338,57
818,339,1276
819,340,1844
820,341,1406
821,341,491
822,341,459
823,341,886
824,342,87
825,343,474
826,343,241
827,343,1608
828,344,70
829,345,1422
830,345,553
831,346,353
832,346,1988
833,347,541
834,347,1653
835,348,54
836,349,1881
837,350,464
838,350,1732
839,350,699
840,351,1604
841,351,1639
842,351,1205
843,352,677
844,352,471
845,352,551
846,352,335
847,353,1885
848,353,1045
849,354,1220
850,355,4
851,355,1422
852,355,140
853,356,741
854,356,1386
855,356,969
856,357,722
857,357,1772
858,358,119
859,358,1848
860,359,30
861,360,1575
862,360,1162
863,361,754
864,361,1082
865,361,1064
866,361,1922
867,362,240
868,362,582
869,362,162
870,362,1578
871,363,1073
872,363,1494
873,364,1842
874,365,1157
875,366,1228
876,366,1538
877,367,640
878,367,950
879,367,382
880,367,198
881,368,571
882,369,1721
883,369,1804
884,370,1468
885,371,1308
886,371,760
887,371,216
888,372,160
889,372,798
890,372,1295
891,373,1191
892,373,142
893,373,331
894,373,1398
895,374,1044
896,374,1908
897,375,251
898,375,1997
899,375,678
900,375,1494
901,376,1134
902,376,1175
903,376,1730
904,377,1652
905,377,347
906,377,49
907,378,1388
908,378,1907
909,379,1664
910,379,529
911,379,1167
912,380,1253
913,381,1059
914,381,620
915,382,1100
916,382,576
917,383,1412
918,383,1590
919,384,716
920,384,1777
921,384,1965
922,384,1016
923,385,1881
924,385,1097
925,385,1802
926,385,900
927,386,197
928,386,544
929,386,1388
930,386,507
931,387,899
932,387,528
933,388,26
934,388,392
935,388,1706
936,389,1873
937,389,1066
938,389,254
939,389,503
940,390,34
941,390,1978
942,390,1699
943,390,1058
944,391,1391
945,391,339
946,392,1016
947,392,81
948,393,120
949,393,1916
950,393,1086
951,394,1826
952,394,1668
953,394,1218
954,395,837
955,395,835
956,396,245
957,397,1130
958,397,1759
959,397,710
960,398,48
961,398,590
962,398,1120
963,399,650
964,400,828
965,401,1812
966,401,1609
967,401,664
968,402,351
969,403,520
970,403,1774
971,404,1027
972,404,711
973,405,1856
974,405,1834
975,405,1118
976,405,1040
977,406,725
978,406,1096
979,407,282
980,407,1212
981,408,914
982,409,1024
983,409,110
984,410,554
985,410,406
986,410,98
987,410,1113
988,411,559
989,412,172
990,412,1259
991,413,1115
992,414,1673
993,414,1935
994,414,1510
995,415,1623
996,415,1122
997,415,1773
998,415,724
999,416,730
1000,417,373
1001,417,1346
1002,418,1925
1003,418,1996
1004,418,1527
1005,419,269
1006,420,1021
1007,420,1912
1008,420,1244
1009,420,1624
1010,421,1782
1011,421,1611
1012,421,1866
1013,422,1883
1014,422,1390
1015,422,832
1016,423,320
1017,423,1529
1018,424,1706
1019,424,471
1020,424,562
1021,425,1752
1022,425,101
1023,425,665
1024,425,205
1025,426,355
1026,426,1322
1027,426,401
1028,426,941
1029,427,1569
1030,427,1943
1031,427,1361
1032,427,834
1033,428,1284
1034,428,1274
1035,428,1202
1036,428,447
1037,429,65
1038,430,588
1039,431,1798
1040,431,227
1041,431,815
1042,432,717
1043,432,344
1044,432,1569
1045,432,1957
1046,433,655
1047,433,1934
1048,433,1064
1049,434,1733
1050,434,6
1051,435,1011
1052,436,1428
1053,436,568
1054,436,418
1055,437,344
1056,437,1944
1057,438,473
1058,438,723
1059,438,1904
1060,438,11
1061,439,1473
1062,439,1092
1063,439,1418
1064,440,576
1065,441,1320
1066,442,1182
1067,442,1113
1068,442,1609
1069,443,681
1070,443,97
1071,443,189
1072,444,363
1073,444,1497
1074,445,1003
1075,445,1028
1076,445,1760
1077,446,925
1078,446,1381
1079,446,1476
1080,447,616
1081,447,350
1082,447,1825
1083,447,1203
1084,448,603
1085,448,760
1086,448,649
1087,448,1492
1088,449,966
1089,449,786
1090,450,1628
1091,451,241
1092,452,1172
1093,452,1996
1094,452,1237
1095,452,157
1096,453,91
1097,453,238
1098,454,61
1099,455,639
1100,455,1618
1101,456,1916
1102,456,1906
1103,456,1833
1104,457,1145
1105,458,750
1106,459,1496
1107,459,272
1108,459,685
1109,459,427
1110,460,1524
1111,460,743
1112,460,1004
1113,461,1431
1114,462,1106
1115,462,1590
1116,463,1099
1117,463,754
1118,463,1482
1119,464,368
1120,465,834
1121,465,419
1122,465,1336
1123,465,1617
1124,466,1919
1125,466,866
1126,466,389
1127,466,873
1128,467,1128
1129,467,697
1130,467,777
1131,467,1904
1132,468,1117
1133,468,744
1134,469,1025
1135,469,1795
1136,469,1173
1137,470,699
1138,470,1784
1139,470,860
1140,470,737
1141,471,1169
1142,472,1793
1143,473,1500
1144,473,1806
1145,473,751
1146,473,1074
1147,474,223
1148,474,330
1149,474,276
1150,475,520
1151,476,838
1152,476,67
1153,476,1525
1154,476,1278
1155,477,1362
1156,478,1750
1157,479,1780
1158,479,595
1159,479,1950
1160,480,1403
1161,481,971
1162,481,346
1163,482,1389
1164,482,1540
1165,482,1919
1166,482,1008
1167,483,892
1168,484,1930
1169,484,243
1170,484,53
1171,484,1048
1172,485,1909
1173,485,1513
1174,485,1749
1175,486,172
1176,486,554
1177,486,1292
1178,487,1189
1179,488,1429
1180,488,1851
1181,488,100
1182,489,589
1183,489,1596
1184,490,1969
1185,490,1658
1186,490,959
1187,490,1048
1188,491,1549
1189,491,96
1190,491,146
1191,492,168
1192,492,1613
1193,492,774
1194,493,877
1195,493,1565
1196,493,1684
1197,493,1516
1198,494,1672
1199,494,18
1200,494,1764
1201,495,1862
1202,495,1109
1203,495,1754
1204,495,1929
1205,496,975
1206,496,1805
1207,497,1479
1208,497,1068
1209,497,1
1210,498,334
1211,498,390
1212,499,111
1213,500,1952
1214,500,572
1215,501,986
1216,501,1391
1217,501,1083
1218,502,1540
1219,502,110
1220,503,671
1221,503,1305
1222,504,26
1223,504,79
1224,505,373
1225,505,1152
1226,505,1357
1227,506,1544
1228,507,1888
1229,507,368
1230,508,517
1231,508,975
1232,509,887
1233,509,1151
1234,509,667
1235,509,163
1236,510,474
1237,510,1182
1238,510,1681
1239,511,687
1240,511,1698
1241,512,249
1242,512,991
1243,512,1735
1244,512,1915
1245,513,1391
1246,513,1075
1247,513,1193
1248,513,64
1249,514,1189
1250,515,683
1251,516,912
1252,516,126
1253,516,1688
1254,516,492
1255,517,649
1256,517,283
1257,517,1289
1258,518,493
1259,518,1678
1260,518,1554
1261,518,630
1262,519,27
1263,520,367
1264,520,653
1265,521,1771
1266,521,1903
1267,522,450
1268,522,1651
1269,522,1295
1270,523,417
1271,524,1487
1272,524,1442
1273,525,1764
1274,526,746
1275,527,1463
1276,527,1594
1277,527,1600
1278,527,930
1279,528,1450
1280,528,991
1281,529,962
1282,529,1651
1283,530,1300
1284,530,1477
1285,530,202
1286,530,716
1287,531,1950
1288,531,1777
1289,531,1390
1290,532,1871
1291,533,1232
1292,533,1968
1293,533,452
1294,534,568
1295,534,1010
1296,535,821
1297,535,1388
1298,535,383
1299,535,1284
1300,536,108
1301,536,457
1302,536,378
1303,537,282
1304,538,279
1305,538,1238
1306,538,354
1307,538,1569
1308,539,1568
1309,539,1765
1310,539,1039
1311,539,501
1312,540,1215
1313,540,391
1314,540,1217
1315,540,1514
1316,541,1724
1317,542,85
1318,542,732
1319,542,1530
1320,542,1981
1321,543,1065
1322,544,402
1323,545,363
1324,545,1433
1325,545,172
1326,546,1917
1327,547,771
1328,547,915
1329,547,237
1330,547,157
1331,548,234
1332,548,746
1333,549,675
1334,549,53
1335,550,135
1336,551,1309
1337,551,593
1338,551,1912
1339,551,828
1340,552,229
1341,553,1485
1342,554,1207
1343,554,817
1344,554,26
1345,554,689
1346,555,1916
1347,555,1809
1348,555,610
1349,556,1345
1350,556,542
1351,556,150
1352,557,431
1353,558,1602
1354,558,103
1355,559,372
1356,559,845
1357,559,287
1358,560,1300
1359,560,313
1360,560,883
1361,561,1248
1362,561,148
1363,562,1433
1364,562,349
1365,563,489
1366,563,533
1367,563,810
1368,564,303
1369,564,1900
1370,565,560
1371,565,1299
1372,565,837
1373,566,1824
1374,566,492
1375,566,186
1376,567,973
1377,567,1962
1378,567,1256
1379,568,1105
1380,569,210
1381,569,670
1382,570,1022
1383,571,184
1384,571,719
1385,572,609
1386,572,126
1387,572,1007
1388,572,1205
1389,573,646
1390,573,428
1391,573,902
1392,574,1435
1393,575,1149
1394,575,411
1395,575,1179
1396,576,1095
1397,576,197
1398,576,1944
1399,576,1566
1400,577,1014
1401,578,1632
1402,579,726
1403,580,916
1404,580,1275
1405,580,946
1406,581,62
1407,581,1171
1408,581,658
1409,582,1746
1410,582,919
1411,583,1053
1412,583,582
1413,584,618
1414,585,369
1415,585,346
1416,585,247
1417,585,878
1418,586,1606
1419,587,1482
1420,588,1916
1421,588,470
1422,589,1977
1423,589,1524
1424,590,1175
1425,591,1649
1426,592,1715
1427,593,1853
1428,593,1331
1429,593,7
1430,593,1274
1431,594,339
1432,594,485
1433,594,1886
1434,595,1450
1435,595,34
1436,595,835
1437,596,1846
1438,596,994
1439,597,227
1440,597,846
1441,597,1509
1442,598,907
1443,599,628
1444,599,637
1445,600,1571
1446,601,510
1447,601,1506
1448,601,1597
1449,602,1672
1450,602,1400
1451,603,1218
1452,603,1646
1453,604,1497
1454,604,959
1455,604,923
1456,604,495
1457,605,104
1458,605,842
1459,605,102
1460,605,729
1461,606,593
1462,607,1875
1463,607,529
1464,607,381
1465,607,1659
1466,608,1418
1467,608,1674
1468,608,272
1469,609,1446
1470,609,994
1471,609,348
1472,609,206
1473,610,79
1474,610,204
1475,610,1093
1476,611,39
1477,612,966
1478,612,256
1479,612,236
1480,613,953
1481,613,1637
1482,613,1195
1483,613,1414
1484,614,1441
1485,614,1245
1486,614,695
1487,614,1446
1488,615,443
1489,615,1838
1490,615,348
1491,616,1248
1492,616,544
1493,616,1360
1494,616,1722
1495,617,163
1496,617,87
1497,617,1795
1498,617,1271
1499,618,1084
1500,619,239
1501,619,1231
1502,619,1142
1503,620,1442
1504,620,1734
1505,621,497
1506,622,231
1507,622,1792
1508,622,1462
1509,622,1718
1510,623,140
1511,623,545
1512,623,1052
1513,623,914
1514,624,1256
1515,624,1528
1516,624,1596
1517,625,732
1518,625,1311
1519,626,1899
1520,626,1170
1521,626,826
1522,626,1919
1523,627,925
1524,628,963
1525,628,1406
1526,629,621
1527,629,1209
1528,629,1988
1529,630,1672
1530,630,1244
1531,630,1992
1532,631,963
1533,631,1692
1534,631,1773
1535,632,814
1536,632,1706
1537,632,1511
1538,632,123
1539,633,1128
1540,633,1856
1541,634,1330
1542,634,347
1543,634,778
1544,635,1969
1545,635,1719
1546,636,1853
1547,636,532
1548,637,1329
1549,638,1609
1550,638,557
1551,638,1841
1552,638,788
1553,639,1862
1554,639,741
1555,640,1913
1556,640,1413
1557,640,858
1558,640,1057
1559,641,13
1560,641,567
1561,642,539
1562,642,33
1563,642,1525
1564,642,471
1565,643,249
1566,644,43
1567,645,1895
1568,645,1320
1569,645,289
1570,646,406
1571,646,963
1572,646,181
1573,647,1364
1574,647,1182
1575,648,226
1576,648,487
1577,649,296
1578,649,956
1579,650,423
1580,650,1466
1581,650,808
1582,650,215
1583,651,80
1584,651,1193
1585,651,942
1586,651,826
1587,652,656
1588,652,1426
1589,653,1697
1590,654,290
1591,654,743
1592,655,488
1593,655,165
1594,655,1437
1595,656,1538
1596,656,1568
1597,656,139
1598,656,1220
1599,657,918
1600,657,1698
1601,658,1239
1602,658,432
1603,658,1373
1604,658,1664
1605,659,450
1606,659,1143
1607,659,1033
1608,660,1266
1609,660,692
1610,660,162
1611,660,1093
1612,661,573
1613,661,279
1614,662,71
1615,662,1205
1616,663,1365
1617,664,1176
1618,665,1533
1619,665,1768
1620,665,337
1621,665,321
1622,666,1960
1623,667,1133
1624,667,1733
1625,667,883
1626,667,126
1627,668,157
1628,668,617
1629,669,1591
1630,669,1479
1631,670,423
1632,671,131
1633,671,1632
1634,672,1062
1635,672,481
1636,672,793
1637,672,1623
1638,673,1847
1639,673,1454
1640,673,366
1641,673,1923
1642,674,393
1643,674,464
1644,674,315
1645,674,173
1646,675,590
1647,675,1128
1648,675,708
1649,675,1909
1650,676,1961
1651,677,1311
1652,677,128
1653,678,1666
1654,678,1068
1655,679,613
1656,679,1636
1657,679,1933
1658,679,754
1659,680,1484
1660,680,1212
1661,680,1127
1662,680,1172
1663,681,1554
1664,682,1685
1665,682,1534
1666,682,408
1667,683,1755
1668,684,1721
1669,684,31
1670,684,711
1671,685,1663
1672,685,225
1673,686,70
1674,686,460
1675,686,1971
1676,687,585
1677,687,243
1678,688,231
1679,688,1546
1680,688,1815
1681,688,1554
1682,689,1701
1683,689,961
1684,689,952
1685,690,223
1686,690,1397
1687,691,1780
1688,692,1698
1689,693,742
1690,693,1650
1691,693,1689
1692,694,404
1693,694,1934
1694,694,730
1695,694,191
1696,695,7
1697,695,1250
1698,696,1990
1699,696,409
1700,696,9
1701,696,237
1702,697,1135
1703,697,1250
1704,697,1094
1705,698,1377
1706,699,966
1707,699,816
1708,699,972
1709,700,1473
1710,700,955
1711,700,454
1712,700,968
1713,701,631
1714,701,1035
1715,701,455
1716,701,1354
1717,702,270
1718,702,341
1719,702,863
1720,702,1612
1721,703,1021
1722,703,32
1723,703,1721
1724,703,1440
1725,704,1747
1726,705,460
1727,705,1460
1728,706,948
1729,706,855
1730,707,899
1731,708,107
1732,709,159
1733,709,275
1734,709,1721
1735,710,170
1736,710,519
1737,711,858
1738,711,1538
1739,711,283
1740,712,557
1741,712,111
1742,712,999
1743,713,1971
1744,713,395
1745,713,1952
1746,714,1170
1747,715,1711
1748,715,1047
1749,716,1735
1750,716,112
1751,716,624
1752,716,1024
1753,717,1053
1754,717,454
1755,717,1483
1756,717,979
1757,718,509
1758,718,1897
1759,719,1668
1760,720,1923
1761,721,1923
1762,721,1122
1763,722,111
1764,723,1080
1765,724,1930
1766,724,1452
1767,724,64
1768,724,1738
1769,725,495
1770,725,1789
1771,725,778
1772,726,1788
1773,726,823
1774,726,405
1775,727,1859
1776,728,896
1777,729,877
1778,730,594
1779,730,1073
1780,730,102
1781,730,1972
1782,731,532
1783,731,1947
1784,731,1939
1785,732,1136
1786,733,1125
1787,733,1058
1788,733,1924
1789,733,228
1790,734,863
1791,734,1537
1792,734,1713
1793,734,407
1794,735,517
1795,735,1240
1796,735,1652
1797,735,1829
1798,736,132
1799,736,352
1800,736,581
1801,737,486
1802,737,387
1803,737,444
1804,737,1916
1805,738,314
1806,738,1822
1807,738,763
1808,738,239
1809,739,1750
1810,739,566
1811,739,910
1812,740,1347
1813,741,1599
1814,742,585
1815,742,1778
1816,742,1667
1817,742,1542
1818,743,572
1819,743,509
1820,744,1508
1821,744,1730
1822,745,1228
1823,745,250
1824,745,844
1825,745,216
1826,746,1192
1827,746,600
1828,747,1678
1829,747,1102
1830,747,1197
1831,748,784
1832,748,156
1833,748,1426
1834,748,1203
1835,749,1153
1836,749,1786
1837,750,384
1838,750,571
1839,750,1975
1840,751,425
1841,751,526
1842,751,121
1843,751,1201
1844,752,507
1845,753,1184
1846,753,1311
1847,753,65
1848,754,1083
1849,755,813
1850,755,1476
1851,756,647
1852,756,552
1853,757,1436
1854,758,623
1855,758,432
1856,758,1470
1857,758,206
1858,759,1154
1859,759,349
1860,760,799
1861,760,1686
1862,760,1579
1863,761,175
1864,761,898
1865,761,441
1866,762,7
1867,762,1055
1868,763,1711
1869,763,274
1870,763,1788
1871,763,1147
1872,764,1925
1873,764,410
1874,764,924
1875,765,1572
1876,765,384
1877,765,1815
1878,766,338
1879,766,1102
1880,767,1240
1881,768,1333
1882,768,532
1883,768,1955
1884,768,32
1885,769,1968
1886,769,1176
1887,769,546
1888,769,290
1889,770,67
1890,770,157
1891,770,1220
1892,771,1133
1893,771,1199
1894,772,646
1895,772,1439
1896,772,1708
1897,773,113
1898,773,1925
1899,773,1050
1900,773,618
1901,774,1983
1902,774,1165
1903,774,1970
1904,775,497
1905,775,1029
1906,775,1071
1907,775,1214
1908,776,1397
1909,776,611
1910,776,1572
1911,776,786
1912,777,868
1913,778,601
1914,778,1844
1915,778,1157
1916,779,273
1917,779,1403
1918,779,1724
1919,780,1246
1920,781,1118
1921,782,1872
1922,782,758
1923,782,1770
1924,783,1955
1925,783,302
1926,783,103
1927,783,1939
1928,784,1853
1929,785,501
1930,786,1739
1931,786,1026
1932,786,270
1933,787,1739
1934,788,1100
1935,788,1664
1936,789,615
1937,789,407
1938,790,195
1939,790,1541
1940,790,295
1941,791,1152
1942,792,467
1943,792,967
1944,793,1248
1945,793,1272
1946,794,485
1947,794,197
1948,794,781
1949,794,513
1950,795,1594
1951,795,1466
1952,795,691
1953,796,1177
1954,796,1639
1955,796,248
1956,797,18
1957,798,550
1958,798,234
1959,798,1472
1960,798,1153
1961,799,423
1962,799,598
1963,800,1055
1964,800,1330
1965,801,433
1966,801,356
1967,802,1228
1968,802,32
1969,803,764
1970,803,183
1971,803,593
1972,804,1998
1973,804,1087
1974,805,450
1975,805,127
1976,806,35
1977,806,688
1978,806,427
1979,807,814
1980,807,119
1981,808,1749
1982,808,1650
1983,809,303
1984,809,436
1985,809,1829
1986,809,935
1987,810,518
1988,811,534
1989,812,210
1990,812,217
1991,812,1513
1992,813,1940
1993,813,583
