product_id,product_name,description,category_id,sku,list_price,cost_price,weight_kg
22,Core Widget v22,High performance utility design matching component spec 22.,1,SKU-535-0022,1098.62,633.18,13.52
23,Max Device v23,High performance utility design matching component spec 23.,5,SKU-797-0023,1052.59,642.91,12.11
24,Flex Widget v24,High performance utility design matching component spec 24.,5,SKU-199-0024,558.07,407.79,20.97
25,Max Pack v25,High performance utility design matching component spec 25.,2,SKU-665-0025,206.75,159.69,39.45
26,Elite Hub v26,High performance utility design matching component spec 26.,2,SKU-465-0026,633.69,357.66,35.54
27,Quantum Link v27,High performance utility design matching component spec 27.,5,SKU-985-0027,1209.74,789.7,16.26
28,Core Widget v28,High performance utility design matching component spec 28.,2,SKU-810-0028,213.69,136.33,36.01
29,Pro Widget v29,High performance utility design matching component spec 29.,4,SKU-200-0029,75.02,42.26,18.64
30,Flex Module v30,High performance utility design matching component spec 30.,3,SKU-703-0030,223.93,157.62,44.01
31,Pro Hub v31,High performance utility design matching component spec 31.,4,SKU-639-0031,1152.25,664.63,13.95
32,Quantum Gadget v32,High performance utility design matching component spec 32.,4,SKU-559-0032,834.36,684.17,33.95
33,Eco Widget v33,High performance utility design matching component spec 33.,2,SKU-826-0033,1263.26,746.54,40.66
34,Pro Link v34,High performance utility design matching component spec 34.,4,SKU-282-0034,319.93,262.23,9.71
35,Eco Device v35,High performance utility design matching component spec 35.,1,SKU-144-0035,153.99,95.74,29.96
36,Pro Station v36,High performance utility design matching component spec 36.,3,SKU-837-0036,538.35,448.02,26.39
37,Smart Device v37,High performance utility design matching component spec 37.,3,SKU-901-0037,346.01,215.68,39.47
38,Eco Pad v38,High performance utility design matching component spec 38.,4,SKU-522-0038,578.9,444.31,3.93
39,Flex Widget v39,High performance utility design matching component spec 39.,1,SKU-828-0039,455.15,328.99,10.96
40,Flex Pack v40,High performance utility design matching component spec 40.,1,SKU-414-0040,965.11,546.23,32.73
41,Eco Module v41,High performance utility design matching component spec 41.,3,SKU-622-0041,294.25,172.84,22.96
42,Eco Device v42,High performance utility design matching component spec 42.,1,SKU-845-0042,989.95,559.51,35.13
43,Quantum Hub v43,High performance utility design matching component spec 43.,5,SKU-417-0043,971.66,679.78,44.5
44,Flex Module v44,High performance utility design matching component spec 44.,4,SKU-943-0044,241.54,153.65,16.2
45,Ultra Gadget v45,High performance utility design matching component spec 45.,4,SKU-997-0045,656.66,488.14,19.61
46,Core Link v46,High performance utility design matching component spec 46.,3,SKU-557-0046,1054.7,725.41,36.83
47,Flex Widget v47,High performance utility design matching component spec 47.,1,SKU-165-0047,425.11,335.84,4.02
48,Smart Pad v48,High performance utility design matching component spec 48.,2,SKU-836-0048,1139.03,753.75,41.65
49,Ultra Gadget v49,High performance utility design matching component spec 49.,5,SKU-597-0049,266.21,184.65,8.09
50,Pro Device v50,High performance utility design matching component spec 50.,3,SKU-811-0050,526.39,333.75,24.52
51,Max Gadget v51,High performance utility design matching component spec 51.,5,SKU-905-0051,304.54,170.39,37.72
52,Elite Pack v52,High performance utility design matching component spec 52.,3,SKU-365-0052,1080.12,689.28,38.64
53,Quantum Link v53,High performance utility design matching component spec 53.,1,SKU-678-0053,839.06,580.83,43.42
54,Ultra Hub v54,High performance utility design matching component spec 54.,1,SKU-742-0054,113.38,73.16,38.91
55,Pro Module v55,High performance utility design matching component spec 55.,2,SKU-716-0055,588.23,354.13,15.28
56,Flex Device v56,High performance utility design matching component spec 56.,5,SKU-906-0056,709.76,434.65,26.11
57,Ultra Widget v57,High performance utility design matching component spec 57.,1,SKU-900-0057,576.98,450.19,10.66
58,Eco Link v58,High performance utility design matching component spec 58.,3,SKU-404-0058,436.19,301.19,20.67
59,Pro Link v59,High performance utility design matching component spec 59.,1,SKU-129-0059,993.74,793.63,36.91
60,Core Widget v60,High performance utility design matching component spec 60.,4,SKU-651-0060,828.84,591.83,41.38
61,Smart Hub v61,High performance utility design matching component spec 61.,4,SKU-736-0061,502.14,379.35,36.25
62,Ultra Station v62,High performance utility design matching component spec 62.,3,SKU-288-0062,1094.16,723.07,8.76
63,Pro Module v63,High performance utility design matching component spec 63.,5,SKU-588-0063,870.88,505.07,37.27
64,Eco Pack v64,High performance utility design matching component spec 64.,5,SKU-665-0064,1132.74,667.62,20.58
65,Core Station v65,High performance utility design matching component spec 65.,2,SKU-440-0065,861.71,656.48,32.77
66,Elite Hub v66,High performance utility design matching component spec 66.,1,SKU-225-0066,1277.42,709.95,34.46
67,Quantum Link v67,High performance utility design matching component spec 67.,2,SKU-113-0067,726.37,457.94,7.35
68,Smart Pack v68,High performance utility design matching component spec 68.,2,SKU-173-0068,331.3,267.35,20.88
69,Core Widget v69,High performance utility design matching component spec 69.,4,SKU-403-0069,1283.64,764.95,9.3
70,Elite Pack v70,High performance utility design matching component spec 70.,4,SKU-812-0070,962.01,745.51,39.27
71,Flex Module v71,High performance utility design matching component spec 71.,2,SKU-755-0071,885.9,673.46,2.16
72,Elite Module v72,High performance utility design matching component spec 72.,1,SKU-490-0072,211.55,142.24,12.38
73,Elite Pad v73,High performance utility design matching component spec 73.,4,SKU-971-0073,911.43,660.21,34.99
74,Pro Hub v74,High performance utility design matching component spec 74.,2,SKU-202-0074,895.51,661.75,20.92
75,Ultra Pad v75,High performance utility design matching component spec 75.,4,SKU-305-0075,80.39,65.45,12.26
76,Pro Pack v76,High performance utility design matching component spec 76.,2,SKU-995-0076,524.99,424.16,18.16
77,Pro Link v77,High performance utility design matching component spec 77.,1,SKU-906-0077,1161.65,727.56,14.98
78,Quantum Pad v78,High performance utility design matching component spec 78.,5,SKU-940-0078,364.72,217.13,1.09
79,Eco Hub v79,High performance utility design matching component spec 79.,2,SKU-198-0079,911.93,707.9,43.15
80,Flex Device v80,High performance utility design matching component spec 80.,1,SKU-663-0080,435.99,302.95,29.12
81,Quantum Device v81,High performance utility design matching component spec 81.,2,SKU-983-0081,1174.23,717.87,19.13
82,Smart Module v82,High performance utility design matching component spec 82.,4,SKU-160-0082,150.43,101.58,35.68
83,Pro Link v83,High performance utility design matching component spec 83.,5,SKU-561-0083,62.89,42.64,2.41
84,Flex Pad v84,High performance utility design matching component spec 84.,3,SKU-713-0084,942.8,638.4,9.86
85,Flex Widget v85,High performance utility design matching component spec 85.,4,SKU-618-0085,1128.8,691.97,3.41
86,Elite Pad v86,High performance utility design matching component spec 86.,3,SKU-452-0086,495.58,409.44,39.31
87,Pro Gadget v87,High performance utility design matching component spec 87.,3,SKU-996-0087,741.75,580.96,14.13
88,Flex Station v88,High performance utility design matching component spec 88.,3,SKU-235-0088,965.03,735.08,19.81
89,Quantum Station v89,High performance utility design matching component spec 89.,4,SKU-515-0089,941.5,538.02,22.32
90,Smart Hub v90,High performance utility design matching component spec 90.,5,SKU-612-0090,233.03,141.19,3.2
91,Pro Gadget v91,High performance utility design matching component spec 91.,5,SKU-987-0091,684.28,490.54,19.83
92,Elite Module v92,High performance utility design matching component spec 92.,5,SKU-740-0092,851.5,475.11,35.75
93,Smart Widget v93,High performance utility design matching component spec 93.,5,SKU-988-0093,494.2,370.91,13.79
94,Ultra Link v94,High performance utility design matching component spec 94.,3,SKU-244-0094,212.84,135.43,43.82
95,Ultra Widget v95,High performance utility design matching component spec 95.,3,SKU-115-0095,1008.69,683.65,30.24
96,Ultra Pad v96,High performance utility design matching component spec 96.,4,SKU-565-0096,307.44,234.74,29.68
97,Smart Widget v97,High performance utility design matching component spec 97.,4,SKU-906-0097,590.83,451.58,5.06
98,Ultra Widget v98,High performance utility design matching component spec 98.,2,SKU-787-0098,494.52,353.14,30.59
99,Elite Pack v99,High performance utility design matching component spec 99.,4,SKU-863-0099,564.03,444.94,40.55
100,Quantum Station v100,High performance utility design matching component spec 100.,3,SKU-472-0100,1250.02,724.28,34.21
101,Max Link v101,High performance utility design matching component spec 101.,4,SKU-912-0101,41.92,27.53,43.59
102,Max Module v102,High performance utility design matching component spec 102.,3,SKU-386-0102,542.32,321.69,36.39
103,Quantum Hub v103,High performance utility design matching component spec 103.,1,SKU-925-0103,650.96,456.0,42.87
104,Flex Device v104,High performance utility design matching component spec 104.,3,SKU-124-0104,919.2,535.38,35.82
105,Core Station v105,High performance utility design matching component spec 105.,4,SKU-170-0105,450.29,307.64,42.34
106,Core Pad v106,High performance utility design matching component spec 106.,4,SKU-838-0106,84.68,52.47,19.85
107,Elite Device v107,High performance utility design matching component spec 107.,5,SKU-174-0107,478.57,272.19,9.25
108,Max Pack v108,High performance utility design matching component spec 108.,3,SKU-755-0108,253.07,207.06,11.96
109,Pro Device v109,High performance utility design matching component spec 109.,2,SKU-582-0109,484.43,315.35,43.28
110,Flex Gadget v110,High performance utility design matching component spec 110.,2,SKU-622-0110,352.13,274.62,30.7
111,Flex Hub v111,High performance utility design matching component spec 111.,4,SKU-808-0111,662.93,482.04,29.25
112,Smart Gadget v112,High performance utility design matching component spec 112.,1,SKU-899-0112,14.98,11.48,22.58
113,Pro Widget v113,High performance utility design matching component spec 113.,2,SKU-839-0113,14.15,10.59,22.95
114,Eco Pack v114,High performance utility design matching component spec 114.,1,SKU-103-0114,217.29,144.56,25.41
115,Core Pad v115,High performance utility design matching component spec 115.,2,SKU-241-0115,943.83,647.27,15.21
116,Quantum Widget v116,High performance utility design matching component spec 116.,4,SKU-845-0116,1114.26,642.75,19.7
117,Pro Pack v117,High performance utility design matching component spec 117.,5,SKU-617-0117,616.4,501.28,20.07
118,Elite Link v118,High performance utility design matching component spec 118.,4,SKU-605-0118,1297.69,791.72,37.31
119,Eco Station v119,High performance utility design matching component spec 119.,2,SKU-710-0119,346.11,237.51,15.5
120,Quantum Module v120,High performance utility design matching component spec 120.,2,SKU-876-0120,300.08,168.8,26.67
121,Smart Pad v121,High performance utility design matching component spec 121.,1,SKU-915-0121,275.4,166.36,25.94
122,Smart Station v122,High performance utility design matching component spec 122.,4,SKU-902-0122,117.24,66.38,41.0
123,Smart Gadget v123,High performance utility design matching component spec 123.,3,SKU-448-0123,1169.1,729.86,13.18
124,Smart Link v124,High performance utility design matching component spec 124.,5,SKU-709-0124,577.95,338.46,18.1
125,Quantum Link v125,High performance utility design matching component spec 125.,3,SKU-606-0125,683.55,503.86,38.31
126,Eco Pad v126,High performance utility design matching component spec 126.,4,SKU-433-0126,1154.81,709.02,28.67
127,Quantum Link v127,High performance utility design matching component spec 127.,5,SKU-817-0127,134.18,104.07,23.84
128,Smart Hub v128,High performance utility design matching component spec 128.,5,SKU-608-0128,531.78,421.97,37.01
129,Smart Gadget v129,High performance utility design matching component spec 129.,4,SKU-155-0129,291.65,186.24,41.22
130,Eco Pad v130,High performance utility design matching component spec 130.,3,SKU-377-0130,349.85,247.32,40.22
131,Smart Station v131,High performance utility design matching component spec 131.,3,SKU-287-0131,134.92,95.23,24.21
132,Elite Gadget v132,High performance utility design matching component spec 132.,2,SKU-460-0132,292.41,199.6,3.54
133,Pro Widget v133,High performance utility design matching component spec 133.,4,SKU-834-0133,1255.69,722.24,2.93
134,Pro Module v134,High performance utility design matching component spec 134.,2,SKU-999-0134,237.46,138.87,40.22
135,Quantum Link v135,High performance utility design matching component spec 135.,2,SKU-587-0135,298.93,204.27,37.73
136,Core Device v136,High performance utility design matching component spec 136.,3,SKU-828-0136,157.02,101.48,18.88
137,Smart Station v137,High performance utility design matching component spec 137.,5,SKU-134-0137,905.43,504.26,37.0
138,Smart Station v138,High performance utility design matching component spec 138.,5,SKU-175-0138,230.66,136.63,20.72
139,Eco Widget v139,High performance utility design matching component spec 139.,2,SKU-156-0139,396.56,228.14,41.12
140,Pro Widget v140,High performance utility design matching component spec 140.,4,SKU-956-0140,8.55,6.32,0.73
141,Core Gadget v141,High performance utility design matching component spec 141.,3,SKU-478-0141,1271.83,708.67,8.75
142,Max Hub v142,High performance utility design matching component spec 142.,1,SKU-465-0142,983.69,597.8,31.7
143,Ultra Station v143,High performance utility design matching component spec 143.,2,SKU-513-0143,634.86,482.28,30.92
144,Quantum Widget v144,High performance utility design matching component spec 144.,3,SKU-548-0144,463.88,262.98,43.62
145,Smart Gadget v145,High performance utility design matching component spec 145.,2,SKU-234-0145,248.33,172.73,16.14
146,Smart Pad v146,High performance utility design matching component spec 146.,5,SKU-440-0146,712.45,473.98,23.48
147,Eco Gadget v147,High performance utility design matching component spec 147.,1,SKU-142-0147,530.73,404.19,17.28
148,Smart Widget v148,High performance utility design matching component spec 148.,1,SKU-934-0148,1008.98,789.28,36.31
149,Core Link v149,High performance utility design matching component spec 149.,5,SKU-705-0149,702.94,505.35,1.67
150,Elite Widget v150,High performance utility design matching component spec 150.,3,SKU-917-0150,577.46,479.32,10.49
151,Smart Link v151,High performance utility design matching component spec 151.,1,SKU-913-0151,1334.37,776.09,27.56
152,Elite Gadget v152,High performance utility design matching component spec 152.,5,SKU-831-0152,522.32,301.67,33.68
153,Flex Widget v153,High performance utility design matching component spec 153.,3,SKU-726-0153,237.63,146.03,10.28
154,Elite Device v154,High performance utility design matching component spec 154.,3,SKU-890-0154,234.47,186.53,18.39
155,Eco Gadget v155,High performance utility design matching component spec 155.,5,SKU-950-0155,416.52,302.6,18.84
156,Elite Hub v156,High performance utility design matching component spec 156.,2,SKU-727-0156,723.75,478.33,41.73
157,Eco Widget v157,High performance utility design matching component spec 157.,1,SKU-919-0157,863.69,605.11,11.04
158,Quantum Hub v158,High performance utility design matching component spec 158.,1,SKU-133-0158,500.79,404.85,15.04
159,Elite Module v159,High performance utility design matching component spec 159.,2,SKU-795-0159,563.1,350.96,43.89
160,Core Widget v160,High performance utility design matching component spec 160.,1,SKU-434-0160,100.19,56.01,9.19
161,Smart Hub v161,High performance utility design matching component spec 161.,1,SKU-992-0161,159.28,122.26,4.53
162,Ultra Pack v162,High performance utility design matching component spec 162.,4,SKU-384-0162,573.04,432.75,4.93
163,Max Gadget v163,High performance utility design matching component spec 163.,2,SKU-326-0163,846.17,556.85,10.01
164,Core Gadget v164,High performance utility design matching component spec 164.,5,SKU-518-0164,458.84,336.11,24.58
165,Ultra Device v165,High performance utility design matching component spec 165.,4,SKU-902-0165,207.64,164.21,8.24
166,Smart Gadget v166,High performance utility design matching component spec 166.,5,SKU-586-0166,380.63,249.7,28.88
167,Eco Pack v167,High performance utility design matching component spec 167.,1,SKU-523-0167,893.16,638.26,15.05
168,Eco Widget v168,High performance utility design matching component spec 168.,1,SKU-618-0168,192.17,129.54,24.75
169,Pro Hub v169,High performance utility design matching component spec 169.,2,SKU-507-0169,414.32,297.32,28.19
170,Core Hub v170,High performance utility design matching component spec 170.,3,SKU-719-0170,325.4,220.65,4.57
171,Core Hub v171,High performance utility design matching component spec 171.,5,SKU-247-0171,869.57,639.75,30.25
172,Elite Module v172,High performance utility design matching component spec 172.,5,SKU-258-0172,1127.23,638.39,10.7
173,Ultra Hub v173,High performance utility design matching component spec 173.,4,SKU-697-0173,1363.09,786.76,35.93
174,Core Station v174,High performance utility design matching component spec 174.,5,SKU-337-0174,778.94,439.2,29.47
175,Flex Link v175,High performance utility design matching component spec 175.,5,SKU-106-0175,704.92,469.26,3.13
176,Max Hub v176,High performance utility design matching component spec 176.,4,SKU-221-0176,378.12,261.71,1.63
177,Flex Gadget v177,High performance utility design matching component spec 177.,2,SKU-594-0177,1044.32,672.04,30.29
178,Flex Station v178,High performance utility design matching component spec 178.,5,SKU-421-0178,904.75,709.39,40.8
179,Pro Station v179,High performance utility design matching component spec 179.,3,SKU-420-0179,1341.74,759.16,30.98
180,Eco Pad v180,High performance utility design matching component spec 180.,2,SKU-917-0180,27.64,21.07,13.05
181,Max Pack v181,High performance utility design matching component spec 181.,5,SKU-626-0181,950.45,774.33,41.47
182,Ultra Station v182,High performance utility design matching component spec 182.,2,SKU-309-0182,383.14,293.29,34.93
183,Quantum Hub v183,High performance utility design matching component spec 183.,1,SKU-565-0183,189.25,119.21,33.89
184,Flex Module v184,High performance utility design matching component spec 184.,1,SKU-155-0184,250.48,185.23,36.88
185,Flex Station v185,High performance utility design matching component spec 185.,3,SKU-283-0185,1055.86,651.69,27.67
186,Ultra Widget v186,High performance utility design matching component spec 186.,3,SKU-410-0186,162.1,132.6,14.6
187,Quantum Hub v187,High performance utility design matching component spec 187.,1,SKU-468-0187,766.91,602.71,37.35
188,Core Gadget v188,High performance utility design matching component spec 188.,3,SKU-339-0188,962.72,799.21,20.59
189,Flex Device v189,High performance utility design matching component spec 189.,1,SKU-427-0189,473.25,363.63,23.94
190,Elite Module v190,High performance utility design matching component spec 190.,5,SKU-229-0190,500.0,325.08,40.35
191,Eco Pad v191,High performance utility design matching component spec 191.,5,SKU-456-0191,430.37,302.4,36.97
192,Pro Pack v192,High performance utility design matching component spec 192.,1,SKU-505-0192,799.73,571.34,31.43
193,Quantum Pack v193,High performance utility design matching component spec 193.,3,SKU-439-0193,1114.53,651.29,31.37
194,Elite Pad v194,High performance utility design matching component spec 194.,2,SKU-970-0194,549.11,427.62,16.46
195,Core Station v195,High performance utility design matching component spec 195.,1,SKU-557-0195,730.1,413.57,27.44
196,Elite Module v196,High performance utility design matching component spec 196.,3,SKU-867-0196,660.28,493.34,23.76
197,Ultra Device v197,High performance utility design matching component spec 197.,5,SKU-210-0197,853.86,559.72,17.9
198,Quantum Hub v198,High performance utility design matching component spec 198.,5,SKU-124-0198,314.57,257.23,44.26
199,Quantum Station v199,High performance utility design matching component spec 199.,2,SKU-661-0199,460.88,258.59,11.55
200,Eco Link v200,High performance utility design matching component spec 200.,4,SKU-676-0200,560.96,329.76,29.21
201,Eco Pack v201,High performance utility design matching component spec 201.,2,SKU-659-0201,1031.04,626.54,40.0
202,Max Link v202,High performance utility design matching component spec 202.,2,SKU-297-0202,155.75,103.77,21.38
203,Flex Module v203,High performance utility design matching component spec 203.,5,SKU-884-0203,131.13,74.97,25.0
204,Eco Gadget v204,High performance utility design matching component spec 204.,3,SKU-961-0204,274.51,172.56,14.83
205,Smart Link v205,High performance utility design matching component spec 205.,4,SKU-393-0205,1041.64,632.62,4.1
206,Ultra Link v206,High performance utility design matching component spec 206.,1,SKU-999-0206,926.06,586.26,31.26
207,Pro Station v207,High performance utility design matching component spec 207.,4,SKU-466-0207,1172.58,726.13,35.78
208,Core Module v208,High performance utility design matching component spec 208.,1,SKU-914-0208,303.07,189.66,27.86
209,Max Hub v209,High performance utility design matching component spec 209.,2,SKU-160-0209,621.39,447.11,11.39
210,Elite Widget v210,High performance utility design matching component spec 210.,1,SKU-718-0210,11.42,6.77,8.65
211,Elite Device v211,High performance utility design matching component spec 211.,4,SKU-542-0211,24.15,15.64,18.81
212,Max Device v212,High performance utility design matching component spec 212.,2,SKU-806-0212,709.23,542.33,6.98
213,Pro Pack v213,High performance utility design matching component spec 213.,4,SKU-599-0213,423.32,237.27,40.09
214,Eco Hub v214,High performance utility design matching component spec 214.,4,SKU-975-0214,532.65,439.24,44.06
215,Core Link v215,High performance utility design matching component spec 215.,1,SKU-427-0215,405.07,320.98,25.92
216,Pro Module v216,High performance utility design matching component spec 216.,1,SKU-765-0216,43.0,35.81,2.21
217,Quantum Station v217,High performance utility design matching component spec 217.,2,SKU-689-0217,1267.73,736.1,16.24
218,Elite Pack v218,High performance utility design matching component spec 218.,3,SKU-158-0218,73.42,58.45,26.66
219,Flex Gadget v219,High performance utility design matching component spec 219.,3,SKU-736-0219,860.49,545.33,39.76
220,Quantum Module v220,High performance utility design matching component spec 220.,2,SKU-511-0220,231.97,190.68,22.06
221,Core Gadget v221,High performance utility design matching component spec 221.,2,SKU-256-0221,978.85,761.49,8.0
222,Eco Pack v222,High performance utility design matching component spec 222.,1,SKU-488-0222,254.73,204.61,22.34
223,Smart Hub v223,High performance utility design matching component spec 223.,4,SKU-133-0223,208.13,120.56,7.06
224,Smart Station v224,High performance utility design matching component spec 224.,1,SKU-773-0224,407.56,250.3,25.37
225,Max Pad v225,High performance utility design matching component spec 225.,2,SKU-722-0225,22.81,18.75,16.33
226,Ultra Widget v226,High performance utility design matching component spec 226.,4,SKU-647-0226,1080.88,798.19,29.74
227,Flex Device v227,High performance utility design matching component spec 227.,4,SKU-478-0227,1052.07,589.15,12.67
228,Flex Pack v228,High performance utility design matching component spec 228.,4,SKU-464-0228,854.49,580.27,31.06
229,Max Module v229,High performance utility design matching component spec 229.,4,SKU-883-0229,423.88,317.29,12.38
230,Core Pack v230,High performance utility design matching component spec 230.,2,SKU-930-0230,241.72,144.48,1.26
231,Smart Gadget v231,High performance utility design matching component spec 231.,2,SKU-648-0231,626.31,398.37,24.18
232,Eco Pad v232,High performance utility design matching component spec 232.,1,SKU-398-0232,655.03,479.38,39.8
233,Quantum Station v233,High performance utility design matching component spec 233.,2,SKU-916-0233,109.34,80.54,28.77
234,Pro Link v234,High performance utility design matching component spec 234.,2,SKU-789-0234,1017.23,700.88,8.39
235,Eco Widget v235,High performance utility design matching component spec 235.,4,SKU-232-0235,802.65,619.31,6.35
236,Pro Module v236,High performance utility design matching component spec 236.,3,SKU-334-0236,732.74,449.35,22.81
237,Eco Pad v237,High performance utility design matching component spec 237.,5,SKU-997-0237,679.92,554.16,30.65
238,Pro Module v238,High performance utility design matching component spec 238.,2,SKU-845-0238,1032.47,581.8,31.29
239,Pro Pack v239,High performance utility design matching component spec 239.,4,SKU-217-0239,293.54,207.67,43.64
240,Max Gadget v240,High performance utility design matching component spec 240.,5,SKU-841-0240,878.9,614.03,43.6
241,Eco Device v241,High performance utility design matching component spec 241.,1,SKU-366-0241,183.82,103.78,14.53
242,Ultra Pack v242,High performance utility design matching component spec 242.,1,SKU-231-0242,346.95,272.75,43.72
243,Eco Pack v243,High performance utility design matching component spec 243.,3,SKU-926-0243,486.1,352.76,0.95
244,Max Station v244,High performance utility design matching component spec 244.,3,SKU-658-0244,19.47,11.66,2.79
245,Core Link v245,High performance utility design matching component spec 245.,3,SKU-710-0245,1029.93,625.84,21.4
246,Smart Link v246,High performance utility design matching component spec 246.,2,SKU-221-0246,897.9,741.73,19.41
247,Flex Hub v247,High performance utility design matching component spec 247.,5,SKU-366-0247,492.65,324.2,39.59
248,Quantum Pack v248,High performance utility design matching component spec 248.,3,SKU-789-0248,984.96,708.43,20.71
249,Pro Device v249,High performance utility design matching component spec 249.,4,SKU-344-0249,806.34,518.74,37.05
250,Ultra Widget v250,High performance utility design matching component spec 250.,2,SKU-602-0250,503.17,392.67,22.73
251,Smart Pad v251,High performance utility design matching component spec 251.,4,SKU-377-0251,118.07,66.34,14.56
252,Smart Device v252,High performance utility design matching component spec 252.,3,SKU-165-0252,213.76,119.61,3.42
253,Max Widget v253,High performance utility design matching component spec 253.,1,SKU-179-0253,492.4,328.7,17.66
254,Quantum Gadget v254,High performance utility design matching component spec 254.,3,SKU-435-0254,190.08,126.23,35.13
255,Pro Pack v255,High performance utility design matching component spec 255.,3,SKU-427-0255,969.62,731.21,32.11
256,Elite Gadget v256,High performance utility design matching component spec 256.,5,SKU-975-0256,525.09,350.51,17.27
257,Ultra Pack v257,High performance utility design matching component spec 257.,5,SKU-929-0257,817.84,530.49,2.57
258,Elite Device v258,High performance utility design matching component spec 258.,4,SKU-633-0258,114.84,68.23,33.36
259,Pro Widget v259,High performance utility design matching component spec 259.,4,SKU-900-0259,169.56,96.52,19.24
260,Ultra Pack v260,High performance utility design matching component spec 260.,1,SKU-509-0260,177.87,132.85,12.81
261,Flex Pad v261,High performance utility design matching component spec 261.,2,SKU-414-0261,203.7,122.59,31.89
262,Elite Pack v262,High performance utility design matching component spec 262.,5,SKU-658-0262,322.45,202.06,18.42
263,Ultra Module v263,High performance utility design matching component spec 263.,3,SKU-636-0263,260.92,210.77,33.67
264,Smart Hub v264,High performance utility design matching component spec 264.,1,SKU-354-0264,1019.85,758.72,35.49
265,Core Station v265,High performance utility design matching component spec 265.,5,SKU-491-0265,693.37,484.7,18.28
266,Flex Pad v266,High performance utility design matching component spec 266.,3,SKU-303-0266,492.31,383.98,37.75
267,Ultra Pack v267,High performance utility design matching component spec 267.,1,SKU-609-0267,433.17,272.22,40.2
268,Core Gadget v268,High performance utility design matching component spec 268.,5,SKU-835-0268,759.03,489.78,1.89
269,Quantum Pack v269,High performance utility design matching component spec 269.,2,SKU-887-0269,137.38,112.22,8.13
270,Max Pack v270,High performance utility design matching component spec 270.,4,SKU-165-0270,477.52,280.53,42.9
271,Smart Device v271,High performance utility design matching component spec 271.,1,SKU-662-0271,201.77,131.9,17.73
272,Ultra Gadget v272,High performance utility design matching component spec 272.,3,SKU-395-0272,982.1,711.75,11.06
273,Flex Widget v273,High performance utility design matching component spec 273.,1,SKU-779-0273,269.64,197.14,28.3
274,Core Pad v274,High performance utility design matching component spec 274.,2,SKU-673-0274,58.55,42.95,5.13
275,Pro Station v275,High performance utility design matching component spec 275.,2,SKU-785-0275,1040.67,790.76,15.34
276,Core Link v276,High performance utility design matching component spec 276.,4,SKU-324-0276,447.7,356.23,34.03
277,Pro Hub v277,High performance utility design matching component spec 277.,1,SKU-532-0277,640.31,527.26,17.49
278,Flex Widget v278,High performance utility design matching component spec 278.,5,SKU-299-0278,97.04,77.87,14.97
279,Pro Device v279,High performance utility design matching component spec 279.,4,SKU-832-0279,547.37,358.51,16.71
280,Elite Pack v280,High performance utility design matching component spec 280.,1,SKU-863-0280,549.71,363.22,44.28
281,Ultra Station v281,High performance utility design matching component spec 281.,3,SKU-369-0281,573.53,343.05,6.01
282,Quantum Station v282,High performance utility design matching component spec 282.,4,SKU-809-0282,181.37,129.25,21.7
283,Quantum Station v283,High performance utility design matching component spec 283.,4,SKU-704-0283,1158.52,669.77,32.41
284,Pro Station v284,High performance utility design matching component spec 284.,1,SKU-206-0284,773.26,632.39,3.66
