order_id,item_id,product_id,quantity,unit_price,discount
109,2,1335,5,900.82,0.0
109,3,217,8,1267.73,0.15
109,4,810,1,224.64,0.1
110,1,468,8,449.16,0.05
110,2,1356,7,607.97,0.0
110,3,801,6,315.29,0.0
111,1,942,2,778.91,0.15
111,2,351,1,789.94,0.05
112,1,739,3,544.93,0.0
112,2,892,4,146.66,0.0
113,1,1056,2,1187.75,0.05
113,2,24,2,558.07,0.15
114,1,796,3,946.33,0.1
114,2,464,10,403.58,0.1
114,3,1291,8,262.84,0.0
114,4,69,9,1283.64,0.1
115,1,935,9,163.08,0.0
115,2,1229,2,646.12,0.0
116,1,1408,10,174.59,0.0
116,2,1278,1,50.74,0.0
117,1,278,6,97.04,0.1
118,1,597,10,149.51,0.1
118,2,1064,2,1043.03,0.15
118,3,814,8,544.78,0.15
119,1,352,7,842.24,0.0
119,2,647,7,1307.24,0.0
120,1,1024,2,294.35,0.0
121,1,168,9,192.17,0.05
122,1,707,9,895.77,0.0
122,2,807,5,685.95,0.0
123,1,1348,6,313.03,0.05
123,2,227,3,1052.07,0.15
124,1,1481,2,486.33,0.0
125,1,253,1,492.4,0.0
125,2,1246,1,798.83,0.1
125,3,714,2,270.66,0.0
126,1,1421,1,808.45,0.0
126,2,362,5,157.78,0.15
126,3,1439,6,887.65,0.15
126,4,578,3,66.02,0.05
127,1,1115,2,85.16,0.0
127,2,794,8,542.57,0.15
127,3,880,9,321.77,0.1
127,4,1227,2,1137.75,0.0
128,1,1009,8,516.61,0.15
128,2,382,9,116.67,0.1
128,3,229,7,423.88,0.1
128,4,1373,8,809.99,0.05
129,1,1240,4,1243.33,0.05
129,2,572,5,214.46,0.1
129,3,482,7,1055.44,0.0
130,1,1337,2,1169.41,0.0
131,1,1014,3,665.55,0.05
131,2,262,4,322.45,0.15
132,1,775,3,124.61,0.0
133,1,1205,9,700.74,0.1
133,2,1093,3,638.24,0.05
134,1,1481,9,486.33,0.0
134,2,1341,2,935.03,0.1
135,1,358,8,1165.7,0.05
135,2,575,8,372.15,0.05
135,3,1195,4,593.56,0.1
135,4,977,2,485.13,0.0
136,1,915,9,959.11,0.0
136,2,706,4,131.67,0.1
137,1,641,5,913.48,0.0
138,1,166,8,380.63,0.0
138,2,1203,1,255.51,0.05
138,3,620,9,373.77,0.0
138,4,941,9,624.53,0.1
139,1,83,9,62.89,0.0
140,1,164,1,458.84,0.1
140,2,1156,7,1063.07,0.1
140,3,39,2,455.15,0.1
141,1,1120,6,360.91,0.0
141,2,542,6,1060.85,0.1
142,1,734,7,303.66,0.0
142,2,1394,6,291.16,0.0
142,3,784,7,459.98,0.05
143,1,260,9,177.87,0.0
144,1,1445,7,825.78,0.1
144,2,1190,8,541.16,0.1
144,3,480,3,767.13,0.15
144,4,1253,3,555.37,0.05
145,1,54,7,113.38,0.05
146,1,1120,5,360.91,0.15
146,2,72,2,211.55,0.0
147,1,1163,10,827.09,0.0
147,2,396,2,173.7,0.0
148,1,89,7,941.5,0.15
148,2,132,6,292.41,0.0
148,3,954,7,285.44,0.15
149,1,308,4,1007.07,0.0
149,2,172,9,1127.23,0.05
149,3,952,5,1154.04,0.0
150,1,204,3,274.51,0.1
151,1,718,7,704.12,0.0
152,1,1115,3,85.16,0.1
152,2,70,5,962.01,0.0
153,1,805,1,501.27,0.15
153,2,169,8,414.32,0.0
153,3,1080,2,718.78,0.0
153,4,1356,1,607.97,0.0
154,1,773,6,406.35,0.15
155,1,1381,4,100.46,0.15
155,2,17,10,1102.03,0.1
155,3,1487,10,57.42,0.15
156,1,961,10,1351.62,0.0
157,1,646,9,379.69,0.1
157,2,88,5,965.03,0.1
157,3,1433,1,721.76,0.1
157,4,1054,8,447.28,0.15
158,1,231,8,626.31,0.1
158,2,463,2,1110.06,0.0
158,3,543,2,16.96,0.0
158,4,349,8,414.13,0.15
159,1,226,4,1080.88,0.0
160,1,830,3,94.01,0.05
160,2,211,3,24.15,0.15
160,3,36,3,538.35,0.0
161,1,1050,5,1198.31,0.15
161,2,943,2,241.27,0.1
161,3,558,1,1053.22,0.15
161,4,658,10,670.92,0.0
162,1,1229,3,646.12,0.0
162,2,1136,7,617.57,0.0
163,1,529,1,1162.18,0.0
163,2,1134,2,322.75,0.0
163,3,1433,9,721.76,0.15
164,1,518,6,94.09,0.05
164,2,1459,2,1188.3,0.0
165,1,219,3,860.49,0.05
165,2,329,2,240.91,0.0
165,3,106,9,84.68,0.0
166,1,1350,9,314.95,0.05
166,2,863,1,804.76,0.0
167,1,453,5,788.2,0.15
167,2,749,5,618.76,0.1
167,3,518,5,94.09,0.15
167,4,407,10,704.96,0.0
168,1,1257,6,1042.2,0.15
168,2,573,8,482.82,0.0
169,1,605,3,326.13,0.05
169,2,674,9,291.87,0.0
170,1,990,5,848.44,0.1
170,2,750,9,326.6,0.0
170,3,997,1,446.18,0.1
171,1,1105,6,885.9,0.05
171,2,1487,7,57.42,0.15
171,3,819,7,115.15,0.05
171,4,127,9,134.18,0.0
172,1,1263,10,609.35,0.0
172,2,218,5,73.42,0.0
172,3,434,1,558.27,0.0
172,4,832,4,785.14,0.05
173,1,793,7,554.89,0.0
174,1,784,10,459.98,0.15
175,1,398,1,550.5,0.0
175,2,243,2,486.1,0.0
176,1,1193,1,653.1,0.0
176,2,131,5,134.92,0.0
176,3,342,4,198.21,0.1
177,1,1107,5,100.65,0.15
177,2,1338,3,1139.46,0.15
177,3,842,6,303.13,0.0
177,4,937,7,1067.1,0.15
178,1,451,10,457.69,0.0
178,2,450,6,327.07,0.05
178,3,1342,4,588.83,0.0
178,4,92,1,851.5,0.15
179,1,1458,3,625.65,0.0
179,2,1143,3,149.38,0.15
180,1,200,2,560.96,0.0
181,1,1044,1,868.48,0.05
182,1,247,3,492.65,0.1
182,2,99,3,564.03,0.0
182,3,776,2,361.9,0.0
182,4,861,2,964.68,0.0
183,1,1445,7,825.78,0.15
183,2,720,10,582.83,0.05
183,3,599,2,1189.71,0.15
183,4,1402,5,946.64,0.15
184,1,278,8,97.04,0.1
184,2,1229,8,646.12,0.15
184,3,827,1,223.79,0.15
185,1,571,2,415.06,0.15
185,2,1118,8,505.56,0.0
186,1,601,9,586.06,0.15
187,1,851,2,161.29,0.0
187,2,1270,7,617.31,0.15
187,3,323,3,180.03,0.1
188,1,1258,5,520.74,0.15
188,2,108,3,253.07,0.05
188,3,1012,2,635.74,0.05
188,4,85,7,1128.8,0.0
189,1,1382,7,53.26,0.0
190,1,1252,4,20.55,0.05
190,2,1379,6,174.67,0.0
190,3,189,10,473.25,0.0
191,1,718,5,704.12,0.0
191,2,919,8,817.93,0.05
192,1,719,2,261.29,0.05
193,1,996,7,1112.41,0.0
193,2,660,9,1107.72,0.0
194,1,444,6,460.4,0.0
194,2,459,3,957.25,0.15
195,1,509,7,589.14,0.0
195,2,824,2,1277.79,0.1
196,1,191,6,430.37,0.15
196,2,778,7,1115.16,0.0
197,1,1424,10,854.56,0.0
197,2,1347,4,216.36,0.15
198,1,314,7,652.13,0.0
198,2,1051,9,746.93,0.15
198,3,1203,7,255.51,0.0
198,4,816,9,153.71,0.0
199,1,235,7,802.65,0.15
200,1,548,3,678.81,0.15
200,2,44,2,241.54,0.15
200,3,1034,2,825.23,0.15
200,4,926,2,321.88,0.0
201,1,167,10,893.16,0.0
201,2,1101,6,1182.98,0.0
201,3,221,10,978.85,0.0
201,4,409,9,157.21,0.0
202,1,731,8,958.41,0.1
202,2,1211,2,805.64,0.0
202,3,573,5,482.82,0.05
202,4,1395,5,1168.95,0.05
203,1,955,5,621.22,0.15
203,2,698,7,1214.63,0.15
203,3,303,4,340.35,0.05
204,1,1006,4,808.95,0.1
204,2,552,10,476.72,0.15
204,3,629,3,966.3,0.15
205,1,307,5,832.18,0.1
205,2,394,5,889.0,0.0
205,3,955,9,621.22,0.0
206,1,878,4,1056.2,0.1
206,2,814,8,544.78,0.1
206,3,942,5,778.91,0.15
207,1,59,1,993.74,0.0
207,2,248,7,984.96,0.1
208,1,612,7,587.08,0.0
208,2,773,1,406.35,0.0
208,3,771,3,904.39,0.05
208,4,762,3,291.28,0.15
209,1,1027,3,529.31,0.05
209,2,1232,7,799.32,0.0
209,3,810,10,224.64,0.05
210,1,525,2,539.18,0.1
210,2,1058,3,144.67,0.15
210,3,958,5,313.87,0.0
211,1,1090,7,734.25,0.0
212,1,792,3,551.22,0.0
212,2,628,10,133.51,0.15
212,3,1227,6,1137.75,0.0
212,4,736,7,159.25,0.15
213,1,713,5,1131.19,0.0
214,1,1053,8,826.3,0.15
214,2,1091,1,350.61,0.0
215,1,1201,5,823.77,0.0
215,2,819,6,115.15,0.0
216,1,223,5,208.13,0.1
216,2,1450,9,568.27,0.1
217,1,631,9,891.01,0.1
217,2,181,2,950.45,0.1
217,3,1471,7,823.03,0.1
218,1,775,10,124.61,0.0
218,2,1197,9,169.63,0.1
219,1,607,2,722.16,0.0
220,1,248,9,984.96,0.15
220,2,669,3,619.95,0.0
220,3,238,3,1032.47,0.0
221,1,428,3,727.83,0.15
221,2,605,6,326.13,0.15
221,3,28,4,213.69,0.0
221,4,547,1,628.56,0.0
222,1,791,7,247.32,0.0
222,2,152,1,522.32,0.05
222,3,254,6,190.08,0.1
223,1,875,2,391.21,0.05
224,1,381,8,252.47,0.1
224,2,1092,9,731.01,0.0
224,3,923,4,767.47,0.0
224,4,358,4,1165.7,0.0
225,1,1389,10,567.32,0.05
225,2,1095,9,528.36,0.0
225,3,494,6,730.68,0.15
226,1,160,4,100.19,0.0
226,2,546,10,348.17,0.0
226,3,72,4,211.55,0.05
227,1,906,6,383.28,0.1
227,2,780,1,215.42,0.1
227,3,416,7,295.3,0.05
227,4,1446,10,717.78,0.0
228,1,554,6,662.98,0.1
229,1,1223,8,1151.97,0.0
229,2,1113,2,525.08,0.0
229,3,43,1,971.66,0.15
229,4,1270,10,617.31,0.05
230,1,1413,7,236.57,0.0
230,2,713,10,1131.19,0.15
230,3,1058,2,144.67,0.1
230,4,251,1,118.07,0.15
231,1,414,4,487.69,0.0
231,2,728,4,24.66,0.0
231,3,1211,4,805.64,0.0
232,1,1007,6,756.77,0.0
232,2,613,5,486.7,0.05
232,3,1276,6,18.31,0.1
232,4,640,9,686.79,0.05
233,1,849,10,1128.01,0.05
233,2,344,6,608.89,0.05
233,3,635,6,280.0,0.05
233,4,462,9,862.12,0.15
234,1,1345,3,1147.75,0.15
234,2,1056,4,1187.75,0.05
234,3,634,10,177.71,0.05
234,4,8,7,368.61,0.15
235,1,1098,3,690.79,0.15
235,2,34,3,319.93,0.05
236,1,960,4,980.9,0.05
236,2,620,8,373.77,0.15
237,1,690,2,318.31,0.0
237,2,1141,5,914.07,0.0
238,1,1096,4,817.69,0.05
239,1,232,2,655.03,0.0
239,2,1375,10,829.02,0.0
239,3,379,9,654.26,0.0
239,4,1447,8,557.38,0.15
240,1,1222,3,83.61,0.15
241,1,497,3,385.04,0.0
242,1,50,7,526.39,0.1
242,2,851,10,161.29,0.0
242,3,940,3,908.34,0.1
242,4,1399,8,83.23,0.05
243,1,59,2,993.74,0.1
243,2,942,8,778.91,0.1
243,3,1468,1,321.47,0.0
244,1,1374,5,998.33,0.0
244,2,1346,7,1197.58,0.0
245,1,553,2,1202.42,0.15
246,1,46,8,1054.7,0.0
246,2,733,10,399.66,0.15
246,3,1036,5,724.08,0.0
246,4,472,8,873.34,0.15
247,1,614,1,545.37,0.15
247,2,274,5,58.55,0.05
248,1,835,10,318.9,0.15
249,1,109,1,484.43,0.1
249,2,703,7,98.83,0.05
249,3,896,7,292.66,0.0
250,1,1285,10,265.61,0.0
250,2,189,6,473.25,0.05
251,1,1348,10,313.03,0.1
252,1,860,10,487.46,0.1
252,2,1389,4,567.32,0.05
252,3,1107,8,100.65,0.05
253,1,78,10,364.72,0.05
254,1,1197,4,169.63,0.15
254,2,1414,2,226.38,0.05
255,1,674,2,291.87,0.0
256,1,397,2,545.28,0.0
257,1,1334,1,414.62,0.0
258,1,967,3,65.21,0.05
258,2,210,8,11.42,0.0
258,3,549,1,631.2,0.15
258,4,708,6,690.49,0.15
259,1,548,10,678.81,0.15
260,1,420,10,552.85,0.1
260,2,280,3,549.71,0.15
260,3,951,7,1197.07,0.15
261,1,435,7,800.32,0.15
261,2,1367,7,398.54,0.05
261,3,1073,2,960.94,0.1
262,1,560,6,291.35,0.05
262,2,1049,10,791.1,0.15
263,1,1053,8,826.3,0.0
263,2,1042,8,610.58,0.15
263,3,1492,8,1196.68,0.0
263,4,253,4,492.4,0.15
264,1,405,1,1154.68,0.0
265,1,1130,3,915.8,0.0
265,2,540,7,145.7,0.05
265,3,339,1,32.41,0.0
265,4,469,3,408.41,0.0
266,1,1290,6,689.6,0.0
266,2,321,7,138.08,0.15
266,3,1224,10,504.13,0.0
266,4,863,6,804.76,0.05
267,1,719,1,261.29,0.0
267,2,1374,5,998.33,0.0
267,3,454,8,976.61,0.05
267,4,563,5,871.52,0.05
268,1,1347,2,216.36,0.1
268,2,903,8,523.41,0.0
268,3,1022,4,550.21,0.0
268,4,96,2,307.44,0.0
269,1,591,8,448.36,0.15
269,2,1120,6,360.91,0.15
269,3,540,2,145.7,0.1
269,4,1045,5,584.19,0.0
270,1,681,10,55.26,0.1
270,2,999,8,1147.75,0.1
270,3,1413,1,236.57,0.0
270,4,1406,5,748.97,0.15
271,1,568,5,770.99,0.1
271,2,1293,8,1052.27,0.0
271,3,560,9,291.35,0.0
272,1,1033,1,525.33,0.0
273,1,223,6,208.13,0.1
273,2,611,3,779.4,0.0
273,3,852,10,1035.44,0.0
274,1,786,1,344.31,0.0
275,1,206,10,926.06,0.1
276,1,788,6,1320.48,0.05
276,2,732,1,742.8,0.15
276,3,1338,8,1139.46,0.05
276,4,844,1,980.03,0.1
277,1,1127,9,33.94,0.05
277,2,873,1,832.88,0.05
277,3,717,3,928.91,0.1
277,4,711,6,762.66,0.05
278,1,75,8,80.39,0.1
278,2,686,7,127.68,0.05
278,3,614,10,545.37,0.05
278,4,969,5,557.91,0.05
279,1,267,1,433.17,0.15
279,2,1435,7,1206.31,0.05
279,3,499,3,80.63,0.0
280,1,681,3,55.26,0.15
280,2,345,10,279.08,0.15
280,3,1121,2,27.46,0.05
280,4,36,1,538.35,0.05
281,1,16,1,34.14,0.0
281,2,128,7,531.78,0.0
281,3,1152,3,368.38,0.05
281,4,1420,4,1327.23,0.05
282,1,132,9,292.41,0.15
283,1,358,5,1165.7,0.1
283,2,1374,4,998.33,0.0
284,1,715,8,877.47,0.0
285,1,427,10,606.41,0.05
285,2,377,10,29.92,0.0
285,3,1270,2,617.31,0.15
286,1,1158,8,535.41,0.0
286,2,161,6,159.28,0.05
286,3,933,4,810.68,0.1
286,4,1489,4,483.2,0.0
287,1,654,6,402.65,0.05
287,2,1201,2,823.77,0.15
287,3,207,7,1172.58,0.1
287,4,664,3,215.47,0.1
288,1,822,3,70.65,0.1
288,2,1146,2,1156.75,0.15
288,3,37,7,346.01,0.05
289,1,758,4,842.91,0.1
290,1,607,9,722.16,0.05
290,2,929,3,170.4,0.15
290,3,376,2,411.58,0.15
291,1,428,9,727.83,0.05
291,2,1411,6,805.23,0.0
291,3,48,2,1139.03,0.0
291,4,429,8,1351.94,0.0
292,1,589,3,968.96,0.05
292,2,1468,4,321.47,0.1
293,1,1114,10,623.03,0.1
293,2,355,8,495.25,0.15
293,3,1267,5,429.55,0.05
294,1,629,1,966.3,0.0
295,1,1452,5,651.5,0.1
295,2,862,2,18.42,0.1
295,3,539,8,37.48,0.1
296,1,1465,7,940.99,0.0
296,2,60,3,828.84,0.0
296,3,183,7,189.25,0.0
296,4,815,5,729.47,0.0
297,1,1488,6,551.02,0.05
297,2,460,1,611.67,0.05
297,3,1268,2,1022.5,0.0
297,4,450,2,327.07,0.0
298,1,856,10,295.45,0.0
298,2,1007,7,756.77,0.0
299,1,247,2,492.65,0.0
299,2,78,8,364.72,0.15
299,3,1201,2,823.77,0.0
300,1,1294,8,113.64,0.15
301,1,844,7,980.03,0.1
301,2,376,8,411.58,0.0
301,3,1212,10,36.22,0.0
302,1,367,3,308.05,0.0
303,1,1364,2,664.1,0.0
303,2,1038,10,511.98,0.0
303,3,1072,7,874.24,0.0
303,4,144,8,463.88,0.0
304,1,867,8,885.29,0.1
304,2,489,1,1039.66,0.05
305,1,1170,1,488.51,0.0
306,1,283,10,1158.52,0.0
307,1,1116,5,115.04,0.0
307,2,151,9,1334.37,0.05
308,1,7,4,1107.9,0.0
308,2,1493,8,290.22,0.0
309,1,1093,7,638.24,0.0
309,2,1326,3,749.71,0.15
310,1,1306,6,505.19,0.1
310,2,333,5,473.44,0.0
310,3,823,8,325.39,0.05
310,4,299,10,1041.05,0.0
311,1,866,3,810.5,0.15
311,2,1206,8,938.72,0.15
311,3,966,5,845.51,0.05
312,1,1090,9,734.25,0.15
312,2,499,2,80.63,0.15
312,3,351,8,789.94,0.05
312,4,40,7,965.11,0.05
313,1,519,3,1063.53,0.1
313,2,230,8,241.72,0.05
313,3,1143,5,149.38,0.1
314,1,427,8,606.41,0.1
314,2,975,5,1042.83,0.05
315,1,1066,5,1042.33,0.0
316,1,100,5,1250.02,0.1
317,1,643,5,798.37,0.0
317,2,1121,5,27.46,0.0
318,1,84,2,942.8,0.05
318,2,1391,1,583.75,0.0
319,1,1060,2,1113.84,0.05
319,2,999,8,1147.75,0.05
320,1,1254,8,71.73,0.15
320,2,520,6,890.72,0.15
320,3,52,1,1080.12,0.0
320,4,796,6,946.33,0.0
321,1,197,3,853.86,0.0
321,2,1414,7,226.38,0.0
321,3,83,5,62.89,0.05
322,1,200,8,560.96,0.1
322,2,321,5,138.08,0.1
323,1,226,2,1080.88,0.0
324,1,1173,3,20.94,0.15
324,2,576,8,430.94,0.1
325,1,1123,2,922.07,0.05
325,2,901,5,282.17,0.05
325,3,377,10,29.92,0.15
325,4,1293,2,1052.27,0.05
326,1,30,4,223.93,0.1
326,2,433,5,904.56,0.1
327,1,1146,3,1156.75,0.1
327,2,262,1,322.45,0.05
328,1,652,7,258.37,0.0
328,2,541,2,940.09,0.05
328,3,281,10,573.53,0.1
328,4,1435,8,1206.31,0.1
329,1,781,10,746.21,0.0
330,1,446,3,363.48,0.15
330,2,800,10,1061.47,0.15
330,3,572,3,214.46,0.15
331,1,1321,5,383.19,0.05
331,2,449,10,334.65,0.05
331,3,486,9,799.54,0.0
332,1,1163,5,827.09,0.05
332,2,491,5,1100.33,0.0
333,1,1327,1,213.89,0.0
333,2,592,1,701.46,0.15
334,1,1322,1,623.25,0.1
334,2,571,1,415.06,0.05
334,3,1116,9,115.04,0.0
335,1,1417,2,473.25,0.0
335,2,274,4,58.55,0.15
336,1,771,3,904.39,0.0
336,2,547,5,628.56,0.1
336,3,992,1,236.21,0.05
337,1,1212,8,36.22,0.05
337,2,949,9,930.49,0.1
338,1,805,10,501.27,0.0
338,2,1316,8,467.39,0.15
338,3,734,6,303.66,0.15
339,1,146,7,712.45,0.0
340,1,438,2,906.16,0.0
340,2,925,6,282.86,0.15
340,3,559,5,355.94,0.1
340,4,1398,7,307.69,0.0
341,1,1076,2,844.29,0.0
341,2,725,9,932.41,0.05
342,1,1196,9,484.75,0.0
342,2,781,2,746.21,0.05
