id,funnel_id,step_number,match_url_path,label
235,59,3,/verify,Verify Identity
236,59,4,/dashboard,First Login
237,60,1,/articles,Read Content
238,60,2,/paywall,Trigger Paywall
239,60,3,/subscribe,Payment Form
240,60,4,/welcome,Welcome Page
241,61,1,/articles,Read Content
242,61,2,/paywall,Trigger Paywall
243,61,3,/subscribe,Payment Form
244,61,4,/welcome,Welcome Page
245,62,1,/products,Browse Product
246,62,2,/cart,Add To Cart
247,62,3,/checkout,Checkout
248,62,4,/thank-you,Purchase Success
249,63,1,/features,View Pricing
250,63,2,/register,Fill Form
251,63,3,/verify,Verify Identity
252,63,4,/dashboard,First Login
253,64,1,/articles,Read Content
254,64,2,/paywall,Trigger Paywall
255,64,3,/subscribe,Payment Form
256,64,4,/welcome,Welcome Page
257,65,1,/articles,Read Content
258,65,2,/paywall,Trigger Paywall
259,65,3,/subscribe,Payment Form
260,65,4,/welcome,Welcome Page
261,66,1,/features,View Pricing
262,66,2,/register,Fill Form
263,66,3,/verify,Verify Identity
264,66,4,/dashboard,First Login
265,67,1,/features,View Pricing
266,67,2,/register,Fill Form
267,67,3,/verify,Verify Identity
268,67,4,/dashboard,First Login
269,68,1,/features,View Pricing
270,68,2,/register,Fill Form
271,68,3,/verify,Verify Identity
272,68,4,/dashboard,First Login
273,69,1,/articles,Read Content
274,69,2,/paywall,Trigger Paywall
275,69,3,/subscribe,Payment Form
276,69,4,/welcome,Welcome Page
277,70,1,/articles,Read Content
278,70,2,/paywall,Trigger Paywall
279,70,3,/subscribe,Payment Form
280,70,4,/welcome,Welcome Page
281,71,1,/products,Browse Product
282,71,2,/cart,Add To Cart
283,71,3,/checkout,Checkout
284,71,4,/thank-you,Purchase Success
285,72,1,/products,Browse Product
286,72,2,/cart,Add To Cart
287,72,3,/checkout,Checkout
288,72,4,/thank-you,Purchase Success
289,73,1,/products,Browse Product
290,73,2,/cart,Add To Cart
291,73,3,/checkout,Checkout
292,73,4,/thank-you,Purchase Success
293,74,1,/products,Browse Product
294,74,2,/cart,Add To Cart
295,74,3,/checkout,Checkout
296,74,4,/thank-you,Purchase Success
297,75,1,/articles,Read Content
298,75,2,/paywall,Trigger Paywall
299,75,3,/subscribe,Payment Form
300,75,4,/welcome,Welcome Page
301,76,1,/products,Browse Product
302,76,2,/cart,Add To Cart
303,76,3,/checkout,Checkout
304,76,4,/thank-you,Purchase Success
305,77,1,/articles,Read Content
306,77,2,/paywall,Trigger Paywall
307,77,3,/subscribe,Payment Form
308,77,4,/welcome,Welcome Page
309,78,1,/products,Browse Product
310,78,2,/cart,Add To Cart
311,78,3,/checkout,Checkout
312,78,4,/thank-you,Purchase Success
313,79,1,/articles,Read Content
314,79,2,/paywall,Trigger Paywall
315,79,3,/subscribe,Payment Form
316,79,4,/welcome,Welcome Page
317,80,1,/articles,Read Content
318,80,2,/paywall,Trigger Paywall
319,80,3,/subscribe,Payment Form
320,80,4,/welcome,Welcome Page
321,81,1,/products,Browse Product
322,81,2,/cart,Add To Cart
323,81,3,/checkout,Checkout
324,81,4,/thank-you,Purchase Success
325,82,1,/products,Browse Product
326,82,2,/cart,Add To Cart
327,82,3,/checkout,Checkout
328,82,4,/thank-you,Purchase Success
329,83,1,/features,View Pricing
330,83,2,/register,Fill Form
331,83,3,/verify,Verify Identity
332,83,4,/dashboard,First Login
333,84,1,/products,Browse Product
334,84,2,/cart,Add To Cart
335,84,3,/checkout,Checkout
336,84,4,/thank-you,Purchase Success
337,85,1,/products,Browse Product
338,85,2,/cart,Add To Cart
339,85,3,/checkout,Checkout
340,85,4,/thank-you,Purchase Success
341,86,1,/articles,Read Content
342,86,2,/paywall,Trigger Paywall
343,86,3,/subscribe,Payment Form
344,86,4,/welcome,Welcome Page
345,87,1,/products,Browse Product
346,87,2,/cart,Add To Cart
347,87,3,/checkout,Checkout
348,87,4,/thank-you,Purchase Success
349,88,1,/articles,Read Content
350,88,2,/paywall,Trigger Paywall
351,88,3,/subscribe,Payment Form
352,88,4,/welcome,Welcome Page
353,89,1,/articles,Read Content
354,89,2,/paywall,Trigger Paywall
355,89,3,/subscribe,Payment Form
356,89,4,/welcome,Welcome Page
357,90,1,/products,Browse Product
358,90,2,/cart,Add To Cart
359,90,3,/checkout,Checkout
360,90,4,/thank-you,Purchase Success
361,91,1,/products,Browse Product
362,91,2,/cart,Add To Cart
363,91,3,/checkout,Checkout
364,91,4,/thank-you,Purchase Success
365,92,1,/features,View Pricing
366,92,2,/register,Fill Form
367,92,3,/verify,Verify Identity
368,92,4,/dashboard,First Login
369,93,1,/products,Browse Product
370,93,2,/cart,Add To Cart
371,93,3,/checkout,Checkout
372,93,4,/thank-you,Purchase Success
373,94,1,/features,View Pricing
374,94,2,/register,Fill Form
375,94,3,/verify,Verify Identity
376,94,4,/dashboard,First Login
377,95,1,/articles,Read Content
378,95,2,/paywall,Trigger Paywall
379,95,3,/subscribe,Payment Form
380,95,4,/welcome,Welcome Page
381,96,1,/articles,Read Content
382,96,2,/paywall,Trigger Paywall
383,96,3,/subscribe,Payment Form
384,96,4,/welcome,Welcome Page
385,97,1,/features,View Pricing
386,97,2,/register,Fill Form
387,97,3,/verify,Verify Identity
388,97,4,/dashboard,First Login
389,98,1,/articles,Read Content
390,98,2,/paywall,Trigger Paywall
391,98,3,/subscribe,Payment Form
392,98,4,/welcome,Welcome Page
393,99,1,/features,View Pricing
394,99,2,/register,Fill Form
395,99,3,/verify,Verify Identity
396,99,4,/dashboard,First Login
397,100,1,/products,Browse Product
398,100,2,/cart,Add To Cart
399,100,3,/checkout,Checkout
400,100,4,/thank-you,Purchase Success
401,101,1,/features,View Pricing
402,101,2,/register,Fill Form
403,101,3,/verify,Verify Identity
404,101,4,/dashboard,First Login
405,102,1,/articles,Read Content
406,102,2,/paywall,Trigger Paywall
407,102,3,/subscribe,Payment Form
408,102,4,/welcome,Welcome Page
409,103,1,/products,Browse Product
410,103,2,/cart,Add To Cart
411,103,3,/checkout,Checkout
412,103,4,/thank-you,Purchase Success
413,104,1,/features,View Pricing
414,104,2,/register,Fill Form
415,104,3,/verify,Verify Identity
416,104,4,/dashboard,First Login
417,105,1,/features,View Pricing
418,105,2,/register,Fill Form
419,105,3,/verify,Verify Identity
420,105,4,/dashboard,First Login
421,106,1,/products,Browse Product
422,106,2,/cart,Add To Cart
423,106,3,/checkout,Checkout
424,106,4,/thank-you,Purchase Success
425,107,1,/articles,Read Content
426,107,2,/paywall,Trigger Paywall
427,107,3,/subscribe,Payment Form
428,107,4,/welcome,Welcome Page
429,108,1,/articles,Read Content
430,108,2,/paywall,Trigger Paywall
431,108,3,/subscribe,Payment Form
432,108,4,/welcome,Welcome Page
433,109,1,/products,Browse Product
434,109,2,/cart,Add To Cart
435,109,3,/checkout,Checkout
436,109,4,/thank-you,Purchase Success
437,110,1,/products,Browse Product
438,110,2,/cart,Add To Cart
439,110,3,/checkout,Checkout
440,110,4,/thank-you,Purchase Success
441,111,1,/products,Browse Product
442,111,2,/cart,Add To Cart
443,111,3,/checkout,Checkout
444,111,4,/thank-you,Purchase Success
445,112,1,/features,View Pricing
446,112,2,/register,Fill Form
447,112,3,/verify,Verify Identity
448,112,4,/dashboard,First Login
449,113,1,/articles,Read Content
450,113,2,/paywall,Trigger Paywall
451,113,3,/subscribe,Payment Form
452,113,4,/welcome,Welcome Page
453,114,1,/features,View Pricing
454,114,2,/register,Fill Form
455,114,3,/verify,Verify Identity
456,114,4,/dashboard,First Login
457,115,1,/products,Browse Product
458,115,2,/cart,Add To Cart
459,115,3,/checkout,Checkout
460,115,4,/thank-you,Purchase Success
461,116,1,/articles,Read Content
462,116,2,/paywall,Trigger Paywall
463,116,3,/subscribe,Payment Form
464,116,4,/welcome,Welcome Page
465,117,1,/features,View Pricing
466,117,2,/register,Fill Form
467,117,3,/verify,Verify Identity
468,117,4,/dashboard,First Login
469,118,1,/articles,Read Content
470,118,2,/paywall,Trigger Paywall
471,118,3,/subscribe,Payment Form
472,118,4,/welcome,Welcome Page
473,119,1,/articles,Read Content
474,119,2,/paywall,Trigger Paywall
475,119,3,/subscribe,Payment Form
476,119,4,/welcome,Welcome Page
477,120,1,/features,View Pricing
478,120,2,/register,Fill Form
479,120,3,/verify,Verify Identity
480,120,4,/dashboard,First Login
481,121,1,/features,View Pricing
482,121,2,/register,Fill Form
483,121,3,/verify,Verify Identity
484,121,4,/dashboard,First Login
485,122,1,/articles,Read Content
486,122,2,/paywall,Trigger Paywall
487,122,3,/subscribe,Payment Form
488,122,4,/welcome,Welcome Page
489,123,1,/features,View Pricing
490,123,2,/register,Fill Form
491,123,3,/verify,Verify Identity
492,123,4,/dashboard,First Login
493,124,1,/features,View Pricing
494,124,2,/register,Fill Form
495,124,3,/verify,Verify Identity
496,124,4,/dashboard,First Login
497,125,1,/features,View Pricing
498,125,2,/register,Fill Form
499,125,3,/verify,Verify Identity
500,125,4,/dashboard,First Login
501,126,1,/features,View Pricing
502,126,2,/register,Fill Form
503,126,3,/verify,Verify Identity
504,126,4,/dashboard,First Login
505,127,1,/articles,Read Content
506,127,2,/paywall,Trigger Paywall
507,127,3,/subscribe,Payment Form
508,127,4,/welcome,Welcome Page
509,128,1,/products,Browse Product
510,128,2,/cart,Add To Cart
511,128,3,/checkout,Checkout
512,128,4,/thank-you,Purchase Success
513,129,1,/products,Browse Product
514,129,2,/cart,Add To Cart
515,129,3,/checkout,Checkout
516,129,4,/thank-you,Purchase Success
517,130,1,/features,View Pricing
518,130,2,/register,Fill Form
519,130,3,/verify,Verify Identity
520,130,4,/dashboard,First Login
521,131,1,/features,View Pricing
522,131,2,/register,Fill Form
523,131,3,/verify,Verify Identity
524,131,4,/dashboard,First Login
525,132,1,/features,View Pricing
526,132,2,/register,Fill Form
527,132,3,/verify,Verify Identity
528,132,4,/dashboard,First Login
529,133,1,/articles,Read Content
530,133,2,/paywall,Trigger Paywall
531,133,3,/subscribe,Payment Form
532,133,4,/welcome,Welcome Page
533,134,1,/articles,Read Content
534,134,2,/paywall,Trigger Paywall
535,134,3,/subscribe,Payment Form
536,134,4,/welcome,Welcome Page
537,135,1,/products,Browse Product
538,135,2,/cart,Add To Cart
539,135,3,/checkout,Checkout
540,135,4,/thank-you,Purchase Success
541,136,1,/articles,Read Content
542,136,2,/paywall,Trigger Paywall
543,136,3,/subscribe,Payment Form
544,136,4,/welcome,Welcome Page
545,137,1,/articles,Read Content
546,137,2,/paywall,Trigger Paywall
547,137,3,/subscribe,Payment Form
548,137,4,/welcome,Welcome Page
549,138,1,/features,View Pricing
550,138,2,/register,Fill Form
551,138,3,/verify,Verify Identity
552,138,4,/dashboard,First Login
553,139,1,/products,Browse Product
554,139,2,/cart,Add To Cart
555,139,3,/checkout,Checkout
556,139,4,/thank-you,Purchase Success
557,140,1,/features,View Pricing
558,140,2,/register,Fill Form
559,140,3,/verify,Verify Identity
560,140,4,/dashboard,First Login
561,141,1,/articles,Read Content
562,141,2,/paywall,Trigger Paywall
563,141,3,/subscribe,Payment Form
564,141,4,/welcome,Welcome Page
565,142,1,/features,View Pricing
566,142,2,/register,Fill Form
567,142,3,/verify,Verify Identity
568,142,4,/dashboard,First Login
569,143,1,/articles,Read Content
570,143,2,/paywall,Trigger Paywall
571,143,3,/subscribe,Payment Form
572,143,4,/welcome,Welcome Page
573,144,1,/products,Browse Product
574,144,2,/cart,Add To Cart
575,144,3,/checkout,Checkout
576,144,4,/thank-you,Purchase Success
577,145,1,/products,Browse Product
578,145,2,/cart,Add To Cart
579,145,3,/checkout,Checkout
580,145,4,/thank-you,Purchase Success
581,146,1,/products,Browse Product
582,146,2,/cart,Add To Cart
583,146,3,/checkout,Checkout
584,146,4,/thank-you,Purchase Success
585,147,1,/articles,Read Content
586,147,2,/paywall,Trigger Paywall
587,147,3,/subscribe,Payment Form
588,147,4,/welcome,Welcome Page
589,148,1,/articles,Read Content
590,148,2,/paywall,Trigger Paywall
591,148,3,/subscribe,Payment Form
592,148,4,/welcome,Welcome Page
593,149,1,/articles,Read Content
594,149,2,/paywall,Trigger Paywall
595,149,3,/subscribe,Payment Form
596,149,4,/welcome,Welcome Page
597,150,1,/products,Browse Product
598,150,2,/cart,Add To Cart
599,150,3,/checkout,Checkout
600,150,4,/thank-you,Purchase Success
601,151,1,/features,View Pricing
602,151,2,/register,Fill Form
603,151,3,/verify,Verify Identity
604,151,4,/dashboard,First Login
605,152,1,/products,Browse Product
606,152,2,/cart,Add To Cart
607,152,3,/checkout,Checkout
608,152,4,/thank-you,Purchase Success
609,153,1,/features,View Pricing
610,153,2,/register,Fill Form
611,153,3,/verify,Verify Identity
612,153,4,/dashboard,First Login
613,154,1,/features,View Pricing
614,154,2,/register,Fill Form
615,154,3,/verify,Verify Identity
616,154,4,/dashboard,First Login
617,155,1,/products,Browse Product
618,155,2,/cart,Add To Cart
619,155,3,/checkout,Checkout
620,155,4,/thank-you,Purchase Success
621,156,1,/features,View Pricing
622,156,2,/register,Fill Form
623,156,3,/verify,Verify Identity
624,156,4,/dashboard,First Login
625,157,1,/articles,Read Content
626,157,2,/paywall,Trigger Paywall
627,157,3,/subscribe,Payment Form
628,157,4,/welcome,Welcome Page
629,158,1,/articles,Read Content
630,158,2,/paywall,Trigger Paywall
631,158,3,/subscribe,Payment Form
632,158,4,/welcome,Welcome Page
633,159,1,/features,View Pricing
634,159,2,/register,Fill Form
635,159,3,/verify,Verify Identity
636,159,4,/dashboard,First Login
637,160,1,/features,View Pricing
638,160,2,/register,Fill Form
639,160,3,/verify,Verify Identity
640,160,4,/dashboard,First Login
641,161,1,/features,View Pricing
642,161,2,/register,Fill Form
643,161,3,/verify,Verify Identity
644,161,4,/dashboard,First Login
645,162,1,/products,Browse Product
646,162,2,/cart,Add To Cart
647,162,3,/checkout,Checkout
648,162,4,/thank-you,Purchase Success
649,163,1,/products,Browse Product
650,163,2,/cart,Add To Cart
651,163,3,/checkout,Checkout
652,163,4,/thank-you,Purchase Success
653,164,1,/products,Browse Product
654,164,2,/cart,Add To Cart
655,164,3,/checkout,Checkout
656,164,4,/thank-you,Purchase Success
657,165,1,/articles,Read Content
658,165,2,/paywall,Trigger Paywall
659,165,3,/subscribe,Payment Form
660,165,4,/welcome,Welcome Page
661,166,1,/features,View Pricing
662,166,2,/register,Fill Form
663,166,3,/verify,Verify Identity
664,166,4,/dashboard,First Login
665,167,1,/articles,Read Content
666,167,2,/paywall,Trigger Paywall
667,167,3,/subscribe,Payment Form
668,167,4,/welcome,Welcome Page
669,168,1,/features,View Pricing
670,168,2,/register,Fill Form
671,168,3,/verify,Verify Identity
672,168,4,/dashboard,First Login
673,169,1,/features,View Pricing
674,169,2,/register,Fill Form
675,169,3,/verify,Verify Identity
676,169,4,/dashboard,First Login
677,170,1,/products,Browse Product
678,170,2,/cart,Add To Cart
679,170,3,/checkout,Checkout
680,170,4,/thank-you,Purchase Success
681,171,1,/articles,Read Content
682,171,2,/paywall,Trigger Paywall
683,171,3,/subscribe,Payment Form
684,171,4,/welcome,Welcome Page
685,172,1,/articles,Read Content
686,172,2,/paywall,Trigger Paywall
687,172,3,/subscribe,Payment Form
688,172,4,/welcome,Welcome Page
689,173,1,/products,Browse Product
690,173,2,/cart,Add To Cart
691,173,3,/checkout,Checkout
692,173,4,/thank-you,Purchase Success
693,174,1,/articles,Read Content
694,174,2,/paywall,Trigger Paywall
695,174,3,/subscribe,Payment Form
696,174,4,/welcome,Welcome Page
697,175,1,/products,Browse Product
698,175,2,/cart,Add To Cart
699,175,3,/checkout,Checkout
700,175,4,/thank-you,Purchase Success
701,176,1,/articles,Read Content
702,176,2,/paywall,Trigger Paywall
703,176,3,/subscribe,Payment Form
704,176,4,/welcome,Welcome Page
705,177,1,/articles,Read Content
706,177,2,/paywall,Trigger Paywall
707,177,3,/subscribe,Payment Form
708,177,4,/welcome,Welcome Page
709,178,1,/features,View Pricing
710,178,2,/register,Fill Form
711,178,3,/verify,Verify Identity
712,178,4,/dashboard,First Login
713,179,1,/products,Browse Product
714,179,2,/cart,Add To Cart
715,179,3,/checkout,Checkout
716,179,4,/thank-you,Purchase Success
717,180,1,/features,View Pricing
718,180,2,/register,Fill Form
719,180,3,/verify,Verify Identity
720,180,4,/dashboard,First Login
721,181,1,/features,View Pricing
722,181,2,/register,Fill Form
723,181,3,/verify,Verify Identity
724,181,4,/dashboard,First Login
725,182,1,/products,Browse Product
726,182,2,/cart,Add To Cart
727,182,3,/checkout,Checkout
728,182,4,/thank-you,Purchase Success
729,183,1,/articles,Read Content
730,183,2,/paywall,Trigger Paywall
731,183,3,/subscribe,Payment Form
732,183,4,/welcome,Welcome Page
733,184,1,/articles,Read Content
734,184,2,/paywall,Trigger Paywall
735,184,3,/subscribe,Payment Form
736,184,4,/welcome,Welcome Page
737,185,1,/articles,Read Content
738,185,2,/paywall,Trigger Paywall
739,185,3,/subscribe,Payment Form
740,185,4,/welcome,Welcome Page
741,186,1,/products,Browse Product
742,186,2,/cart,Add To Cart
743,186,3,/checkout,Checkout
744,186,4,/thank-you,Purchase Success
745,187,1,/articles,Read Content
746,187,2,/paywall,Trigger Paywall
747,187,3,/subscribe,Payment Form
748,187,4,/welcome,Welcome Page
749,188,1,/products,Browse Product
750,188,2,/cart,Add To Cart
751,188,3,/checkout,Checkout
752,188,4,/thank-you,Purchase Success
753,189,1,/articles,Read Content
754,189,2,/paywall,Trigger Paywall
755,189,3,/subscribe,Payment Form
756,189,4,/welcome,Welcome Page
757,190,1,/products,Browse Product
758,190,2,/cart,Add To Cart
759,190,3,/checkout,Checkout
760,190,4,/thank-you,Purchase Success
761,191,1,/features,View Pricing
762,191,2,/register,Fill Form
763,191,3,/verify,Verify Identity
764,191,4,/dashboard,First Login
765,192,1,/products,Browse Product
766,192,2,/cart,Add To Cart
767,192,3,/checkout,Checkout
768,192,4,/thank-you,Purchase Success
769,193,1,/products,Browse Product
770,193,2,/cart,Add To Cart
771,193,3,/checkout,Checkout
772,193,4,/thank-you,Purchase Success
773,194,1,/products,Browse Product
774,194,2,/cart,Add To Cart
775,194,3,/checkout,Checkout
776,194,4,/thank-you,Purchase Success
777,195,1,/articles,Read Content
778,195,2,/paywall,Trigger Paywall
779,195,3,/subscribe,Payment Form
780,195,4,/welcome,Welcome Page
781,196,1,/features,View Pricing
782,196,2,/register,Fill Form
783,196,3,/verify,Verify Identity
784,196,4,/dashboard,First Login
785,197,1,/features,View Pricing
786,197,2,/register,Fill Form
787,197,3,/verify,Verify Identity
788,197,4,/dashboard,First Login
789,198,1,/articles,Read Content
790,198,2,/paywall,Trigger Paywall
791,198,3,/subscribe,Payment Form
792,198,4,/welcome,Welcome Page
793,199,1,/features,View Pricing
794,199,2,/register,Fill Form
795,199,3,/verify,Verify Identity
796,199,4,/dashboard,First Login
797,200,1,/products,Browse Product
798,200,2,/cart,Add To Cart
799,200,3,/checkout,Checkout
800,200,4,/thank-you,Purchase Success
801,201,1,/products,Browse Product
802,201,2,/cart,Add To Cart
803,201,3,/checkout,Checkout
804,201,4,/thank-you,Purchase Success
805,202,1,/articles,Read Content
806,202,2,/paywall,Trigger Paywall
807,202,3,/subscribe,Payment Form
808,202,4,/welcome,Welcome Page
809,203,1,/articles,Read Content
810,203,2,/paywall,Trigger Paywall
811,203,3,/subscribe,Payment Form
812,203,4,/welcome,Welcome Page
813,204,1,/features,View Pricing
814,204,2,/register,Fill Form
815,204,3,/verify,Verify Identity
816,204,4,/dashboard,First Login
817,205,1,/features,View Pricing
818,205,2,/register,Fill Form
819,205,3,/verify,Verify Identity
820,205,4,/dashboard,First Login
821,206,1,/articles,Read Content
822,206,2,/paywall,Trigger Paywall
823,206,3,/subscribe,Payment Form
824,206,4,/welcome,Welcome Page
825,207,1,/articles,Read Content
826,207,2,/paywall,Trigger Paywall
827,207,3,/subscribe,Payment Form
828,207,4,/welcome,Welcome Page
829,208,1,/features,View Pricing
830,208,2,/register,Fill Form
831,208,3,/verify,Verify Identity
832,208,4,/dashboard,First Login
833,209,1,/articles,Read Content
