id,crm_customer_id,order_number,status,total_cents,currency,placed_at
26,2,ORD-2025-0002-024,cancelled,690923,USD,2025-04-30 01:35:39
27,2,ORD-2025-0002-025,cancelled,1488284,USD,2025-04-25 10:17:06
28,2,ORD-2025-0002-026,cancelled,714042,USD,2025-05-08 02:03:12
29,2,ORD-2025-0002-027,completed,932936,USD,2025-05-09 10:06:41
30,2,ORD-2025-0002-028,cancelled,382051,USD,2025-05-12 22:33:41
31,2,ORD-2025-0002-029,completed,374945,USD,2025-05-02 23:48:51
32,2,ORD-2025-0002-030,completed,618130,USD,2025-05-01 22:39:55
33,2,ORD-2025-0002-031,completed,862756,USD,2025-05-01 16:53:07
34,2,ORD-2025-0002-032,processing,1482603,USD,2025-04-26 03:59:45
35,2,ORD-2025-0002-033,cancelled,208971,USD,2025-04-26 06:24:05
36,2,ORD-2025-0002-034,completed,2375873,USD,2025-05-13 19:54:20
37,2,ORD-2025-0002-035,completed,935921,USD,2025-04-24 19:58:17
38,2,ORD-2025-0002-036,completed,1534393,USD,2025-05-06 18:20:00
39,2,ORD-2025-0002-037,completed,1106295,USD,2025-05-11 12:26:46
40,2,ORD-2025-0002-038,completed,1387910,USD,2025-05-10 17:35:06
41,2,ORD-2025-0002-039,shipped,937930,USD,2025-04-22 23:43:49
42,2,ORD-2025-0002-040,shipped,500416,USD,2025-05-04 12:39:21
43,2,ORD-2025-0002-041,processing,550031,USD,2025-04-22 00:37:30
44,2,ORD-2025-0002-042,shipped,1330619,USD,2025-05-12 01:05:12
45,3,ORD-2026-0003-000,completed,8999,USD,2026-04-11 06:37:32
46,3,ORD-2026-0003-001,completed,1299,USD,2026-04-05 15:08:21
47,4,ORD-2025-0004-000,completed,9998,USD,2025-05-01 11:43:36
48,4,ORD-2025-0004-001,shipped,29998,USD,2025-04-12 20:01:05
49,5,ORD-2024-0005-000,completed,6298,USD,2024-09-15 03:39:18
50,5,ORD-2024-0005-001,processing,89997,USD,2024-10-03 10:28:20
51,7,ORD-2025-0007-000,completed,33896,USD,2025-01-26 12:24:42
52,7,ORD-2025-0007-001,processing,29999,USD,2025-01-07 10:51:19
53,7,ORD-2025-0007-002,cancelled,4999,USD,2025-01-03 16:07:20
54,7,ORD-2025-0007-003,completed,89997,USD,2025-01-07 05:47:49
55,8,ORD-2025-0008-000,cancelled,17998,USD,2025-10-07 17:42:00
56,9,ORD-2024-0009-000,completed,89997,USD,2024-07-12 02:57:59
57,10,ORD-2026-0010-000,cancelled,77995,USD,2026-04-14 14:01:16
58,12,ORD-2025-0012-000,processing,14999,USD,2025-02-26 14:56:35
59,13,ORD-2025-0013-000,shipped,149995,USD,2025-07-05 16:37:58
60,15,ORD-2025-0015-000,completed,1299,USD,2025-07-05 16:57:18
61,15,ORD-2025-0015-001,cancelled,9998,USD,2025-07-03 21:03:25
62,17,ORD-2024-0017-000,completed,8999,USD,2024-10-22 09:21:09
63,18,ORD-2025-0018-000,completed,69996,USD,2025-10-03 14:47:32
64,19,ORD-2024-0019-000,completed,17998,USD,2024-08-12 23:36:28
65,20,ORD-2026-0020-000,completed,36995,USD,2026-05-22 11:05:57
66,20,ORD-2026-0020-001,cancelled,29998,USD,2026-05-07 23:38:45
67,20,ORD-2026-0020-002,completed,8999,USD,2026-05-03 16:18:52
68,20,ORD-2026-0020-003,processing,23996,USD,2026-05-12 16:20:40
69,21,ORD-2025-0021-000,processing,49994,USD,2025-10-28 00:06:55
70,24,ORD-2025-0024-000,shipped,52996,USD,2025-05-02 11:40:07
71,25,ORD-2025-0025-000,processing,11597,USD,2025-09-23 03:04:27
72,25,ORD-2025-0025-001,completed,33996,USD,2025-09-12 21:13:09
73,27,ORD-2025-0027-000,shipped,8999,USD,2025-07-29 05:54:55
74,27,ORD-2025-0027-001,completed,6298,USD,2025-08-09 03:06:39
75,28,ORD-2025-0028-000,completed,18997,USD,2025-02-27 17:44:11
76,29,ORD-2026-0029-000,cancelled,20296,USD,2026-04-28 03:29:37
77,30,ORD-2025-0030-000,completed,29998,USD,2025-10-24 21:44:15
78,30,ORD-2025-0030-001,completed,24997,USD,2025-11-03 13:31:25
79,31,ORD-2026-0031-000,cancelled,8896,USD,2026-03-27 16:24:58
80,31,ORD-2026-0031-001,completed,29999,USD,2026-04-08 12:52:25
81,31,ORD-2026-0031-002,cancelled,19297,USD,2026-03-23 03:57:41
82,32,ORD-2025-0032-000,cancelled,84995,USD,2025-09-28 14:32:00
83,32,ORD-2025-0032-001,completed,44995,USD,2025-10-07 23:05:21
84,32,ORD-2025-0032-002,shipped,14999,USD,2025-09-29 10:46:21
85,33,ORD-2026-0033-000,completed,92595,USD,2026-04-29 05:02:17
86,34,ORD-2024-0034-000,processing,14999,USD,2024-07-23 23:45:46
87,34,ORD-2024-0034-001,completed,59997,USD,2024-07-19 01:28:47
88,35,ORD-2025-0035-000,completed,59998,USD,2025-01-11 22:15:46
89,35,ORD-2025-0035-001,processing,11597,USD,2025-01-31 05:17:43
90,35,ORD-2025-0035-002,processing,59998,USD,2025-01-19 22:40:48
91,36,ORD-2026-0036-000,completed,18997,USD,2026-02-16 21:28:57
92,37,ORD-2026-0037-000,completed,56996,USD,2026-05-15 11:55:54
93,37,ORD-2026-0037-001,completed,69994,USD,2026-05-26 02:14:52
94,38,ORD-2024-0038-000,completed,20596,USD,2024-12-27 23:29:24
95,38,ORD-2024-0038-001,completed,24995,USD,2024-12-31 00:36:18
96,38,ORD-2024-0038-002,completed,11297,USD,2025-01-03 00:37:03
97,39,ORD-2026-0039-000,completed,8999,USD,2026-05-03 10:20:02
98,39,ORD-2026-0039-001,completed,8999,USD,2026-04-13 17:46:51
99,40,ORD-2025-0040-000,completed,59998,USD,2025-03-14 09:01:09
100,41,ORD-2024-0041-000,completed,32596,USD,2024-07-16 01:52:43
101,41,ORD-2024-0041-001,completed,87994,USD,2024-07-09 21:27:23
102,42,ORD-2024-0042-000,completed,14999,USD,2025-01-19 10:55:47
103,42,ORD-2024-0042-001,cancelled,9998,USD,2025-01-11 20:14:07
104,44,ORD-2025-0044-000,completed,22594,USD,2025-11-02 01:35:39
105,44,ORD-2025-0044-001,shipped,26997,USD,2025-11-10 14:42:29
106,45,ORD-2024-0045-000,completed,77996,USD,2024-11-14 03:20:23
107,45,ORD-2024-0045-001,shipped,9998,USD,2024-11-11 10:41:25
108,46,ORD-2024-0046-000,processing,94995,USD,2024-07-06 00:46:27
109,48,ORD-2025-0048-000,processing,59998,USD,2025-03-23 03:30:08
110,48,ORD-2025-0048-001,cancelled,1299,USD,2025-04-06 13:19:18
111,49,ORD-2025-0049-000,completed,29999,USD,2025-03-16 05:47:49
112,49,ORD-2025-0049-001,processing,9998,USD,2025-03-24 22:33:56
113,50,ORD-2024-0050-000,completed,10298,USD,2024-09-18 10:23:47
114,50,ORD-2024-0050-001,processing,89995,USD,2024-09-10 05:01:39
115,51,ORD-2025-0051-000,completed,29996,USD,2025-10-20 12:48:06
116,53,ORD-2025-0053-000,completed,17998,USD,2025-12-21 11:29:15
117,53,ORD-2025-0053-001,processing,36297,USD,2025-12-02 15:35:32
118,54,ORD-2024-0054-000,processing,42995,USD,2024-09-25 05:00:58
119,54,ORD-2024-0054-001,completed,4999,USD,2024-09-16 10:15:58
120,54,ORD-2024-0054-002,cancelled,32596,USD,2024-09-21 04:22:52
121,55,ORD-2026-0055-000,completed,14999,USD,2026-04-28 17:00:13
122,56,ORD-2025-0056-000,cancelled,4999,USD,2025-07-30 05:37:25
123,56,ORD-2025-0056-001,shipped,4999,USD,2025-08-17 07:08:18
124,56,ORD-2025-0056-002,completed,1299,USD,2025-08-16 11:54:00
125,56,ORD-2025-0056-003,cancelled,24997,USD,2025-07-31 02:27:07
126,57,ORD-2025-0057-000,processing,64997,USD,2025-11-04 01:42:04
127,57,ORD-2025-0057-001,shipped,8896,USD,2025-10-30 21:37:00
128,59,ORD-2026-0059-000,processing,39996,USD,2026-04-06 21:24:24
129,59,ORD-2026-0059-001,shipped,59998,USD,2026-03-28 18:15:18
130,59,ORD-2026-0059-002,completed,29999,USD,2026-03-29 20:39:55
131,60,ORD-2025-0060-000,completed,29999,USD,2025-09-03 07:52:52
132,61,ORD-2025-0061-000,completed,7597,USD,2025-12-30 09:17:33
133,62,ORD-2025-0062-000,completed,38998,USD,2025-03-10 04:00:51
134,62,ORD-2025-0062-001,processing,9998,USD,2025-03-10 19:34:23
135,62,ORD-2025-0062-002,processing,22997,USD,2025-02-28 21:07:36
136,63,ORD-2026-0063-000,completed,8999,USD,2026-03-20 21:54:43
137,64,ORD-2024-0064-000,completed,57995,USD,2024-07-24 16:17:02
138,66,ORD-2024-0066-000,completed,9998,USD,2024-08-26 00:30:15
139,66,ORD-2024-0066-001,processing,29999,USD,2024-08-27 20:12:00
140,66,ORD-2024-0066-002,shipped,69995,USD,2024-08-18 06:52:47
141,67,ORD-2024-0067-000,completed,2598,USD,2024-08-06 11:37:41
142,68,ORD-2026-0068-000,cancelled,17595,USD,2026-03-13 11:21:17
143,68,ORD-2026-0068-001,cancelled,9998,USD,2026-03-22 19:21:21
144,69,ORD-2024-0069-000,completed,27996,USD,2024-09-19 19:42:03
145,70,ORD-2025-0070-000,shipped,2598,USD,2025-09-03 16:05:18
146,71,ORD-2025-0071-000,completed,74995,USD,2025-02-18 12:50:15
147,71,ORD-2025-0071-001,completed,29999,USD,2025-02-05 18:22:00
148,71,ORD-2025-0071-002,completed,38997,USD,2025-02-12 12:50:12
149,72,ORD-2025-0072-000,completed,41996,USD,2025-10-04 19:59:17
150,72,ORD-2025-0072-001,cancelled,1299,USD,2025-09-29 11:32:48
151,72,ORD-2025-0072-002,processing,4999,USD,2025-10-05 18:06:28
152,73,ORD-2025-0073-000,cancelled,34998,USD,2025-05-23 13:12:45
153,74,ORD-2026-0074-000,completed,68997,USD,2026-05-06 06:04:48
154,75,ORD-2025-0075-000,completed,4999,USD,2025-08-15 12:17:13
155,76,ORD-2025-0076-000,completed,17998,USD,2025-10-01 22:42:56
156,76,ORD-2025-0076-001,cancelled,2598,USD,2025-09-29 20:03:09
157,76,ORD-2025-0076-002,cancelled,59998,USD,2025-10-15 05:34:45
158,76,ORD-2025-0076-003,completed,14999,USD,2025-10-11 20:25:14
159,79,ORD-2025-0079-000,completed,19297,USD,2025-03-19 23:22:54
160,79,ORD-2025-0079-001,cancelled,29998,USD,2025-03-17 19:49:07
161,79,ORD-2025-0079-002,shipped,16298,USD,2025-03-25 03:55:59
162,80,ORD-2025-0080-000,completed,74996,USD,2025-05-31 14:56:03
163,80,ORD-2025-0080-001,cancelled,29999,USD,2025-06-01 11:32:00
164,80,ORD-2025-0080-002,completed,59998,USD,2025-05-27 05:16:05
165,81,ORD-2025-0081-000,processing,78995,USD,2025-06-06 15:44:20
166,81,ORD-2025-0081-001,shipped,89996,USD,2025-05-24 02:20:34
167,82,ORD-2025-0082-000,processing,69994,USD,2025-04-19 16:35:56
168,82,ORD-2025-0082-001,completed,94996,USD,2025-04-11 03:58:02
169,82,ORD-2025-0082-002,completed,89997,USD,2025-04-04 07:18:57
170,83,ORD-2024-0083-000,completed,17597,USD,2024-09-12 23:58:54
171,84,ORD-2025-0084-000,cancelled,725930,USD,2025-03-02 08:56:26
172,84,ORD-2025-0084-001,processing,1221935,USD,2025-02-28 06:10:24
173,84,ORD-2025-0084-002,completed,1241929,USD,2025-02-22 09:15:59
174,84,ORD-2025-0084-003,completed,961138,USD,2025-03-13 21:53:07
175,84,ORD-2025-0084-004,cancelled,809968,USD,2025-03-01 00:53:18
176,84,ORD-2025-0084-005,cancelled,788945,USD,2025-02-25 03:00:55
177,84,ORD-2025-0084-006,completed,1700394,USD,2025-03-01 07:04:56
178,84,ORD-2025-0084-007,shipped,1009624,USD,2025-02-24 06:28:21
179,84,ORD-2025-0084-008,completed,938614,USD,2025-03-12 20:30:21
180,84,ORD-2025-0084-009,cancelled,431333,USD,2025-03-08 19:02:02
181,84,ORD-2025-0084-010,completed,1046317,USD,2025-03-07 22:36:47
182,84,ORD-2025-0084-011,completed,358763,USD,2025-02-28 18:21:08
183,84,ORD-2025-0084-012,completed,281546,USD,2025-03-10 06:45:29
184,84,ORD-2025-0084-013,completed,1074907,USD,2025-03-02 03:24:50
185,84,ORD-2025-0084-014,processing,216446,USD,2025-03-13 22:59:16
186,84,ORD-2025-0084-015,completed,1174609,USD,2025-02-22 14:47:54
187,84,ORD-2025-0084-016,completed,550563,USD,2025-02-27 21:48:18
188,84,ORD-2025-0084-017,completed,1299901,USD,2025-02-21 21:34:59
189,84,ORD-2025-0084-018,cancelled,794919,USD,2025-02-24 14:34:53
190,84,ORD-2025-0084-019,shipped,1127912,USD,2025-03-02 08:18:07
191,84,ORD-2025-0084-020,completed,872616,USD,2025-02-26 08:52:24
192,84,ORD-2025-0084-021,processing,858728,USD,2025-03-05 22:55:28
193,84,ORD-2025-0084-022,processing,445938,USD,2025-02-25 15:15:12
194,84,ORD-2025-0084-023,cancelled,1262002,USD,2025-03-13 09:09:33
195,84,ORD-2025-0084-024,completed,353974,USD,2025-03-11 16:40:47
196,84,ORD-2025-0084-025,cancelled,776432,USD,2025-03-06 08:52:09
197,84,ORD-2025-0084-026,processing,1679908,USD,2025-03-07 06:41:57
198,84,ORD-2025-0084-027,processing,871530,USD,2025-03-11 13:30:14
199,84,ORD-2025-0084-028,completed,1326913,USD,2025-02-25 01:55:53
200,84,ORD-2025-0084-029,completed,800957,USD,2025-02-23 08:41:50
201,84,ORD-2025-0084-030,completed,1031944,USD,2025-03-11 06:56:39
202,84,ORD-2025-0084-031,completed,1143926,USD,2025-03-08 17:16:30
203,84,ORD-2025-0084-032,completed,998936,USD,2025-02-27 23:31:21
204,84,ORD-2025-0084-033,completed,348140,USD,2025-03-06 06:01:00
205,84,ORD-2025-0084-034,cancelled,1319291,USD,2025-02-22 00:11:11
206,84,ORD-2025-0084-035,processing,902935,USD,2025-03-12 23:17:30
207,84,ORD-2025-0084-036,completed,614955,USD,2025-03-09 13:28:55
208,84,ORD-2025-0084-037,shipped,835912,USD,2025-03-07 06:37:43
209,84,ORD-2025-0084-038,cancelled,745938,USD,2025-03-09 01:46:33
210,84,ORD-2025-0084-039,completed,834960,USD,2025-03-06 12:52:52
211,84,ORD-2025-0084-040,cancelled,943936,USD,2025-02-26 12:21:05
212,84,ORD-2025-0084-041,completed,408047,USD,2025-03-02 01:06:58
213,84,ORD-2025-0084-042,processing,930943,USD,2025-02-21 07:01:13
214,84,ORD-2025-0084-043,cancelled,479966,USD,2025-03-09 08:08:11
215,84,ORD-2025-0084-044,processing,571124,USD,2025-03-14 04:17:28
216,84,ORD-2025-0084-045,processing,344959,USD,2025-02-26 19:36:12
217,84,ORD-2025-0084-046,completed,1164930,USD,2025-03-05 19:34:46
218,84,ORD-2025-0084-047,completed,668954,USD,2025-03-04 23:47:14
219,84,ORD-2025-0084-048,cancelled,249663,USD,2025-02-28 05:09:56
220,84,ORD-2025-0084-049,completed,1462200,USD,2025-02-22 01:38:34
221,84,ORD-2025-0084-050,shipped,1097717,USD,2025-03-11 14:46:43
222,84,ORD-2025-0084-051,shipped,281755,USD,2025-03-04 12:55:01
223,84,ORD-2025-0084-052,completed,1087431,USD,2025-03-08 13:17:18
224,84,ORD-2025-0084-053,cancelled,1348505,USD,2025-03-13 17:46:50
225,84,ORD-2025-0084-054,completed,859938,USD,2025-03-13 11:23:19
226,84,ORD-2025-0084-055,completed,420566,USD,2025-03-16 15:39:00
227,84,ORD-2025-0084-056,completed,686939,USD,2025-02-26 11:48:47
228,84,ORD-2025-0084-057,completed,558348,USD,2025-03-10 12:51:54
229,84,ORD-2025-0084-058,completed,202973,USD,2025-03-12 06:49:30
230,84,ORD-2025-0084-059,completed,1911505,USD,2025-02-20 22:18:33
231,84,ORD-2025-0084-060,cancelled,320563,USD,2025-03-01 19:47:39
232,84,ORD-2025-0084-061,processing,1364613,USD,2025-03-10 10:05:11
233,84,ORD-2025-0084-062,shipped,1015932,USD,2025-03-15 01:00:49
234,84,ORD-2025-0084-063,cancelled,704962,USD,2025-03-01 09:53:54
235,84,ORD-2025-0084-064,completed,380965,USD,2025-02-22 10:48:55
236,84,ORD-2025-0084-065,cancelled,1090696,USD,2025-02-22 11:36:13
237,84,ORD-2025-0084-066,processing,788941,USD,2025-03-15 22:30:41
238,84,ORD-2025-0084-067,completed,576939,USD,2025-03-13 13:08:33
239,84,ORD-2025-0084-068,cancelled,1030232,USD,2025-02-28 11:51:35
240,84,ORD-2025-0084-069,completed,652395,USD,2025-02-25 22:50:02
241,84,ORD-2025-0084-070,completed,632968,USD,2025-02-22 18:46:40
242,84,ORD-2025-0084-071,processing,1331903,USD,2025-02-21 16:43:51
243,84,ORD-2025-0084-072,completed,669942,USD,2025-03-16 02:13:50
244,85,ORD-2024-0085-000,completed,4999,USD,2024-09-24 10:09:51
245,89,ORD-2025-0089-000,completed,91295,USD,2025-11-10 05:57:30
246,89,ORD-2025-0089-001,completed,107994,USD,2025-11-26 02:44:39
247,91,ORD-2025-0091-000,processing,2598,USD,2025-09-29 01:58:50
248,93,ORD-2026-0093-000,shipped,8999,USD,2026-02-06 13:02:54
249,93,ORD-2026-0093-001,completed,59998,USD,2026-01-27 20:41:37
250,93,ORD-2026-0093-002,processing,29999,USD,2026-01-26 00:24:26
251,93,ORD-2026-0093-003,shipped,29998,USD,2026-01-26 08:17:01
252,94,ORD-2024-0094-000,shipped,29998,USD,2024-07-26 03:38:40
253,97,ORD-2024-0097-000,processing,61297,USD,2024-10-12 10:58:17
254,97,ORD-2024-0097-001,completed,24995,USD,2024-10-18 15:12:22
255,97,ORD-2024-0097-002,completed,129994,USD,2024-10-17 02:58:27
256,97,ORD-2024-0097-003,completed,41295,USD,2024-10-08 17:51:39
257,98,ORD-2025-0098-000,completed,48995,USD,2025-12-23 13:41:21
258,98,ORD-2025-0098-001,completed,31297,USD,2025-12-15 14:41:34
259,100,ORD-2024-0100-000,completed,61296,USD,2024-09-01 15:01:28
260,100,ORD-2024-0100-001,completed,31298,USD,2024-08-30 13:14:07
261,101,ORD-2024-0101-000,completed,4999,USD,2024-07-25 11:50:50
262,101,ORD-2024-0101-001,shipped,19297,USD,2024-07-17 05:46:10
263,101,ORD-2024-0101-002,completed,77994,USD,2024-07-14 16:55:21
264,102,ORD-2024-0102-000,completed,8999,USD,2024-10-21 16:16:55
265,103,ORD-2025-0103-000,completed,24995,USD,2025-09-17 04:04:52
266,104,ORD-2024-0104-000,completed,61297,USD,2024-11-22 10:24:03
267,104,ORD-2024-0104-001,completed,17998,USD,2024-12-03 03:19:39
268,104,ORD-2024-0104-002,cancelled,14997,USD,2024-11-27 07:16:42
269,105,ORD-2025-0105-000,completed,4999,USD,2025-03-13 01:25:43
270,105,ORD-2025-0105-001,cancelled,31298,USD,2025-03-01 19:09:38
271,105,ORD-2025-0105-002,completed,32596,USD,2025-03-17 19:13:57
272,107,ORD-2026-0107-000,shipped,17998,USD,2026-01-12 01:28:34
273,107,ORD-2026-0107-001,completed,2598,USD,2026-01-24 16:48:36
274,108,ORD-2024-0108-000,shipped,4999,USD,2024-07-26 05:35:57
275,110,ORD-2024-0110-000,completed,2598,USD,2024-09-03 08:04:15
276,111,ORD-2024-0111-000,cancelled,68997,USD,2024-09-05 15:27:13
277,111,ORD-2024-0111-001,completed,32997,USD,2024-08-31 20:23:54
278,112,ORD-2024-0112-000,processing,595950,USD,2024-11-09 01:54:51
279,112,ORD-2024-0112-001,completed,1600924,USD,2024-11-06 20:10:58
280,112,ORD-2024-0112-002,shipped,884934,USD,2024-10-28 00:37:25
281,112,ORD-2024-0112-003,completed,869828,USD,2024-11-07 08:57:01
282,112,ORD-2024-0112-004,completed,639729,USD,2024-11-03 01:26:25
283,112,ORD-2024-0112-005,completed,469512,USD,2024-11-11 19:04:44
284,112,ORD-2024-0112-006,completed,765538,USD,2024-10-27 00:14:07
285,112,ORD-2024-0112-007,completed,895224,USD,2024-11-01 01:04:56
286,112,ORD-2024-0112-008,completed,599962,USD,2024-11-04 21:01:12
287,112,ORD-2024-0112-009,completed,1160939,USD,2024-11-03 03:43:13
288,112,ORD-2024-0112-010,shipped,666452,USD,2024-11-02 22:10:18
289,112,ORD-2024-0112-011,processing,647920,USD,2024-11-03 17:37:50
290,112,ORD-2024-0112-012,completed,939930,USD,2024-11-11 02:09:49
291,112,ORD-2024-0112-013,completed,773944,USD,2024-11-03 14:58:07
292,112,ORD-2024-0112-014,cancelled,1093314,USD,2024-10-27 06:30:09
293,112,ORD-2024-0112-015,shipped,514461,USD,2024-10-31 15:59:07
294,112,ORD-2024-0112-016,completed,649449,USD,2024-11-15 13:41:45
295,112,ORD-2024-0112-017,processing,1656996,USD,2024-11-16 16:14:06
296,112,ORD-2024-0112-018,processing,1263894,USD,2024-11-12 20:03:57
297,112,ORD-2024-0112-019,completed,1349948,USD,2024-11-12 08:32:28
298,112,ORD-2024-0112-020,completed,305551,USD,2024-10-30 06:08:12
299,112,ORD-2024-0112-021,completed,813156,USD,2024-11-13 18:38:35
300,112,ORD-2024-0112-022,cancelled,949951,USD,2024-10-27 02:40:59
301,112,ORD-2024-0112-023,completed,908515,USD,2024-10-25 20:31:21
302,112,ORD-2024-0112-024,completed,1064947,USD,2024-11-12 05:25:02
303,112,ORD-2024-0112-025,shipped,497960,USD,2024-10-30 03:25:00
304,112,ORD-2024-0112-026,cancelled,1139962,USD,2024-10-26 20:26:27
305,112,ORD-2024-0112-027,shipped,933330,USD,2024-10-25 04:43:20
306,112,ORD-2024-0112-028,cancelled,747804,USD,2024-11-12 06:10:38
307,112,ORD-2024-0112-029,completed,446441,USD,2024-10-30 04:29:53
308,112,ORD-2024-0112-030,completed,1191696,USD,2024-11-05 05:12:39
309,112,ORD-2024-0112-031,completed,384073,USD,2024-11-01 00:07:38
310,112,ORD-2024-0112-032,completed,1295973,USD,2024-10-25 04:12:11
311,112,ORD-2024-0112-033,completed,1182744,USD,2024-11-14 06:39:42
312,112,ORD-2024-0112-034,completed,950941,USD,2024-11-13 06:39:08
313,112,ORD-2024-0112-035,completed,242039,USD,2024-10-31 02:12:48
314,112,ORD-2024-0112-036,completed,538933,USD,2024-10-27 05:24:16
315,112,ORD-2024-0112-037,cancelled,812950,USD,2024-11-13 00:02:01
316,112,ORD-2024-0112-038,completed,689974,USD,2024-10-31 21:21:41
317,112,ORD-2024-0112-039,completed,1279492,USD,2024-11-12 19:15:08
318,112,ORD-2024-0112-040,cancelled,719186,USD,2024-11-16 04:11:13
319,112,ORD-2024-0112-041,shipped,1029926,USD,2024-10-31 21:38:43
320,112,ORD-2024-0112-042,shipped,283966,USD,2024-10-26 10:37:50
321,112,ORD-2024-0112-043,processing,617243,USD,2024-11-10 05:47:37
322,112,ORD-2024-0112-044,cancelled,246964,USD,2024-11-14 17:56:00
323,112,ORD-2024-0112-045,cancelled,786513,USD,2024-10-26 09:24:48
324,112,ORD-2024-0112-046,cancelled,988925,USD,2024-11-14 17:21:59
325,112,ORD-2024-0112-047,completed,395567,USD,2024-10-27 14:09:27
326,113,ORD-2025-0113-000,processing,9998,USD,2025-02-13 00:56:57
327,113,ORD-2025-0113-001,completed,37295,USD,2025-02-11 16:42:01
328,114,ORD-2025-0114-000,cancelled,68996,USD,2025-12-15 13:12:50
329,116,ORD-2024-0116-000,completed,31298,USD,2024-08-11 01:23:12
330,116,ORD-2024-0116-001,completed,32597,USD,2024-08-07 11:00:52
331,118,ORD-2024-0118-000,processing,98996,USD,2024-09-03 02:00:53
332,120,ORD-2025-0120-000,processing,1187922,USD,2025-03-07 18:38:34
333,120,ORD-2025-0120-001,completed,406949,USD,2025-03-08 00:12:52
334,120,ORD-2025-0120-002,completed,856859,USD,2025-02-20 01:27:04
335,120,ORD-2025-0120-003,completed,1141103,USD,2025-02-13 16:58:01
336,120,ORD-2025-0120-004,completed,266267,USD,2025-03-03 00:41:34
337,120,ORD-2025-0120-005,completed,1471288,USD,2025-03-06 12:28:22
338,120,ORD-2025-0120-006,completed,903943,USD,2025-02-23 22:28:10
339,120,ORD-2025-0120-007,cancelled,640249,USD,2025-03-03 22:05:25
340,120,ORD-2025-0120-008,processing,515043,USD,2025-02-14 23:51:28
341,120,ORD-2025-0120-009,completed,975379,USD,2025-03-06 13:05:27
342,120,ORD-2025-0120-010,shipped,869956,USD,2025-02-20 20:32:53
343,120,ORD-2025-0120-011,completed,1151942,USD,2025-02-23 15:21:46
344,120,ORD-2025-0120-012,processing,140365,USD,2025-02-28 23:16:10
345,120,ORD-2025-0120-013,shipped,403939,USD,2025-03-01 11:57:17
346,120,ORD-2025-0120-014,completed,1054917,USD,2025-02-20 22:57:42
347,120,ORD-2025-0120-015,cancelled,589716,USD,2025-02-21 20:18:07
348,120,ORD-2025-0120-016,processing,263347,USD,2025-02-26 04:24:42
349,120,ORD-2025-0120-017,processing,759952,USD,2025-03-01 06:42:40
350,120,ORD-2025-0120-018,completed,440309,USD,2025-02-28 18:16:14
351,120,ORD-2025-0120-019,shipped,987906,USD,2025-02-21 11:09:00
352,120,ORD-2025-0120-020,processing,1256114,USD,2025-03-03 19:03:26
353,120,ORD-2025-0120-021,cancelled,1124334,USD,2025-02-14 03:23:29
354,120,ORD-2025-0120-022,shipped,963903,USD,2025-03-02 13:39:05
355,120,ORD-2025-0120-023,completed,1638995,USD,2025-02-26 22:34:16
356,120,ORD-2025-0120-024,completed,766741,USD,2025-02-18 12:21:03
357,120,ORD-2025-0120-025,shipped,292838,USD,2025-02-25 08:33:21
358,120,ORD-2025-0120-026,completed,982304,USD,2025-03-01 10:59:20
359,120,ORD-2025-0120-027,processing,944521,USD,2025-02-18 04:43:14
360,120,ORD-2025-0120-028,cancelled,830957,USD,2025-02-14 14:20:48
