id,crm_customer_id,channel,campaign_name,touched_at,converted
88,23,email,Spring Clearance Flash,2024-09-11 13:45:52,1
89,24,sms,Loyalty Rewards Migration,2025-06-05 15:45:42,1
90,24,paid_search,Re-engagement Push 2026,2025-05-13 15:44:03,1
91,24,paid_search,Abandoned Cart Reminder,2025-05-14 21:01:38,0
92,24,email,Abandoned Cart Reminder,2025-06-07 22:36:13,1
93,24,social_media,Holiday VIP Early Access,2025-06-13 06:59:51,0
94,25,email,Abandoned Cart Reminder,2025-10-15 21:47:50,0
95,25,retargeting_ad,Loyalty Rewards Migration,2025-10-28 22:33:27,0
96,26,social_media,Abandoned Cart Reminder,2025-08-16 06:47:45,1
97,26,retargeting_ad,Abandoned Cart Reminder,2025-09-11 12:07:19,0
98,26,social_media,Abandoned Cart Reminder,2025-10-04 04:19:49,1
99,27,social_media,Holiday VIP Early Access,2025-08-13 12:20:11,0
100,28,paid_search,Re-engagement Push 2026,2025-03-02 07:49:20,1
101,28,retargeting_ad,Abandoned Cart Reminder,2025-04-06 11:06:10,1
102,28,sms,Spring Clearance Flash,2025-04-06 07:25:41,1
103,28,email,Abandoned Cart Reminder,2025-04-05 19:32:56,0
104,29,social_media,Spring Clearance Flash,2026-06-04 04:33:36,0
105,30,social_media,Loyalty Rewards Migration,2025-10-18 17:32:41,1
106,30,email,Loyalty Rewards Migration,2025-10-17 02:37:57,1
107,31,email,Re-engagement Push 2026,2026-03-29 22:16:54,1
108,31,sms,Re-engagement Push 2026,2026-04-22 03:22:57,0
109,32,sms,Spring Clearance Flash,2025-09-27 09:40:04,0
110,32,paid_search,Spring Clearance Flash,2025-10-21 15:24:37,1
111,32,retargeting_ad,Holiday VIP Early Access,2025-10-31 18:34:03,1
112,32,sms,Re-engagement Push 2026,2025-10-30 22:42:36,1
113,33,email,Spring Clearance Flash,2026-06-04 00:58:34,0
114,34,email,Spring Clearance Flash,2024-08-29 17:25:22,0
115,34,sms,Abandoned Cart Reminder,2024-08-27 04:32:46,0
116,34,social_media,Spring Clearance Flash,2024-08-29 03:17:03,1
117,34,email,Loyalty Rewards Migration,2024-07-08 03:17:17,1
118,35,retargeting_ad,Holiday VIP Early Access,2025-03-03 23:25:12,0
119,36,email,Holiday VIP Early Access,2026-02-19 15:08:35,0
120,37,paid_search,Spring Clearance Flash,2026-06-12 16:17:10,0
121,38,sms,Re-engagement Push 2026,2025-02-12 08:41:22,0
122,38,social_media,Re-engagement Push 2026,2025-02-10 05:17:23,0
123,39,sms,Loyalty Rewards Migration,2026-06-07 23:52:16,0
124,39,sms,Holiday VIP Early Access,2026-05-17 07:56:47,1
125,40,retargeting_ad,Loyalty Rewards Migration,2025-04-15 06:44:51,0
126,40,paid_search,Loyalty Rewards Migration,2025-03-29 23:57:08,0
127,40,paid_search,Re-engagement Push 2026,2025-04-14 15:57:07,1
128,40,sms,Holiday VIP Early Access,2025-04-10 09:47:56,0
129,41,retargeting_ad,Holiday VIP Early Access,2024-07-07 16:36:06,0
130,41,sms,Re-engagement Push 2026,2024-08-19 16:51:19,0
131,41,email,Spring Clearance Flash,2024-07-28 06:55:26,1
132,41,social_media,Loyalty Rewards Migration,2024-08-23 11:53:35,1
133,41,email,Abandoned Cart Reminder,2024-08-05 11:32:07,0
134,42,paid_search,Loyalty Rewards Migration,2025-01-03 09:02:17,0
135,42,retargeting_ad,Re-engagement Push 2026,2025-01-16 11:18:24,0
136,43,email,Abandoned Cart Reminder,2025-01-15 14:30:42,1
137,44,sms,Loyalty Rewards Migration,2025-11-17 20:41:45,1
138,45,email,Re-engagement Push 2026,2024-12-11 20:53:16,1
139,45,sms,Holiday VIP Early Access,2024-11-23 21:25:34,0
140,45,sms,Spring Clearance Flash,2024-11-12 18:54:11,1
141,45,email,Abandoned Cart Reminder,2024-12-23 01:14:10,0
142,46,paid_search,Abandoned Cart Reminder,2024-07-24 07:07:41,0
143,46,sms,Re-engagement Push 2026,2024-07-29 19:56:56,0
144,47,email,Abandoned Cart Reminder,2026-03-25 06:16:42,1
145,47,sms,Holiday VIP Early Access,2026-04-15 03:01:59,1
146,47,sms,Loyalty Rewards Migration,2026-04-30 11:21:25,0
147,47,email,Loyalty Rewards Migration,2026-04-05 10:09:42,0
148,47,retargeting_ad,Holiday VIP Early Access,2026-04-05 00:44:32,0
149,48,sms,Re-engagement Push 2026,2025-04-30 05:20:46,1
150,49,sms,Spring Clearance Flash,2025-04-24 05:37:46,0
151,49,sms,Spring Clearance Flash,2025-04-09 04:31:28,0
152,49,email,Holiday VIP Early Access,2025-03-16 19:23:57,1
153,49,paid_search,Loyalty Rewards Migration,2025-03-14 20:24:59,0
154,49,email,Spring Clearance Flash,2025-03-08 21:03:18,0
155,50,social_media,Re-engagement Push 2026,2024-10-22 12:37:50,1
156,51,social_media,Spring Clearance Flash,2025-12-09 12:51:41,1
157,51,email,Spring Clearance Flash,2025-11-20 00:28:37,0
158,52,social_media,Loyalty Rewards Migration,2025-10-24 06:11:45,1
159,52,paid_search,Re-engagement Push 2026,2025-11-05 23:09:42,0
160,52,sms,Holiday VIP Early Access,2025-09-28 15:32:45,1
161,52,paid_search,Spring Clearance Flash,2025-10-15 17:01:08,0
162,53,social_media,Holiday VIP Early Access,2025-12-31 23:36:22,0
163,53,retargeting_ad,Abandoned Cart Reminder,2026-01-22 08:25:06,0
164,53,sms,Abandoned Cart Reminder,2026-01-19 08:35:57,0
165,53,sms,Re-engagement Push 2026,2026-01-17 14:48:10,0
166,54,social_media,Holiday VIP Early Access,2024-11-05 15:32:21,1
167,54,sms,Holiday VIP Early Access,2024-10-20 18:39:38,1
168,55,retargeting_ad,Holiday VIP Early Access,2026-06-11 17:07:10,0
169,55,social_media,Abandoned Cart Reminder,2026-05-01 19:19:15,0
170,55,email,Spring Clearance Flash,2026-05-02 13:14:24,1
171,55,email,Spring Clearance Flash,2026-05-01 18:01:56,0
172,55,social_media,Spring Clearance Flash,2026-06-09 18:58:46,0
173,56,email,Spring Clearance Flash,2025-08-04 04:23:46,0
174,56,retargeting_ad,Spring Clearance Flash,2025-09-09 04:08:31,1
175,56,paid_search,Re-engagement Push 2026,2025-09-24 18:37:22,1
176,57,retargeting_ad,Holiday VIP Early Access,2025-12-10 20:57:19,0
177,57,retargeting_ad,Holiday VIP Early Access,2025-11-21 10:38:56,0
178,57,sms,Abandoned Cart Reminder,2025-12-10 04:29:55,0
179,57,paid_search,Loyalty Rewards Migration,2025-12-25 03:17:40,0
180,57,sms,Spring Clearance Flash,2025-12-16 18:50:21,0
181,58,paid_search,Re-engagement Push 2026,2025-11-09 00:23:00,0
182,58,email,Re-engagement Push 2026,2025-10-18 15:30:07,0
183,59,retargeting_ad,Holiday VIP Early Access,2026-05-04 02:48:51,0
184,59,paid_search,Re-engagement Push 2026,2026-05-18 11:58:24,0
185,59,social_media,Abandoned Cart Reminder,2026-05-20 03:10:57,0
186,59,email,Spring Clearance Flash,2026-04-10 04:37:45,0
187,60,sms,Spring Clearance Flash,2025-09-21 13:38:25,1
188,60,sms,Spring Clearance Flash,2025-09-30 21:34:09,0
189,61,social_media,Abandoned Cart Reminder,2025-12-24 04:27:55,0
190,61,sms,Abandoned Cart Reminder,2026-01-27 13:24:14,1
191,62,retargeting_ad,Abandoned Cart Reminder,2025-04-15 08:01:04,0
192,62,sms,Loyalty Rewards Migration,2025-03-30 17:42:24,0
193,63,paid_search,Loyalty Rewards Migration,2026-04-04 23:19:08,0
194,63,email,Re-engagement Push 2026,2026-04-20 14:05:36,0
195,63,retargeting_ad,Holiday VIP Early Access,2026-03-15 06:54:41,0
196,63,sms,Loyalty Rewards Migration,2026-05-12 04:09:38,0
197,64,email,Re-engagement Push 2026,2024-07-22 04:05:28,1
198,64,sms,Abandoned Cart Reminder,2024-09-03 01:42:07,0
199,64,email,Holiday VIP Early Access,2024-09-02 08:20:09,1
200,64,retargeting_ad,Holiday VIP Early Access,2024-07-27 15:52:50,0
201,65,social_media,Re-engagement Push 2026,2026-02-07 16:53:03,1
202,65,social_media,Holiday VIP Early Access,2025-12-27 14:14:18,0
203,65,email,Holiday VIP Early Access,2026-02-12 20:31:44,0
204,66,social_media,Loyalty Rewards Migration,2024-08-14 09:42:35,1
205,66,sms,Spring Clearance Flash,2024-08-22 10:05:20,0
206,66,paid_search,Spring Clearance Flash,2024-08-22 07:07:59,0
207,66,sms,Abandoned Cart Reminder,2024-08-25 00:51:31,0
208,67,email,Holiday VIP Early Access,2024-08-20 17:45:49,0
209,67,sms,Re-engagement Push 2026,2024-09-23 01:52:09,1
210,67,sms,Loyalty Rewards Migration,2024-08-26 01:53:44,1
211,67,sms,Abandoned Cart Reminder,2024-09-05 12:20:59,0
212,67,sms,Loyalty Rewards Migration,2024-08-12 05:54:25,0
213,68,retargeting_ad,Spring Clearance Flash,2026-04-30 19:18:08,0
214,68,retargeting_ad,Holiday VIP Early Access,2026-04-24 21:26:11,0
215,68,sms,Holiday VIP Early Access,2026-03-05 04:51:43,0
216,68,paid_search,Loyalty Rewards Migration,2026-04-06 18:38:44,0
217,68,email,Abandoned Cart Reminder,2026-03-31 10:37:27,0
218,69,sms,Abandoned Cart Reminder,2024-10-06 00:03:46,0
219,69,retargeting_ad,Spring Clearance Flash,2024-09-02 17:24:57,0
220,69,email,Holiday VIP Early Access,2024-10-27 08:42:35,0
221,69,sms,Loyalty Rewards Migration,2024-09-21 07:20:07,0
222,70,retargeting_ad,Loyalty Rewards Migration,2025-08-17 03:15:58,0
223,70,paid_search,Holiday VIP Early Access,2025-09-10 08:43:56,0
224,71,email,Loyalty Rewards Migration,2025-03-27 16:29:26,0
225,71,paid_search,Loyalty Rewards Migration,2025-02-21 19:44:38,1
226,72,sms,Spring Clearance Flash,2025-11-12 19:10:36,0
227,72,sms,Abandoned Cart Reminder,2025-10-16 13:37:32,1
228,72,sms,Abandoned Cart Reminder,2025-10-01 21:22:12,0
229,73,social_media,Spring Clearance Flash,2025-05-22 21:01:47,0
230,73,paid_search,Holiday VIP Early Access,2025-05-18 04:08:23,1
231,73,sms,Re-engagement Push 2026,2025-06-21 18:05:32,0
232,74,sms,Re-engagement Push 2026,2026-05-30 20:34:15,0
233,74,sms,Re-engagement Push 2026,2026-06-12 16:17:10,0
234,74,social_media,Loyalty Rewards Migration,2026-05-18 08:27:52,1
235,74,social_media,Abandoned Cart Reminder,2026-06-01 06:30:38,0
236,75,paid_search,Re-engagement Push 2026,2025-09-23 08:02:14,0
237,76,sms,Re-engagement Push 2026,2025-10-11 08:35:51,0
238,76,paid_search,Holiday VIP Early Access,2025-10-08 02:55:05,0
239,77,sms,Loyalty Rewards Migration,2024-08-26 09:35:23,1
240,78,paid_search,Re-engagement Push 2026,2026-03-28 01:41:46,0
241,78,sms,Abandoned Cart Reminder,2026-02-26 15:53:05,1
242,79,social_media,Spring Clearance Flash,2025-04-04 00:49:07,0
243,80,social_media,Loyalty Rewards Migration,2025-06-16 19:31:42,1
244,80,email,Loyalty Rewards Migration,2025-06-25 12:04:49,0
245,80,paid_search,Loyalty Rewards Migration,2025-06-01 07:43:35,0
246,80,social_media,Holiday VIP Early Access,2025-06-02 14:06:48,0
247,81,sms,Abandoned Cart Reminder,2025-05-13 06:50:23,0
248,81,paid_search,Abandoned Cart Reminder,2025-07-04 15:55:17,0
249,81,social_media,Holiday VIP Early Access,2025-06-17 09:03:29,1
250,81,paid_search,Abandoned Cart Reminder,2025-06-01 02:03:32,1
251,81,paid_search,Abandoned Cart Reminder,2025-06-11 02:47:05,0
252,82,email,Loyalty Rewards Migration,2025-04-13 19:41:06,1
253,82,email,Re-engagement Push 2026,2025-04-24 14:28:11,0
254,82,retargeting_ad,Loyalty Rewards Migration,2025-04-20 03:22:03,0
255,82,social_media,Holiday VIP Early Access,2025-04-10 10:52:52,0
256,83,sms,Re-engagement Push 2026,2024-10-09 11:54:02,0
257,83,paid_search,Abandoned Cart Reminder,2024-10-08 08:05:18,0
258,83,social_media,Loyalty Rewards Migration,2024-09-22 22:40:53,0
259,83,retargeting_ad,Re-engagement Push 2026,2024-09-09 09:01:07,0
260,83,retargeting_ad,Spring Clearance Flash,2024-10-01 17:21:41,1
261,84,email,Re-engagement Push 2026,2025-02-26 23:45:01,1
262,84,social_media,Abandoned Cart Reminder,2025-03-18 07:27:10,1
263,84,social_media,Loyalty Rewards Migration,2025-03-25 09:18:19,1
264,84,sms,Spring Clearance Flash,2025-02-25 15:47:21,1
265,84,retargeting_ad,Loyalty Rewards Migration,2025-04-11 22:53:32,1
266,84,email,Loyalty Rewards Migration,2025-03-28 10:22:26,1
267,84,social_media,Abandoned Cart Reminder,2025-03-15 02:03:33,1
268,84,sms,Spring Clearance Flash,2025-03-19 14:31:45,1
269,84,social_media,Loyalty Rewards Migration,2025-04-07 21:44:03,1
270,84,email,Spring Clearance Flash,2025-04-12 10:43:45,1
271,84,email,Holiday VIP Early Access,2025-02-23 06:10:35,1
272,84,social_media,Loyalty Rewards Migration,2025-04-02 03:56:39,1
273,84,paid_search,Abandoned Cart Reminder,2025-02-28 03:52:25,1
274,84,paid_search,Holiday VIP Early Access,2025-03-09 17:18:26,1
275,84,retargeting_ad,Holiday VIP Early Access,2025-03-28 04:07:32,1
276,84,retargeting_ad,Holiday VIP Early Access,2025-02-28 03:32:45,1
277,84,email,Loyalty Rewards Migration,2025-02-27 03:58:56,1
278,84,email,Holiday VIP Early Access,2025-02-21 14:11:28,1
279,84,email,Holiday VIP Early Access,2025-03-24 15:56:50,1
280,84,email,Re-engagement Push 2026,2025-02-23 22:52:39,1
281,84,email,Holiday VIP Early Access,2025-02-21 00:22:24,1
282,84,paid_search,Spring Clearance Flash,2025-02-25 19:40:32,1
283,84,retargeting_ad,Spring Clearance Flash,2025-04-19 05:58:35,1
284,84,social_media,Holiday VIP Early Access,2025-03-24 18:34:06,1
285,84,social_media,Spring Clearance Flash,2025-04-15 11:40:21,1
286,84,email,Spring Clearance Flash,2025-03-02 14:29:48,1
287,84,email,Holiday VIP Early Access,2025-03-20 09:25:37,1
288,85,paid_search,Abandoned Cart Reminder,2024-10-02 13:34:34,1
289,85,email,Abandoned Cart Reminder,2024-11-07 19:47:28,0
290,85,social_media,Abandoned Cart Reminder,2024-09-22 17:54:47,0
291,85,social_media,Spring Clearance Flash,2024-09-29 05:18:04,1
292,86,paid_search,Abandoned Cart Reminder,2026-06-10 12:08:08,0
293,86,paid_search,Holiday VIP Early Access,2026-06-12 16:17:10,0
294,86,sms,Holiday VIP Early Access,2026-05-19 02:14:26,0
295,86,retargeting_ad,Holiday VIP Early Access,2026-05-21 15:03:18,0
296,87,retargeting_ad,Re-engagement Push 2026,2025-11-13 20:16:09,0
297,87,paid_search,Abandoned Cart Reminder,2025-12-15 04:58:45,0
298,87,retargeting_ad,Abandoned Cart Reminder,2025-12-22 10:17:18,0
299,87,paid_search,Abandoned Cart Reminder,2025-12-16 21:46:38,0
300,87,social_media,Loyalty Rewards Migration,2025-12-10 17:04:36,0
301,88,retargeting_ad,Spring Clearance Flash,2025-03-21 18:28:52,0
302,88,social_media,Re-engagement Push 2026,2025-04-05 17:38:28,1
303,88,paid_search,Spring Clearance Flash,2025-02-20 00:22:20,0
304,88,email,Spring Clearance Flash,2025-02-19 05:02:36,0
305,88,social_media,Re-engagement Push 2026,2025-03-10 16:41:01,0
306,89,sms,Abandoned Cart Reminder,2025-11-19 22:33:06,0
307,89,retargeting_ad,Spring Clearance Flash,2025-12-08 01:23:44,0
308,90,sms,Abandoned Cart Reminder,2024-12-03 23:34:02,1
309,90,retargeting_ad,Loyalty Rewards Migration,2024-12-15 17:41:10,1
310,91,email,Holiday VIP Early Access,2025-10-24 20:33:03,0
311,92,retargeting_ad,Spring Clearance Flash,2026-03-16 11:55:46,1
312,92,social_media,Re-engagement Push 2026,2026-02-28 12:27:26,1
313,92,retargeting_ad,Abandoned Cart Reminder,2026-02-14 02:10:08,0
314,93,email,Abandoned Cart Reminder,2026-03-16 18:46:35,0
315,94,social_media,Holiday VIP Early Access,2024-07-11 06:10:50,0
316,95,sms,Re-engagement Push 2026,2024-10-30 12:44:33,1
317,95,social_media,Re-engagement Push 2026,2024-11-15 01:32:15,0
318,95,paid_search,Re-engagement Push 2026,2024-11-13 07:33:03,1
319,96,email,Loyalty Rewards Migration,2024-09-18 00:35:25,1
320,96,retargeting_ad,Re-engagement Push 2026,2024-09-25 11:27:56,0
321,97,paid_search,Spring Clearance Flash,2024-12-02 00:38:16,0
322,98,email,Holiday VIP Early Access,2026-01-29 13:02:36,1
323,98,retargeting_ad,Loyalty Rewards Migration,2026-01-17 13:54:26,0
324,99,sms,Spring Clearance Flash,2025-05-23 09:53:33,0
325,99,sms,Abandoned Cart Reminder,2025-05-24 19:07:43,1
326,99,email,Spring Clearance Flash,2025-05-20 05:25:55,1
327,99,social_media,Abandoned Cart Reminder,2025-05-31 14:17:14,0
328,100,email,Loyalty Rewards Migration,2024-09-26 05:15:18,0
329,101,social_media,Abandoned Cart Reminder,2024-07-28 23:27:21,0
330,101,social_media,Re-engagement Push 2026,2024-08-20 08:27:24,0
331,102,retargeting_ad,Spring Clearance Flash,2024-11-09 04:38:00,0
332,102,email,Re-engagement Push 2026,2024-11-07 13:57:39,0
333,103,email,Loyalty Rewards Migration,2025-09-11 11:41:59,1
334,103,email,Abandoned Cart Reminder,2025-10-11 17:25:08,1
335,103,email,Holiday VIP Early Access,2025-10-25 15:53:18,0
336,103,paid_search,Spring Clearance Flash,2025-10-27 05:56:01,1
337,104,retargeting_ad,Abandoned Cart Reminder,2024-11-17 00:54:33,1
338,104,email,Abandoned Cart Reminder,2024-12-30 04:04:17,0
339,104,retargeting_ad,Re-engagement Push 2026,2025-01-08 22:44:36,0
340,105,retargeting_ad,Abandoned Cart Reminder,2025-03-26 18:21:19,0
341,105,sms,Abandoned Cart Reminder,2025-04-07 08:20:13,0
342,105,social_media,Re-engagement Push 2026,2025-03-01 13:48:58,0
343,105,sms,Re-engagement Push 2026,2025-03-28 07:54:01,0
344,106,sms,Spring Clearance Flash,2025-09-20 07:42:58,0
345,106,retargeting_ad,Holiday VIP Early Access,2025-09-22 22:21:06,1
346,106,paid_search,Abandoned Cart Reminder,2025-09-22 18:41:32,1
347,106,social_media,Loyalty Rewards Migration,2025-10-15 23:47:40,1
348,106,retargeting_ad,Re-engagement Push 2026,2025-10-04 13:03:01,0
349,107,sms,Spring Clearance Flash,2026-02-23 13:05:24,0
350,107,email,Holiday VIP Early Access,2026-02-12 11:14:18,0
351,108,retargeting_ad,Loyalty Rewards Migration,2024-08-09 11:19:43,1
352,108,email,Abandoned Cart Reminder,2024-08-28 07:22:32,0
353,108,retargeting_ad,Holiday VIP Early Access,2024-08-29 13:51:32,0
354,109,social_media,Loyalty Rewards Migration,2024-11-10 18:31:59,0
355,109,retargeting_ad,Abandoned Cart Reminder,2024-11-12 00:52:58,0
356,110,email,Spring Clearance Flash,2024-09-13 08:53:42,1
357,110,social_media,Loyalty Rewards Migration,2024-10-06 04:24:00,0
358,110,paid_search,Abandoned Cart Reminder,2024-09-14 05:36:50,0
359,110,retargeting_ad,Loyalty Rewards Migration,2024-09-20 09:19:25,0
360,111,social_media,Re-engagement Push 2026,2024-10-06 13:29:30,0
361,111,social_media,Loyalty Rewards Migration,2024-09-05 09:11:47,1
362,111,retargeting_ad,Holiday VIP Early Access,2024-09-20 20:07:22,0
363,111,social_media,Spring Clearance Flash,2024-09-03 17:35:40,0
364,112,sms,Re-engagement Push 2026,2024-12-20 23:15:18,1
365,112,paid_search,Re-engagement Push 2026,2024-11-14 07:15:24,1
366,112,social_media,Holiday VIP Early Access,2024-11-12 00:04:40,1
367,112,retargeting_ad,Re-engagement Push 2026,2024-11-21 18:56:03,1
368,112,social_media,Holiday VIP Early Access,2024-12-06 20:55:40,1
369,112,email,Holiday VIP Early Access,2024-10-26 23:51:03,1
370,112,social_media,Re-engagement Push 2026,2024-11-12 10:46:39,1
371,112,paid_search,Abandoned Cart Reminder,2024-11-09 19:18:27,1
372,112,paid_search,Abandoned Cart Reminder,2024-12-20 20:13:47,1
373,112,retargeting_ad,Loyalty Rewards Migration,2024-11-17 23:17:14,1
374,112,paid_search,Loyalty Rewards Migration,2024-12-09 17:02:23,1
375,112,email,Spring Clearance Flash,2024-12-10 15:01:40,1
376,112,sms,Holiday VIP Early Access,2024-12-04 10:23:38,1
377,112,retargeting_ad,Holiday VIP Early Access,2024-10-26 02:38:53,1
378,112,paid_search,Loyalty Rewards Migration,2024-11-07 08:05:49,1
379,112,email,Spring Clearance Flash,2024-11-30 02:14:43,1
380,112,email,Holiday VIP Early Access,2024-10-26 08:35:35,1
381,112,social_media,Re-engagement Push 2026,2024-11-19 10:47:38,1
382,112,retargeting_ad,Loyalty Rewards Migration,2024-12-04 09:42:41,1
383,112,retargeting_ad,Abandoned Cart Reminder,2024-11-02 00:52:40,1
384,112,retargeting_ad,Spring Clearance Flash,2024-12-11 12:11:09,1
385,112,social_media,Loyalty Rewards Migration,2024-12-16 10:56:49,1
386,112,retargeting_ad,Spring Clearance Flash,2024-12-08 02:14:22,1
387,112,paid_search,Spring Clearance Flash,2024-12-06 05:52:23,1
388,112,paid_search,Abandoned Cart Reminder,2024-10-25 14:48:55,1
389,112,retargeting_ad,Spring Clearance Flash,2024-11-20 00:29:47,1
390,112,social_media,Abandoned Cart Reminder,2024-12-13 04:41:33,1
391,112,sms,Abandoned Cart Reminder,2024-11-02 22:48:40,1
392,112,sms,Loyalty Rewards Migration,2024-11-22 12:45:54,1
