id,crm_customer_id,username,last_login_at,marketing_opt_in
206,235,user_node_235,2026-06-01 20:59:54,1
207,236,user_node_236,2026-06-08 13:39:04,0
208,237,user_node_237,2026-06-03 07:14:25,0
209,238,user_node_238,2026-06-01 01:39:47,0
210,240,user_node_240,2026-06-01 19:49:41,1
211,241,user_node_241,2026-06-10 23:14:14,1
212,242,user_node_242,2026-06-03 15:12:28,0
213,243,user_node_243,2026-06-08 20:06:15,1
214,244,user_node_244,2026-06-03 22:52:40,1
215,245,user_node_245,2026-06-03 06:55:18,1
216,247,user_node_247,2026-06-07 12:23:49,0
217,248,user_node_248,2026-06-10 08:41:30,0
218,249,user_node_249,2026-06-05 02:48:14,0
219,250,user_node_250,2026-06-01 23:17:28,1
220,251,user_node_251,2026-06-06 23:35:15,0
221,252,user_node_252,2026-06-02 12:44:49,1
222,253,user_node_253,2026-06-12 05:28:06,1
223,255,user_node_255,2026-06-04 15:57:53,0
224,256,user_node_256,2026-06-08 21:28:16,1
225,257,user_node_257,2026-05-31 08:17:01,0
226,259,user_node_259,2026-06-02 19:20:51,1
227,260,user_node_260,2026-06-12 10:41:28,1
228,261,user_node_261,2026-06-11 10:43:06,1
229,262,user_node_262,2026-06-08 13:40:56,0
230,263,user_node_263,2026-05-30 04:40:52,1
231,265,user_node_265,2026-06-10 09:00:51,0
232,266,user_node_266,2026-06-04 03:41:01,1
233,267,user_node_267,2026-06-04 05:12:04,1
234,268,user_node_268,2026-06-09 14:42:14,0
235,269,user_node_269,2026-05-31 03:09:23,0
236,270,user_node_270,2026-06-11 18:07:57,0
237,271,user_node_271,2026-06-06 10:12:15,1
238,273,user_node_273,2026-05-30 12:33:08,0
239,274,user_node_274,2026-06-01 07:08:43,1
240,277,user_node_277,2026-06-04 13:42:04,1
241,278,user_node_278,2026-06-03 16:07:27,0
242,279,user_node_279,2026-06-06 10:07:07,1
243,280,user_node_280,2026-06-06 18:08:28,0
244,281,user_node_281,2026-06-04 14:42:10,0
245,282,user_node_282,2026-05-30 23:29:31,1
246,283,user_node_283,2026-06-02 13:59:16,1
247,284,user_node_284,2026-06-01 06:55:09,1
248,285,user_node_285,2026-06-05 19:23:05,1
249,286,user_node_286,2026-06-07 19:50:35,1
250,287,user_node_287,2026-06-04 00:46:11,1
251,288,user_node_288,2026-06-05 05:46:13,0
252,289,user_node_289,2026-06-06 23:41:37,1
253,290,user_node_290,2026-06-01 10:15:58,1
254,291,user_node_291,2026-06-11 21:51:23,1
255,292,user_node_292,2026-06-01 20:17:15,0
256,293,user_node_293,2026-06-01 05:00:33,0
257,295,user_node_295,2026-06-02 06:39:37,0
258,296,user_node_296,2026-06-08 12:59:16,0
259,297,user_node_297,2026-06-01 21:21:42,1
260,298,user_node_298,2026-05-30 14:16:31,1
261,299,user_node_299,2026-06-10 00:25:24,1
262,300,user_node_300,2026-06-06 17:23:26,1
263,301,user_node_301,2026-06-10 10:21:25,0
264,302,user_node_302,2026-06-04 15:18:26,0
265,303,user_node_303,2026-06-03 03:59:54,1
266,304,user_node_304,2026-06-02 00:43:56,1
267,305,user_node_305,2026-06-03 00:42:30,1
268,306,user_node_306,2026-06-10 06:31:58,0
269,308,user_node_308,2026-06-05 02:09:00,0
270,309,user_node_309,2026-05-31 09:59:03,1
271,310,user_node_310,2026-06-03 23:13:54,0
272,311,user_node_311,2026-06-11 13:16:32,1
273,312,user_node_312,2026-06-07 06:46:06,1
274,313,user_node_313,2026-06-08 19:06:33,1
275,314,user_node_314,2026-06-06 02:33:06,1
276,315,user_node_315,2026-06-09 12:23:16,1
277,316,user_node_316,2026-06-07 05:23:55,0
278,317,user_node_317,2026-06-07 04:37:11,1
279,318,user_node_318,2026-06-10 02:03:23,1
280,320,user_node_320,2026-06-12 08:50:26,0
281,321,user_node_321,2026-06-11 20:07:02,1
282,322,user_node_322,2026-06-08 05:56:31,1
283,323,user_node_323,2026-06-04 15:20:55,1
284,325,user_node_325,2026-06-12 04:27:50,1
285,326,user_node_326,2026-06-07 23:13:08,0
286,327,user_node_327,2026-06-12 06:01:37,0
287,329,user_node_329,2026-06-09 16:00:49,0
288,330,user_node_330,2026-06-01 22:02:27,0
289,331,user_node_331,2026-06-04 13:34:19,0
290,332,user_node_332,2026-06-05 05:09:07,0
291,334,user_node_334,2026-06-04 22:48:10,1
292,335,user_node_335,2026-06-04 11:38:00,1
293,336,user_node_336,2026-06-12 13:44:30,1
294,337,user_node_337,2026-06-07 00:36:13,0
295,338,user_node_338,2026-06-03 07:38:21,1
296,339,user_node_339,2026-06-09 15:16:18,1
297,340,user_node_340,2026-06-02 04:20:25,1
298,341,user_node_341,2026-05-30 03:45:49,0
299,342,user_node_342,2026-06-08 06:16:36,1
300,343,user_node_343,2026-06-01 17:31:19,1
301,344,user_node_344,2026-06-02 01:09:35,1
302,345,user_node_345,2026-06-05 11:08:58,1
303,346,user_node_346,2026-06-07 12:20:31,1
304,347,user_node_347,2026-06-06 19:33:09,0
305,348,user_node_348,2026-06-05 04:43:09,1
306,349,user_node_349,2026-05-31 15:22:27,0
307,352,user_node_352,2026-05-31 15:02:47,1
308,353,user_node_353,2026-06-08 03:39:58,1
309,354,user_node_354,2026-06-11 19:26:35,0
310,355,user_node_355,2026-06-03 05:15:48,0
311,356,user_node_356,2026-05-31 14:46:03,1
312,357,user_node_357,2026-06-07 14:33:01,1
313,358,user_node_358,2026-05-29 22:07:47,1
314,359,user_node_359,2026-06-08 15:41:47,0
315,360,user_node_360,2026-06-11 14:59:44,1
316,362,user_node_362,2026-06-07 17:53:26,0
317,363,user_node_363,2026-06-10 20:48:52,1
318,364,user_node_364,2026-06-06 00:09:57,1
319,365,user_node_365,2026-05-31 08:47:04,1
320,366,user_node_366,2026-06-02 13:13:26,0
321,367,user_node_367,2026-05-31 19:09:32,0
322,369,user_node_369,2026-06-11 14:46:54,1
323,370,user_node_370,2026-06-07 13:49:27,1
324,371,user_node_371,2026-06-11 07:03:20,1
325,372,user_node_372,2026-05-31 09:02:14,1
326,373,user_node_373,2026-06-03 00:50:52,0
327,374,user_node_374,2026-06-06 04:20:35,1
328,375,user_node_375,2026-06-05 15:34:04,0
329,376,user_node_376,2026-06-01 13:11:38,1
330,377,user_node_377,2026-06-08 13:12:31,0
331,378,user_node_378,2026-06-09 22:29:09,1
332,379,user_node_379,2026-06-01 12:42:43,0
333,380,user_node_380,2026-06-06 18:59:27,1
334,381,user_node_381,2026-05-31 13:10:58,0
335,382,user_node_382,2026-06-04 16:31:12,1
336,383,user_node_383,2026-06-01 04:31:57,1
337,384,user_node_384,2026-06-11 08:13:15,1
338,385,user_node_385,2026-06-02 12:23:34,1
339,386,user_node_386,2026-06-11 14:10:21,1
340,387,user_node_387,2026-06-09 21:34:37,1
341,388,user_node_388,2026-05-31 04:48:03,0
342,389,user_node_389,2026-06-12 15:17:31,1
343,391,user_node_391,2026-06-05 11:17:43,1
344,393,user_node_393,2026-06-05 03:58:48,1
345,394,user_node_394,2026-06-09 00:19:12,1
346,395,user_node_395,2026-06-05 10:06:13,0
347,396,user_node_396,2026-06-12 07:13:19,1
348,398,user_node_398,2026-05-31 09:42:43,1
349,399,user_node_399,2026-06-09 06:18:41,0
350,400,user_node_400,2026-06-01 15:41:19,0
351,401,user_node_401,2026-06-04 11:38:32,1
352,402,user_node_402,2026-06-05 20:58:30,0
353,403,user_node_403,2026-06-03 12:19:36,0
354,404,user_node_404,2026-06-09 07:15:39,1
355,405,user_node_405,2026-06-05 16:21:03,1
356,408,user_node_408,2026-06-07 19:49:39,0
357,409,user_node_409,2026-06-06 22:28:50,1
358,411,user_node_411,2026-05-30 05:28:38,0
359,412,user_node_412,2026-06-08 01:30:40,1
360,413,user_node_413,2026-06-10 21:53:38,0
361,414,user_node_414,2026-06-01 00:36:54,1
362,416,user_node_416,2026-06-10 15:53:58,1
363,417,user_node_417,2026-05-31 14:45:48,1
364,418,user_node_418,2026-06-02 16:06:10,1
365,419,user_node_419,2026-06-03 03:38:29,1
366,420,user_node_420,2026-06-04 14:26:47,1
367,421,user_node_421,2026-06-11 15:21:50,0
368,422,user_node_422,2026-06-05 07:52:15,1
369,423,user_node_423,2026-06-04 12:49:35,0
370,424,user_node_424,2026-06-02 20:03:01,1
371,425,user_node_425,2026-06-11 14:02:33,1
372,426,user_node_426,2026-06-01 21:28:22,1
373,427,user_node_427,2026-06-07 12:41:10,1
374,428,user_node_428,2026-06-05 23:12:47,0
375,429,user_node_429,2026-05-30 13:37:41,1
376,430,user_node_430,2026-06-03 17:32:19,1
377,431,user_node_431,2026-06-08 15:55:01,0
378,433,user_node_433,2026-06-12 15:39:52,1
379,434,user_node_434,2026-06-05 21:45:07,0
380,435,user_node_435,2026-06-11 12:38:11,1
381,436,user_node_436,2026-06-05 07:42:29,1
382,438,user_node_438,2026-05-31 21:48:21,1
383,439,user_node_439,2026-06-04 00:33:46,0
384,440,user_node_440,2026-05-29 16:41:35,0
385,441,user_node_441,2026-06-06 05:49:56,0
386,442,user_node_442,2026-06-02 01:15:06,1
387,443,user_node_443,2026-06-03 13:51:50,1
388,444,user_node_444,2026-06-09 15:30:12,1
389,445,user_node_445,2026-06-07 23:27:49,1
390,446,user_node_446,2026-06-06 13:34:32,0
391,447,user_node_447,2026-06-12 08:43:02,0
392,448,user_node_448,2026-06-03 14:49:11,0
393,451,user_node_451,2026-06-06 06:42:37,0
394,452,user_node_452,2026-06-04 08:30:13,0
395,453,user_node_453,2026-06-12 04:08:12,0
396,454,user_node_454,2026-06-03 00:37:21,0
397,455,user_node_455,2026-06-10 23:28:28,1
398,456,user_node_456,2026-06-08 22:17:27,1
399,457,user_node_457,2026-06-12 03:42:22,1
400,458,user_node_458,2026-05-30 14:49:14,1
401,459,user_node_459,2026-06-08 17:11:54,0
402,460,user_node_460,2026-06-11 08:46:04,1
403,461,user_node_461,2026-05-31 19:27:09,0
404,462,user_node_462,2026-06-10 20:31:49,1
405,463,user_node_463,2026-06-09 12:07:01,0
406,464,user_node_464,2026-06-12 10:20:44,1
407,465,user_node_465,2026-06-03 18:32:01,0
408,466,user_node_466,2026-06-06 11:38:56,0
409,467,user_node_467,2026-05-30 17:42:26,1
410,468,user_node_468,2026-06-02 23:55:10,1
411,469,user_node_469,2026-06-03 03:29:40,0
412,470,user_node_470,2026-06-08 14:03:18,1
413,472,user_node_472,2026-06-09 22:47:55,1
414,473,user_node_473,2026-05-30 23:51:34,1
415,474,user_node_474,2026-06-04 21:00:38,1
416,475,user_node_475,2026-06-08 07:27:20,1
417,476,user_node_476,2026-06-03 11:06:35,1
418,477,user_node_477,2026-06-03 02:01:52,1
419,478,user_node_478,2026-05-30 09:52:01,0
420,479,user_node_479,2026-06-02 10:25:40,1
421,480,user_node_480,2026-06-01 13:16:07,0
422,481,user_node_481,2026-06-07 14:58:45,1
423,482,user_node_482,2026-06-08 06:11:02,1
424,483,user_node_483,2026-05-30 17:15:14,1
425,484,user_node_484,2026-06-01 00:05:25,1
426,485,user_node_485,2026-06-06 20:06:25,1
427,486,user_node_486,2026-06-12 06:09:08,1
428,488,user_node_488,2026-06-05 20:00:21,1
429,489,user_node_489,2026-06-02 13:22:12,1
430,490,user_node_490,2026-05-30 12:29:27,1
431,491,user_node_491,2026-06-08 14:32:05,0
432,492,user_node_492,2026-05-31 18:49:11,0
433,493,user_node_493,2026-05-31 11:55:10,1
434,494,user_node_494,2026-06-10 23:38:41,1
435,495,user_node_495,2026-05-30 03:37:59,0
436,496,user_node_496,2026-05-30 20:31:44,1
437,497,user_node_497,2026-06-11 10:53:27,0
438,498,user_node_498,2026-06-06 23:13:44,1
439,499,user_node_499,2026-06-07 10:23:27,1
440,500,user_node_500,2026-06-03 08:12:23,1
441,501,user_node_501,2026-06-08 10:41:26,1
442,502,user_node_502,2026-05-31 01:39:34,0
443,503,user_node_503,2026-06-10 12:35:03,1
444,504,user_node_504,2026-06-06 09:27:47,1
445,505,user_node_505,2026-05-29 20:43:48,1
446,506,user_node_506,2026-06-04 17:43:20,0
447,507,user_node_507,2026-06-10 09:02:57,0
448,508,user_node_508,2026-06-01 15:39:34,1
449,509,user_node_509,2026-06-05 07:32:20,0
450,510,user_node_510,2026-06-06 02:04:40,1
451,511,user_node_511,2026-06-01 04:20:27,1
452,512,user_node_512,2026-06-11 01:44:33,0
453,513,user_node_513,2026-06-02 17:24:21,0
454,514,user_node_514,2026-06-12 11:23:14,1
455,515,user_node_515,2026-06-04 04:31:47,1
456,516,user_node_516,2026-06-06 17:45:03,1
457,517,user_node_517,2026-06-06 13:10:00,0
458,518,user_node_518,2026-05-29 17:14:24,1
459,519,user_node_519,2026-05-30 11:41:25,1
460,520,user_node_520,2026-06-04 21:46:26,1
461,521,user_node_521,2026-06-12 14:49:33,1
462,522,user_node_522,2026-06-12 02:37:54,1
463,524,user_node_524,2026-05-30 14:27:11,0
464,525,user_node_525,2026-06-02 13:13:12,0
465,526,user_node_526,2026-06-05 23:50:31,0
466,527,user_node_527,2026-06-06 07:36:26,1
467,528,user_node_528,2026-06-05 04:08:29,0
468,529,user_node_529,2026-06-02 00:48:54,1
469,530,user_node_530,2026-06-04 12:48:52,0
470,531,user_node_531,2026-06-10 21:37:44,1
471,532,user_node_532,2026-06-06 01:18:53,1
472,533,user_node_533,2026-06-04 20:29:56,1
473,534,user_node_534,2026-06-09 14:21:49,0
474,535,user_node_535,2026-06-08 20:35:58,0
475,536,user_node_536,2026-06-10 08:15:33,1
476,537,user_node_537,2026-06-04 13:07:06,0
477,538,user_node_538,2026-06-09 04:11:47,1
478,539,user_node_539,2026-06-08 11:43:43,0
479,540,user_node_540,2026-06-08 03:49:42,0
480,541,user_node_541,2026-06-06 13:33:10,0
481,544,user_node_544,2026-06-10 11:31:46,1
482,545,user_node_545,2026-06-10 15:26:07,1
483,546,user_node_546,2026-06-01 13:19:39,1
484,547,user_node_547,2026-06-12 03:02:20,0
485,548,user_node_548,2026-06-06 20:31:30,0
486,549,user_node_549,2026-05-30 20:47:52,1
487,550,user_node_550,2026-06-12 13:17:40,1
488,551,user_node_551,2026-06-04 20:43:02,1
489,552,user_node_552,2026-06-04 09:31:07,1
490,553,user_node_553,2026-06-02 20:25:41,0
491,555,user_node_555,2026-06-05 13:22:55,1
492,556,user_node_556,2026-05-31 04:45:27,0
493,557,user_node_557,2026-06-02 21:06:50,1
494,558,user_node_558,2026-05-31 11:52:37,0
495,559,user_node_559,2026-06-04 22:20:03,0
496,560,user_node_560,2026-06-10 12:33:59,1
497,561,user_node_561,2026-05-30 13:48:29,1
498,562,user_node_562,2026-06-11 10:24:10,1
499,563,user_node_563,2026-06-10 19:46:13,1
500,564,user_node_564,2026-06-02 00:49:48,1
501,565,user_node_565,2026-05-31 15:52:40,0
502,566,user_node_566,2026-06-08 22:41:31,1
503,567,user_node_567,2026-06-03 18:57:42,1
504,568,user_node_568,2026-06-02 03:35:08,1
505,569,user_node_569,2026-06-11 21:02:00,1
506,570,user_node_570,2026-05-30 18:38:16,1
507,571,user_node_571,2026-06-08 19:09:01,0
508,572,user_node_572,2026-06-02 10:21:31,1
509,573,user_node_573,2026-06-04 18:35:10,1
510,574,user_node_574,2026-06-08 00:06:02,1
511,575,user_node_575,2026-05-30 16:21:12,0
512,576,user_node_576,2026-06-07 23:09:49,1
513,577,user_node_577,2026-06-01 20:07:44,1
514,578,user_node_578,2026-06-10 20:31:27,0
515,579,user_node_579,2026-06-07 20:37:05,1
516,580,user_node_580,2026-06-12 12:45:03,1
517,582,user_node_582,2026-06-05 15:13:49,1
518,583,user_node_583,2026-05-30 20:55:03,0
519,585,user_node_585,2026-05-31 03:08:03,1
520,586,user_node_586,2026-06-05 14:37:57,1
521,587,user_node_587,2026-06-01 14:29:28,1
522,588,user_node_588,2026-05-29 17:03:28,0
523,590,user_node_590,2026-06-01 13:55:34,0
524,591,user_node_591,2026-06-03 03:43:26,0
525,592,user_node_592,2026-06-07 14:47:42,1
526,593,user_node_593,2026-06-02 12:34:33,0
527,595,user_node_595,2026-06-03 02:31:04,0
528,596,user_node_596,2026-06-04 08:30:49,1
529,599,user_node_599,2026-05-31 03:56:05,1
530,600,user_node_600,2026-06-03 13:12:26,1
531,601,user_node_601,2026-06-01 16:27:51,1
532,602,user_node_602,2026-06-12 15:50:22,1
533,603,user_node_603,2026-06-02 20:27:17,0
534,604,user_node_604,2026-06-02 14:44:42,0
535,605,user_node_605,2026-06-07 00:18:20,1
536,606,user_node_606,2026-06-04 12:44:59,1
537,607,user_node_607,2026-06-10 13:11:19,0
538,608,user_node_608,2026-05-30 00:43:43,1
539,609,user_node_609,2026-06-12 15:01:43,0
540,610,user_node_610,2026-05-30 14:38:30,1
541,611,user_node_611,2026-06-11 00:13:15,1
542,612,user_node_612,2026-06-06 23:45:00,1
543,614,user_node_614,2026-06-02 23:14:54,0
544,616,user_node_616,2026-06-07 04:34:30,1
545,617,user_node_617,2026-06-12 09:14:53,1
546,618,user_node_618,2026-06-05 00:49:44,0
547,620,user_node_620,2026-06-08 10:28:54,1
548,621,user_node_621,2026-06-06 01:51:14,0
549,622,user_node_622,2026-06-05 04:52:18,0
550,623,user_node_623,2026-06-06 03:08:45,0
551,624,user_node_624,2026-05-31 04:08:23,0
552,625,user_node_625,2026-06-02 06:03:27,0
553,626,user_node_626,2026-06-06 10:06:19,1
554,627,user_node_627,2026-06-04 07:23:44,1
555,628,user_node_628,2026-06-07 06:48:20,0
556,629,user_node_629,2026-06-10 14:12:39,1
557,630,user_node_630,2026-06-01 07:40:05,1
