id,sensor_id,device_id,recorded_at,value,quality_flag
228,27,8,2026-06-09 16:27:52,9.947,0
229,28,8,2026-06-09 16:27:52,7.7,0
230,29,8,2026-06-09 16:27:52,1015.68,0
231,30,9,2026-06-09 16:27:52,9.023,0
232,31,9,2026-06-09 16:27:52,5.0,0
233,32,9,2026-06-09 16:27:52,28.0,0
234,33,10,2026-06-09 16:27:52,8.711,0
235,34,10,2026-06-09 16:27:52,23.0,0
236,35,11,2026-06-09 16:27:52,20.0,0
237,36,11,2026-06-09 16:27:52,-7.6,0
238,37,11,2026-06-09 16:27:52,994.9,0
239,38,11,2026-06-09 16:27:52,7.433,0
240,39,12,2026-06-09 16:27:52,74.0,0
241,40,12,2026-06-09 16:27:52,43.6,0
242,41,12,2026-06-09 16:27:52,1019.95,0
243,42,13,2026-06-09 16:27:52,996.27,0
244,43,13,2026-06-09 16:27:52,27.0,0
245,44,14,2026-06-09 16:27:52,35.3,0
246,45,14,2026-06-09 16:27:52,1025.88,0
247,46,15,2026-06-09 16:27:52,37.2,0
248,47,15,2026-06-09 16:27:52,83.0,0
249,48,15,2026-06-09 16:27:52,14.489,0
250,49,16,2026-06-09 16:27:52,9.013,0
251,50,16,2026-06-09 16:27:52,14.8,0
252,51,16,2026-06-09 16:27:52,980.32,0
253,52,16,2026-06-09 16:27:52,67.0,0
254,53,17,2026-06-09 16:27:52,14.604,0
255,54,17,2026-06-09 16:27:52,3.5,0
256,55,17,2026-06-09 16:27:52,73.0,0
257,56,18,2026-06-09 16:27:52,991.58,0
258,57,18,2026-06-09 16:27:52,-5.1,0
259,58,18,2026-06-09 16:27:52,44.0,0
260,59,18,2026-06-09 16:27:52,6.903,0
261,60,19,2026-06-09 16:27:52,28.2,0
262,61,19,2026-06-09 16:27:52,69.0,0
263,62,19,2026-06-09 16:27:52,5.581,0
264,63,19,2026-06-09 16:27:52,1029.11,0
265,64,20,2026-06-09 16:27:52,10.18,0
266,65,20,2026-06-09 16:27:52,38.0,0
267,66,20,2026-06-09 16:27:52,38.5,0
268,67,20,2026-06-09 16:27:52,986.43,0
269,1,1,2026-06-09 16:42:52,1000.24,0
270,2,1,2026-06-09 16:42:52,82.0,0
271,3,1,2026-06-09 16:42:52,0.64,0
272,4,1,2026-06-09 16:42:52,39.5,0
273,5,2,2026-06-09 16:42:52,42.1,0
274,6,2,2026-06-09 16:42:52,1012.29,0
275,7,2,2026-06-09 16:42:52,1.104,0
276,8,2,2026-06-09 16:42:52,51.0,0
277,9,3,2026-06-09 16:42:52,10.313,0
278,10,3,2026-06-09 16:42:52,47.0,0
279,11,3,2026-06-09 16:42:52,27.4,0
280,12,3,2026-06-09 16:42:52,1016.35,0
281,13,4,2026-06-09 16:42:52,4.465,0
282,14,4,2026-06-09 16:42:52,30.0,0
283,15,4,2026-06-09 16:42:52,19.5,0
284,16,4,2026-06-09 16:42:52,1001.02,0
285,17,5,2026-06-09 16:42:52,1018.11,0
286,18,5,2026-06-09 16:42:52,32.0,0
287,19,5,2026-06-09 16:42:52,16.8,0
288,20,5,2026-06-09 16:42:52,13.397,0
289,21,6,2026-06-09 16:42:52,9.555,0
290,22,6,2026-06-09 16:42:52,1027.8,0
291,23,7,2026-06-09 16:42:52,63.0,0
292,24,7,2026-06-09 16:42:52,25.7,0
293,25,7,2026-06-09 16:42:52,997.18,0
294,26,8,2026-06-09 16:42:52,22.0,0
295,27,8,2026-06-09 16:42:52,12.769,0
296,28,8,2026-06-09 16:42:52,15.4,0
297,29,8,2026-06-09 16:42:52,984.02,0
298,30,9,2026-06-09 16:42:52,12.934,0
299,31,9,2026-06-09 16:42:52,11.2,0
300,32,9,2026-06-09 16:42:52,20.0,0
301,33,10,2026-06-09 16:42:52,5.858,0
302,34,10,2026-06-09 16:42:52,69.0,0
303,35,11,2026-06-09 16:42:52,55.0,0
304,36,11,2026-06-09 16:42:52,5.0,0
305,37,11,2026-06-09 16:42:52,996.76,0
306,38,11,2026-06-09 16:42:52,2.069,0
307,39,12,2026-06-09 16:42:52,61.0,0
308,40,12,2026-06-09 16:42:52,2.3,0
309,41,12,2026-06-09 16:42:52,984.08,0
310,42,13,2026-06-09 16:42:52,998.42,0
311,43,13,2026-06-09 16:42:52,28.7,0
312,44,14,2026-06-09 16:42:52,15.4,0
313,45,14,2026-06-09 16:42:52,991.62,0
314,46,15,2026-06-09 16:42:52,11.3,0
315,47,15,2026-06-09 16:42:52,68.0,0
316,48,15,2026-06-09 16:42:52,10.024,0
317,49,16,2026-06-09 16:42:52,12.883,0
318,50,16,2026-06-09 16:42:52,1.9,0
319,51,16,2026-06-09 16:42:52,997.23,0
320,52,16,2026-06-09 16:42:52,70.0,0
321,53,17,2026-06-09 16:42:52,8.178,0
322,54,17,2026-06-09 16:42:52,-2.9,0
323,55,17,2026-06-09 16:42:52,25.0,0
324,56,18,2026-06-09 16:42:52,1015.03,0
325,57,18,2026-06-09 16:42:52,22.4,0
326,58,18,2026-06-09 16:42:52,38.0,0
327,59,18,2026-06-09 16:42:52,11.871,0
328,60,19,2026-06-09 16:42:52,4.5,0
329,61,19,2026-06-09 16:42:52,50.0,0
330,62,19,2026-06-09 16:42:52,3.28,0
331,63,19,2026-06-09 16:42:52,1016.92,0
332,64,20,2026-06-09 16:42:52,2.39,0
333,65,20,2026-06-09 16:42:52,26.0,0
334,66,20,2026-06-09 16:42:52,1.4,0
335,67,20,2026-06-09 16:42:52,995.22,0
336,1,1,2026-06-09 16:57:52,1006.39,0
337,2,1,2026-06-09 16:57:52,88.0,0
338,3,1,2026-06-09 16:57:52,8.456,0
339,4,1,2026-06-09 16:57:52,37.4,0
340,5,2,2026-06-09 16:57:52,11.4,0
341,6,2,2026-06-09 16:57:52,997.43,0
342,7,2,2026-06-09 16:57:52,13.265,0
343,8,2,2026-06-09 16:57:52,71.0,0
344,9,3,2026-06-09 16:57:52,9.689,1
345,10,3,2026-06-09 16:57:52,72.0,0
346,11,3,2026-06-09 16:57:52,39.7,0
347,12,3,2026-06-09 16:57:52,1001.23,0
348,13,4,2026-06-09 16:57:52,5.369,0
349,14,4,2026-06-09 16:57:52,82.0,0
350,15,4,2026-06-09 16:57:52,20.6,0
351,16,4,2026-06-09 16:57:52,1002.54,0
352,17,5,2026-06-09 16:57:52,1022.1,0
353,18,5,2026-06-09 16:57:52,44.0,0
354,19,5,2026-06-09 16:57:52,36.5,0
355,20,5,2026-06-09 16:57:52,2.028,0
356,21,6,2026-06-09 16:57:52,0.934,0
357,22,6,2026-06-09 16:57:52,984.71,0
358,23,7,2026-06-09 16:57:52,86.0,1
359,24,7,2026-06-09 16:57:52,7.9,0
360,25,7,2026-06-09 16:57:52,998.82,0
361,26,8,2026-06-09 16:57:52,47.0,0
362,27,8,2026-06-09 16:57:52,14.561,0
363,28,8,2026-06-09 16:57:52,10.8,0
364,29,8,2026-06-09 16:57:52,1014.99,0
365,30,9,2026-06-09 16:57:52,11.679,0
366,31,9,2026-06-09 16:57:52,6.1,0
367,32,9,2026-06-09 16:57:52,25.0,0
368,33,10,2026-06-09 16:57:52,11.402,0
369,34,10,2026-06-09 16:57:52,80.0,0
370,35,11,2026-06-09 16:57:52,31.0,0
371,36,11,2026-06-09 16:57:52,3.2,0
372,37,11,2026-06-09 16:57:52,989.56,0
373,38,11,2026-06-09 16:57:52,9.683,0
374,39,12,2026-06-09 16:57:52,47.0,0
375,40,12,2026-06-09 16:57:52,-5.9,0
376,41,12,2026-06-09 16:57:52,1003.11,0
377,42,13,2026-06-09 16:57:52,1014.0,0
378,43,13,2026-06-09 16:57:52,28.1,0
379,44,14,2026-06-09 16:57:52,35.6,0
380,45,14,2026-06-09 16:57:52,1001.39,0
381,46,15,2026-06-09 16:57:52,16.4,0
382,47,15,2026-06-09 16:57:52,29.0,0
383,48,15,2026-06-09 16:57:52,10.189,0
384,49,16,2026-06-09 16:57:52,8.422,0
385,50,16,2026-06-09 16:57:52,-1.5,0
386,51,16,2026-06-09 16:57:52,1023.64,0
387,52,16,2026-06-09 16:57:52,60.0,0
388,53,17,2026-06-09 16:57:52,10.12,0
389,54,17,2026-06-09 16:57:52,6.3,0
390,55,17,2026-06-09 16:57:52,40.0,0
391,56,18,2026-06-09 16:57:52,997.34,0
392,57,18,2026-06-09 16:57:52,20.8,0
393,58,18,2026-06-09 16:57:52,56.0,0
394,59,18,2026-06-09 16:57:52,13.958,0
395,60,19,2026-06-09 16:57:52,-0.3,0
396,61,19,2026-06-09 16:57:52,60.0,0
397,62,19,2026-06-09 16:57:52,9.488,0
398,63,19,2026-06-09 16:57:52,1008.94,0
399,64,20,2026-06-09 16:57:52,12.918,0
400,65,20,2026-06-09 16:57:52,76.0,0
401,66,20,2026-06-09 16:57:52,42.0,0
402,67,20,2026-06-09 16:57:52,1011.65,0
403,1,1,2026-06-09 17:12:52,1012.01,0
404,2,1,2026-06-09 17:12:52,76.0,0
405,3,1,2026-06-09 17:12:52,10.272,0
406,4,1,2026-06-09 17:12:52,22.9,0
407,5,2,2026-06-09 17:12:52,43.7,0
408,6,2,2026-06-09 17:12:52,1009.45,0
409,7,2,2026-06-09 17:12:52,7.445,0
410,8,2,2026-06-09 17:12:52,59.0,0
411,9,3,2026-06-09 17:12:52,2.231,0
412,10,3,2026-06-09 17:12:52,89.0,0
413,11,3,2026-06-09 17:12:52,41.2,0
414,12,3,2026-06-09 17:12:52,1023.19,0
415,13,4,2026-06-09 17:12:52,14.795,0
416,14,4,2026-06-09 17:12:52,84.0,0
417,15,4,2026-06-09 17:12:52,-6.2,0
418,16,4,2026-06-09 17:12:52,980.3,0
419,17,5,2026-06-09 17:12:52,980.59,0
420,18,5,2026-06-09 17:12:52,20.0,0
421,19,5,2026-06-09 17:12:52,22.2,0
422,20,5,2026-06-09 17:12:52,13.123,0
423,21,6,2026-06-09 17:12:52,14.552,0
424,22,6,2026-06-09 17:12:52,996.4,0
425,23,7,2026-06-09 17:12:52,79.0,0
426,24,7,2026-06-09 17:12:52,-2.9,0
427,25,7,2026-06-09 17:12:52,987.21,0
428,26,8,2026-06-09 17:12:52,26.0,0
429,27,8,2026-06-09 17:12:52,3.358,0
430,28,8,2026-06-09 17:12:52,31.5,0
431,29,8,2026-06-09 17:12:52,1015.99,0
432,30,9,2026-06-09 17:12:52,12.368,0
433,31,9,2026-06-09 17:12:52,-0.5,0
434,32,9,2026-06-09 17:12:52,53.0,0
435,33,10,2026-06-09 17:12:52,13.897,0
436,34,10,2026-06-09 17:12:52,40.0,0
437,35,11,2026-06-09 17:12:52,31.0,0
438,36,11,2026-06-09 17:12:52,-9.0,0
439,37,11,2026-06-09 17:12:52,1027.56,0
440,38,11,2026-06-09 17:12:52,14.383,0
441,39,12,2026-06-09 17:12:52,38.0,0
442,40,12,2026-06-09 17:12:52,8.0,0
443,41,12,2026-06-09 17:12:52,1023.75,0
444,42,13,2026-06-09 17:12:52,1022.95,0
445,43,13,2026-06-09 17:12:52,40.5,0
446,44,14,2026-06-09 17:12:52,6.8,0
447,45,14,2026-06-09 17:12:52,997.7,0
448,46,15,2026-06-09 17:12:52,27.2,0
449,47,15,2026-06-09 17:12:52,64.0,0
450,48,15,2026-06-09 17:12:52,1.567,0
451,49,16,2026-06-09 17:12:52,1.309,0
452,50,16,2026-06-09 17:12:52,37.2,0
453,51,16,2026-06-09 17:12:52,1020.82,0
454,52,16,2026-06-09 17:12:52,30.0,0
455,53,17,2026-06-09 17:12:52,4.115,2
456,54,17,2026-06-09 17:12:52,-3.2,0
457,55,17,2026-06-09 17:12:52,58.0,0
458,56,18,2026-06-09 17:12:52,996.68,0
459,57,18,2026-06-09 17:12:52,38.1,0
460,58,18,2026-06-09 17:12:52,32.0,0
461,59,18,2026-06-09 17:12:52,1.498,0
462,60,19,2026-06-09 17:12:52,17.0,0
463,61,19,2026-06-09 17:12:52,88.0,0
464,62,19,2026-06-09 17:12:52,10.887,0
465,63,19,2026-06-09 17:12:52,989.77,0
466,64,20,2026-06-09 17:12:52,13.847,0
467,65,20,2026-06-09 17:12:52,53.0,0
468,66,20,2026-06-09 17:12:52,-8.2,0
469,67,20,2026-06-09 17:12:52,1021.85,2
470,1,1,2026-06-09 17:27:52,997.16,0
471,2,1,2026-06-09 17:27:52,59.0,0
472,3,1,2026-06-09 17:27:52,6.116,0
473,4,1,2026-06-09 17:27:52,21.4,0
474,5,2,2026-06-09 17:27:52,43.6,0
475,6,2,2026-06-09 17:27:52,1009.74,0
476,7,2,2026-06-09 17:27:52,14.648,0
477,8,2,2026-06-09 17:27:52,57.0,0
478,9,3,2026-06-09 17:27:52,12.592,0
479,10,3,2026-06-09 17:27:52,24.0,0
480,11,3,2026-06-09 17:27:52,-2.9,0
481,12,3,2026-06-09 17:27:52,1022.25,0
482,13,4,2026-06-09 17:27:52,8.868,0
483,14,4,2026-06-09 17:27:52,85.0,0
484,15,4,2026-06-09 17:27:52,16.0,0
485,16,4,2026-06-09 17:27:52,1004.32,0
486,17,5,2026-06-09 17:27:52,990.12,0
487,18,5,2026-06-09 17:27:52,83.0,0
488,19,5,2026-06-09 17:27:52,41.3,0
489,20,5,2026-06-09 17:27:52,13.088,0
490,21,6,2026-06-09 17:27:52,13.293,0
491,22,6,2026-06-09 17:27:52,980.54,0
492,23,7,2026-06-09 17:27:52,81.0,0
493,24,7,2026-06-09 17:27:52,41.5,0
494,25,7,2026-06-09 17:27:52,1007.67,0
495,26,8,2026-06-09 17:27:52,50.0,0
496,27,8,2026-06-09 17:27:52,10.96,0
497,28,8,2026-06-09 17:27:52,-4.4,0
498,29,8,2026-06-09 17:27:52,1028.6,0
499,30,9,2026-06-09 17:27:52,14.471,0
500,31,9,2026-06-09 17:27:52,24.0,0
501,32,9,2026-06-09 17:27:52,48.0,0
502,33,10,2026-06-09 17:27:52,3.98,0
503,34,10,2026-06-09 17:27:52,39.0,0
504,35,11,2026-06-09 17:27:52,41.0,0
505,36,11,2026-06-09 17:27:52,25.0,0
506,37,11,2026-06-09 17:27:52,982.15,0
507,38,11,2026-06-09 17:27:52,3.242,0
508,39,12,2026-06-09 17:27:52,27.0,0
509,40,12,2026-06-09 17:27:52,37.2,0
510,41,12,2026-06-09 17:27:52,1024.86,0
511,42,13,2026-06-09 17:27:52,996.95,0
512,43,13,2026-06-09 17:27:52,22.8,0
513,44,14,2026-06-09 17:27:52,18.6,0
514,45,14,2026-06-09 17:27:52,997.6,0
515,46,15,2026-06-09 17:27:52,0.8,0
516,47,15,2026-06-09 17:27:52,87.0,0
517,48,15,2026-06-09 17:27:52,2.367,0
518,49,16,2026-06-09 17:27:52,8.354,0
519,50,16,2026-06-09 17:27:52,7.4,0
520,51,16,2026-06-09 17:27:52,1003.32,0
521,52,16,2026-06-09 17:27:52,85.0,0
522,53,17,2026-06-09 17:27:52,8.916,0
523,54,17,2026-06-09 17:27:52,-9.3,0
524,55,17,2026-06-09 17:27:52,84.0,0
525,56,18,2026-06-09 17:27:52,1017.44,0
526,57,18,2026-06-09 17:27:52,-5.3,0
527,58,18,2026-06-09 17:27:52,88.0,0
528,59,18,2026-06-09 17:27:52,11.196,0
529,60,19,2026-06-09 17:27:52,-0.9,0
530,61,19,2026-06-09 17:27:52,70.0,0
531,62,19,2026-06-09 17:27:52,1.368,0
532,63,19,2026-06-09 17:27:52,1026.41,0
533,64,20,2026-06-09 17:27:52,7.753,0
534,65,20,2026-06-09 17:27:52,65.0,0
535,66,20,2026-06-09 17:27:52,20.7,0
536,67,20,2026-06-09 17:27:52,1001.13,0
537,1,1,2026-06-09 17:42:52,1019.76,0
538,2,1,2026-06-09 17:42:52,55.0,0
539,3,1,2026-06-09 17:42:52,10.712,0
540,4,1,2026-06-09 17:42:52,10.0,0
541,5,2,2026-06-09 17:42:52,43.7,0
542,6,2,2026-06-09 17:42:52,984.05,0
543,7,2,2026-06-09 17:42:52,5.92,0
544,8,2,2026-06-09 17:42:52,73.0,0
545,9,3,2026-06-09 17:42:52,7.932,0
546,10,3,2026-06-09 17:42:52,60.0,0
547,11,3,2026-06-09 17:42:52,27.8,0
548,12,3,2026-06-09 17:42:52,989.57,0
549,13,4,2026-06-09 17:42:52,12.179,0
550,14,4,2026-06-09 17:42:52,29.0,0
551,15,4,2026-06-09 17:42:52,-8.9,0
552,16,4,2026-06-09 17:42:52,981.52,0
553,17,5,2026-06-09 17:42:52,1027.36,0
